"Convolvulus_arvensis_E2__P_1"	"Convolvulus_arvensis_E2__P_2"	"Convolvulus_arvensis_E2__P_3"	"Convolvulus_arvensis_E2__P_4"	"Convolvulus_arvensis_E2__P_5"	"Convolvulus_arvensis_E2__P_6"	"Convolvulus_arvensis_E2__P_7"	"Convolvulus_arvensis_E2__P_8"	"Convolvulus_arvensis_E2__P_9"	"Helminthia_echioides_E2__P_1"	"Helminthia_echioides_E2__P_2"	"Helminthia_echioides_E2__P_3"	"Helminthia_echioides_E2__P_4"	"Helminthia_echioides_E2__P_5"	"Centaurea_nigra_E2__P_1"	"Centaurea_nigra_E2__P_2"	"Centaurea_nigra_E2__P_3"	"Centaurea_nigra_E2__P_4"	"Rubus_caesius_E2__P_1"	"Rubus_caesius_E2__P_2"	"Rubus_caesius_E2__P_3"	"Scabiosa_columbaria_E2__P_1"	"Scabiosa_columbaria_E2__P_2"	"Scabiosa_columbaria_E2__P_3"	"Scabiosa_columbaria_E2__P_4"	"Oenothera_rosea_E2__P_1"	"Oenothera_rosea_E2__P_2"	"Oenothera_rosea_E2__P_3"	"Colchicum_autumnale_E2__P_1"	"Colchicum_autumnale_E2__P_2"	"Colchicum_autumnale_E2__P_3"	"Colchicum_autumnale_E2__P_4"	"Convolvulus_sepium_E2__P_1"	"Convolvulus_sepium_E2__P_2"	"Reynoutria_japonica_E2__P_1"	"Reynoutria_japonica_E2__P_2"	"Reynoutria_japonica_E2__P_3"	"Reynoutria_japonica_E2__P_4"	"Reynoutria_japonica_E2__P_5"	"Reynoutria_japonica_E2__P_6"	"Reynoutria_japonica_E2__P_7"	"Reynoutria_japonica_E2__P_8"
11.59	11.45	-17.8	-0.11	-11.72	-15.14	16.83	3.67	33.24	2.32	-5.12	60.1	68.07	46.18	-10.03	2.42	9.88	1.92	-1.93	15.94	6.75	-10.15	-5.49	22.83	-17.38	36.71	21.09	5.22	31.8	26.36	20.54	28.66	66.29	30.63	2.78	12.48	6.35	14.97	12.77	-6.78	4.28	7.2
13.99	13.09	-16.7	17.29	1.47	-3.11	25.65	12.84	42.34	7.51	2.9	76.59	62.05	49.87	-4.66	4.88	16.54	7.48	7.25	26.52	10.43	7.48	-0.18	32.54	-4.86	42.96	30.08	10.74	32.08	31.78	24.31	34.13	80.57	43.1	10.08	30.52	6.1	26.77	14.24	3.08	12	15.26
20.1	18.03	4.11	26.18	5.59	12.46	26.28	12.79	40.67	17.58	14.1	70.54	67.51	44.86	6.06	8.88	27.59	22.32	16.88	25.84	12.25	15.81	8.48	38.62	10.51	46.58	35.57	19.37	40.28	36.41	31.33	38.82	77.76	39.26	25.22	27.45	13.78	30.56	29.51	19.55	28.8	28.73
32.14	35.15	14.36	30.77	21.98	25.99	35.99	30.27	56.32	30.49	21.79	74.55	78.12	59.04	20	28.59	32.57	33.8	36.74	37.88	33.6	23.61	22.44	44.96	16.69	57.23	43.07	28.81	55.32	48.54	41.7	46.75	77.35	49.6	39.77	37.29	34.61	42.7	38.88	30.14	35.19	34.81
41.05	37.01	15.09	34.65	19.23	20.22	44.34	33.29	60.05	35.74	28.61	90.93	88.15	70.08	15.61	28.02	36.12	41.05	38.71	47.64	31.57	33.29	20.45	49.25	13.41	70.39	57.29	30.55	62.31	52.68	50.3	56.9	99.5	61.17	43.22	53.32	33.88	44.14	42.11	27.43	36.04	39.39
30.07	30.34	16.93	32.43	19.68	17.33	35.47	28.48	49.04	27.71	23.96	63.14	57.36	59.21	25.13	28.57	29.47	31.34	33.77	34.7	31.49	24.41	29.79	37.43	17.85	50.63	39.25	29.18	45.46	43.51	37.87	38.49	69.67	48.88	33.05	32.69	32.59	35.09	33.37	24.72	35.82	36.72
36.81	30.91	16.42	33.57	24.01	25.73	39.15	33.8	56.03	33.33	26.34	80.94	81	63.07	17.59	32.4	27.38	35.35	35.19	39.84	27.18	28.92	21.76	46.01	19.88	62.17	44.36	37.76	56.2	51.54	49.81	41.56	79.53	54.58	42.95	35.97	38.82	41.83	31.95	27.53	40.65	34.97
44.96	46.38	24.85	43.16	29.01	25.79	51.78	45.39	72.07	37.75	37.4	94.75	85.63	69.9	37.58	39.09	44.14	49.47	38.77	45.55	39.83	30.46	29.91	60.01	24.19	74.91	56.86	45.94	66.26	62.39	50.04	66.01	97.01	63.32	55.32	45.9	48.65	55.91	48.08	37.61	46.89	47.95
27.43	37.41	15.5	30.36	32.68	23.56	37.07	27.77	58.88	24.4	28.45	76.13	71.61	56.14	15.86	32.24	24.7	27.16	31.1	39.62	20.85	24.99	9.4	40.4	9.87	56.2	40.26	30.22	52.97	45.43	42.75	44.98	81.67	50.97	27.9	39.08	27.67	32.73	38.16	29.29	34.24	36.49
1.48	7.74	-23.17	5.14	-1.88	-17.27	9.84	-2.12	35.97	1.97	-4.26	70.61	72.21	53.91	-12.6	3.35	6.94	9.96	1.76	12.88	-0.03	-3.15	-16.14	44.23	-7.48	40.61	34.62	25.9	52.99	32.61	35.78	34.55	79.79	36.43	23.25	14.36	11.4	2.07	9.56	14.84	11.56	10.82
31.74	27.88	13.43	31.35	23.06	11.96	44.53	35.05	58.61	31.86	21.71	72.71	65.49	59.02	17.66	30.17	27.22	41.1	32.27	36.3	25.44	24.45	23.52	48.22	13.74	56.2	42.78	38.22	51.26	47.95	37.99	52.18	89.04	46.57	32.21	41.96	27.76	40.01	38.7	17.87	31.27	29.74
29.18	18.24	8.94	24.53	18.6	9.97	36.07	21.54	51.58	20.63	26.76	74.2	64.62	54.32	11.74	19.8	22.92	33.58	22.94	36.12	15.75	20.37	14.01	29.75	15.64	53.11	33.87	28.54	47.75	43.9	37.28	43.15	73.51	56.96	36.4	31.6	34.84	36.36	33.72	19.28	24	30.66
28.87	31.79	22.03	31.55	33.57	20.44	39.55	41.16	52.01	31.91	27.17	74.86	70.67	60.01	23.29	28.54	36.89	27.42	31.96	32.71	35.94	30.8	25.35	44.4	17.03	65.31	45.61	30.91	53.49	48.27	49.07	51.67	85.68	56.18	34.71	48.31	29.33	39.14	33.65	24.49	33.69	50.07
28.38	4.66	-9.61	19.24	2.81	7.98	26.29	17.82	42.99	23.53	10.13	74.89	60.89	41.82	9.69	13.8	11.27	29.04	25.59	22.57	14.62	18.16	22.68	15.88	4.41	47.89	33.11	28.83	37.92	41.26	28.09	38.93	70.19	35.9	19.87	22.79	29.12	17.95	26.97	13.16	23.69	24.14
44.63	42.46	25.88	46.63	44.68	40.28	65.37	42.17	66.08	37.76	35.48	90.48	79.06	79.32	43.66	32.81	43.57	43.48	45.89	53.92	30.29	48.07	24.37	56.17	25.55	73.65	61.09	52.31	81.73	68.19	66.04	62.05	102.45	74.02	50.67	54.93	51.37	42.7	55.03	47.92	42.04	50.22
24.94	26.61	6.24	29.33	12.13	16.74	35.72	28.47	48.42	17.33	19.22	75.45	65.33	66.66	21.33	17.69	27.79	27.71	27.14	38.65	17.61	17.28	11.15	34.95	6.07	58.86	45.64	28.39	50.12	38.05	30.42	39.38	69.09	40.78	35.39	29.99	24.24	29.59	31.74	19.26	28.79	33.67
48.48	39.27	25.67	58.29	41.34	47.73	56.72	42.15	77.12	56.48	41.34	114.47	100.42	90.32	31.87	44.51	53.12	64.9	57.81	62.2	41.9	34.96	47.05	66.83	30.02	79.29	72.06	55.56	80.19	75.79	53.46	76.8	104.57	78.39	50.16	67.75	48.45	40.39	56.86	53	53	51.48
46.88	47.52	30.58	55.39	34.33	32.55	54.7	52.31	78.47	51.61	43.06	123.92	93.35	107.84	41.5	58.81	68.18	34.11	49.2	71.75	48.42	46.55	42.78	64.22	29.09	83.8	77.68	60.45	79.14	85.86	65.8	79.94	136.33	99.36	42.09	69.87	55.09	77.25	54.88	41.7	50.58	58.37
13.84	26.07	-8.01	14.93	0.65	0.5	28.12	13.11	31.74	6.54	16.33	51.88	50.23	36.79	5.33	12.78	14.32	14.35	11.8	23.48	-0.83	6.5	14.01	24.26	7.41	43.98	32.25	11.81	30.35	23.84	20.71	28.02	64.98	21.16	14.79	24.09	7.7	25.86	19.27	7.4	13.31	18.61
-4.16	7.26	-28.37	10.29	-9.47	-22.01	23.48	18.42	57.42	15.62	-0.54	85.8	76.61	80.35	-7.81	-3.01	5.73	21.57	10.96	12.36	-11.87	1.21	-11.71	23.28	-25.37	79.46	28.98	15.77	44.62	39.04	41.17	58.96	107.3	40.42	8.13	26.46	13.62	10.35	23.5	-5.05	23.39	42.89
17.45	4.74	-8.07	22.89	-2.32	-0.88	14.36	22.92	29.27	-2.84	13.14	63.41	54.89	45.29	-5.57	3.43	16.29	15.21	27.41	20.65	13.32	17.56	9.3	26.46	-1.15	48	24.89	9.48	28.06	30.19	28.23	20.97	70.09	50.23	23.47	25.25	18.29	29.91	10.51	21.04	25.9	18.29
33.55	35.56	5.04	24.35	19.5	20.59	39.23	38.5	57.93	17.65	15.85	102.09	86.43	79.28	1.06	23.51	21.87	22.59	21.57	40.97	16.75	32.87	14.22	43.89	11.92	58.3	47.12	30.57	61.64	54.18	62.87	49.7	95.88	58.61	42.07	29.99	21.37	34.7	37.59	19.55	31.52	51.29
60.79	40.53	38.29	45.36	40.43	57.19	62.29	59.12	82.32	42.21	41.57	127.06	96.95	93.84	21.63	49.11	48.64	59.64	50.47	65.46	50.14	50.14	52.23	63.44	32.32	93.63	75.93	65.86	87.6	73.07	74.91	76.83	119.81	84.29	69.98	51.4	53.38	59.14	70.97	54.21	49.96	61.89
54.04	67.31	59.14	57.91	58.14	57.58	72.5	57.81	86.84	54.46	60.03	107.02	91.96	79.83	57.51	59.29	63.73	51.39	69.31	65.74	70.95	30.16	53.24	71.12	36.84	96.21	75.85	60.36	95.09	82.98	73.92	92.83	112.15	90.39	63.16	80.76	66.76	78.03	71.76	56.91	61.08	75.48
30.53	48.43	36.77	35.54	24.59	32.59	64.43	40.47	76.71	34.54	30.45	102.3	79.16	78.84	33.14	42.18	24.15	40.66	44.6	56.11	40.64	30.04	42.98	46.24	35.73	81.8	57.23	35.61	62.99	73.29	53.55	60.32	106.68	64.85	49.88	62.59	33.49	55.69	37.39	37.14	48.85	60.25
14.86	25.5	0.38	35.72	14.61	1.3	45.62	21.37	53.06	14.75	16.57	92.08	77.82	69.33	9.54	13.97	26.91	29.08	29.22	34.9	27.1	15.66	24.28	41.54	20.55	68.46	60.74	29.91	51.64	61.63	32.26	48.07	86.14	60.76	35.5	38.65	30.01	31.2	34.85	25.61	33.29	41.62
10.09	26.41	3.56	22.13	7.2	9.03	24.9	28.97	43.87	17.4	11.08	76.71	65.29	53.79	8.5	19.43	15.69	14.2	37.07	29.41	10.54	17.7	19.55	27.37	11.83	42.13	37.52	28.41	43.2	46.27	40.66	31.83	66.1	38.59	27.14	40.67	28.01	31.91	24.09	18.28	29.08	24.97
3.56	5.83	-21.56	7.06	13.61	-6.59	32.55	14.99	36.23	13.96	16.8	98.41	75.24	54.56	-27.38	9.12	0.87	29.88	22.34	25.3	4.1	15.57	10.82	24.29	-15.84	72.17	51.07	9.78	50.95	52.67	47.07	56.43	101.16	41.88	21.66	22.09	17.41	37.02	21.67	8.97	1.45	39.99
5.52	-14.21	-68.38	-8.3	-46.1	-37.1	45.17	5.41	137.57	-7.88	-22.63	240.58	173.71	98.96	-22.01	-5.87	57.84	49.38	14.09	80.66	-18.03	1.74	-81.2	35.95	-63.78	128.42	97.37	85.87	162.47	124.25	139.23	102.01	262.59	86.33	56.95	54.05	20.77	85.17	23.01	-8.22	-15.02	-16.87
42.86	46.02	46.57	37.31	7.71	24.91	47.04	39.34	68.73	38.59	30.47	97.93	90.25	68.15	20.17	47.44	47.62	45.85	31.04	53.43	38.35	32.37	34.15	43.89	24.38	80.23	56.43	46.52	70.78	72.79	74.99	57.01	112.33	69.41	47.22	56.24	43.3	51.98	50.38	39.33	46.47	45.14
32.91	27.85	1	25.09	6.39	-1.75	31.2	17.37	52.97	22.04	6.23	70.18	65.07	55.58	7.02	5.78	13.55	24.68	19.12	29.05	17.85	29.25	9.74	14.59	1.7	47.77	27	32.44	60.61	31.99	40.57	35	80.09	47.75	35.64	38.38	27.64	21.98	36.91	19.26	11.5	39.2
57.46	51.15	30.43	61.77	50.62	44.27	65.73	43.1	78.07	52.33	53.26	87.33	85.35	81.23	53.15	59.01	56.16	50.8	60.88	77.94	52.74	44.82	53.4	61.15	39.89	88.19	66.48	65.26	74.9	73.19	73.22	69.63	83.39	71.77	65.05	66.01	51.34	69.38	62.42	42.63	59.84	65.8
43.86	35.86	23.28	40.42	24.06	32.67	43.99	39.01	53.92	40.93	36.01	76.92	81.06	65.38	29.65	44.25	39.88	41.88	41.21	55.66	33.65	44.72	30.22	42.79	28.49	66.66	62.47	46.72	64.48	53.86	52.13	59.89	84.01	59.96	47.18	53.02	43.17	46.81	46.53	35.83	44.16	55.57
35.8	26.7	-4.81	52.04	11.31	15.25	36.9	48.26	69.87	3.23	3.68	93.34	90.74	82.05	5.59	37.83	32.98	44.07	20.3	49.07	17.34	9.92	11.56	68.91	-5.35	69.7	44	23.95	95.79	59.36	53.7	82.46	130.34	72.85	54.93	44.19	53.54	36.42	51.34	30.03	42.53	34.9
46.06	54.93	28	46.51	45.37	36.2	55.2	46.9	75.96	39.2	50.67	83.93	96.34	67.03	46.11	53.03	48.11	57.02	46.78	55.74	46.54	42.35	42.93	62.59	43.94	76.1	73.86	55.67	73.66	62.96	54.36	60.62	100.52	71.04	63.58	65.59	49.47	49.38	62.73	42.7	45.78	64.38
8.8	25.92	6.03	15.88	5.71	0.32	52.19	23.39	43.81	17.99	32.63	81.15	79.62	61.84	12.36	19.52	31.17	23.58	27.88	38.47	11.6	15.75	4.25	25.95	-14.66	44.51	38.32	13.96	54.16	46.71	31.63	21.29	84.91	52.13	29.44	39.46	28.85	43.84	27.46	23.21	36.17	29.52
45.54	39.64	30.62	68.85	36.93	45.8	54.75	46.04	64.54	35.6	43.1	79.99	83.77	63.16	23.02	41.8	51.14	43.31	47.88	50.48	48.67	43.16	39.19	49.77	27.14	74.8	62.69	46.73	65.1	63.54	49.66	58.03	90.05	74.78	51.35	56.11	41.56	54.85	46.23	29.23	63.62	50.1
36.1	31.43	7.15	32.57	21.51	13.44	38.39	19	41.65	15	7.16	65.79	75.27	59.71	12.6	23.19	25.17	20.84	26.41	42.99	30.94	21.58	26.22	43.24	3.89	62.23	52.07	33.84	46.53	67.25	32.24	50.03	81.14	45.89	43.09	33.92	32.58	40.17	43.7	29.72	31.08	32.29
34.7	13.92	2.46	26.22	7.45	7.04	32.67	25.56	69.55	11.56	23.09	90.47	71.53	52.45	6.6	24.83	34.31	30.41	19.04	48.22	17.67	12.34	13.85	33.89	-3.65	46.21	43.93	26.98	34.89	63.27	43.2	42.64	94.36	39.31	35.78	49.07	30.35	49.99	38.71	10.77	26.41	33.8
28.99	16.36	2.97	24.95	19.2	11.03	25.29	30.82	44.78	24.77	9.49	59.78	58.94	52.03	15.74	22.01	31.87	27.92	30.96	35.19	12.34	24.98	16.83	40.46	10.34	67.41	45.57	29.79	46.42	51.09	38.75	44.84	67.31	39.73	27.42	29.99	21.5	45.6	37.54	18.98	38.26	39.46
2.54	-42.06	-63.29	-7.8	-57.3	-33.84	0.6	-25.65	55.9	-15.28	-10.98	97.89	48.93	41.83	-21.78	-24.87	-19.15	-18.77	-4.88	-4.1	-6.31	-45.24	-46.16	-8.47	-61.17	39.18	1.88	-20.18	50.59	17.94	-43.09	11.69	88.4	22.66	-4.49	-6.68	-21.42	4.51	4.9	-43	20.09	24.92
36.4	47.52	2.36	57.21	34.95	28.16	42.95	24.67	67.77	23.81	24.6	109.31	91.25	73.43	23.64	31.71	50.13	28.92	38.86	54.91	16.06	31.77	42.07	56.75	9.34	88.12	54.54	42.35	67.45	72.07	77.49	69.2	112.49	70.47	44.87	61.99	45.92	59.95	45.84	37.11	44.59	37.5
21.15	22.56	11.42	36.12	12.31	15.9	33.95	26.54	51.88	10.89	22.62	64.43	66.31	72.43	24.2	16.87	21.62	21.67	32.14	28.43	21.13	41.76	10.59	30.98	3.63	56.98	45.22	35.15	39.69	47.76	42.56	58.78	85.87	46.3	18.22	44.85	33.33	23.23	39.56	22.5	37.54	43.84
61.65	32.53	5.17	56.46	25.83	44.66	69.47	70.59	72.03	55.42	43.55	113.73	110.03	100.8	34.32	28.29	39.24	53.4	55.8	49.42	30.06	37.1	63.26	76.04	13.54	123.31	65.22	61.91	82.79	83.07	86.53	101.27	114.86	87.1	62.69	56.45	19.09	56.78	68.29	37.07	65.24	78.83
74.59	57.75	14.73	65.37	62	47.24	85.7	47.18	113.49	65.01	42.38	163.99	141.54	135.46	25.25	56.23	63.18	70.17	64.61	69.24	67.65	64.61	70.35	67.75	24.53	117.41	106.84	69.64	121.31	114.16	103.18	118.03	151.45	116.27	96.49	77.79	71.47	89.22	86.56	57.94	83.64	87.51
2.67	0.96	-19.29	6.05	-23.69	2.29	19.76	4.93	47.27	3.88	-11.43	54.12	54.46	39.13	4.1	1.25	3.57	9.19	20.85	19.65	3.41	6.67	-0.85	17.66	-21.89	49.03	20.81	5.17	52.12	30.11	29.58	42.95	55.96	35.02	18.43	18.68	29.05	12.43	21.89	12.97	16.42	32.51
28.11	39.62	17.77	45.52	27.34	23.68	37.28	33.77	67.28	34.94	29	89.41	73.72	48.23	26.65	26.81	42.34	27.97	44.58	47.87	30.31	33.36	34.99	50.87	20.88	75.2	57.02	47.65	64.69	67.76	55.6	58.89	71.07	32.52	45.46	45.65	43.86	54.56	42.7	33.06	33.62	42.21
-16.81	0	-76.64	-1.52	-91.35	-73.68	-49.29	-52.51	-3.19	0.09	-38.59	60.11	33.3	24.39	-28.99	-36.49	-48.09	-32.91	-24.73	-8.72	-61.05	-65.85	-41.95	5.2	-43.6	36.62	-29.25	-53.79	30.15	2.1	-17.69	40.13	106.92	45.14	-19.46	-24.5	3.64	-27.45	-19.44	-43.62	-15.18	-0.45
21.93	11.23	-5.53	3.21	-21.85	9.68	15.34	39.49	62.19	3.38	5.45	80.49	86.81	60.02	0.61	0.64	14.7	10.45	11.95	35.61	21.64	21.13	2.44	27.86	-13.84	53.56	65.49	32.92	77.83	40.61	45.01	37.03	108.98	39.49	49.3	49.89	16.24	26.76	23.29	4.77	15.23	29.01
49.72	42.84	28.84	56.69	46.13	47.47	59.02	50.54	74.97	42.18	34.19	98.67	85.72	85.58	41.63	46.71	62.46	50.98	60.52	62.59	51.11	53.35	32.95	58.46	33.54	67.97	80.3	50.29	65.88	62.25	72.68	61.55	87.1	54.89	53.97	55.98	53.19	60.95	58.05	43.36	51.23	47.58
42.69	52.79	23.13	40.21	29.4	24.01	48.98	41.97	58.91	31.7	34.16	79.76	77.64	58.15	25.69	42.64	54.02	46.52	46.39	46.48	31.77	38.27	34.87	56.76	20.62	67.05	55.65	49.54	54.18	50.6	47.73	65.69	75.66	73.76	37.96	56.33	31.98	53.59	50.15	33.84	48.93	47.65
26.43	32.19	16.16	28.85	18.47	8.42	26.28	30.61	30.6	28.02	13.29	98.38	82.24	76.87	15.4	4.31	27.9	32.56	43.08	34.22	27.94	15.87	10.65	32.99	9.34	57.27	52.43	23.19	52.12	48.31	43.76	53.1	84.9	59.16	59.63	38.8	22.54	44.43	39.9	25.43	26.38	53.59
58.29	53.01	37.66	67.27	47.05	49.4	68.78	56.23	71.85	57.13	60.15	98.26	92.95	83.69	52.82	52.23	66.79	57.21	63.93	62.82	60.56	42.17	63.54	77.68	36.75	88.1	78.93	52.65	85.11	73.1	56.66	80.08	98.1	82.07	62.29	59.32	62.95	62.85	69.03	56.46	54.42	61.75
2.63	-24.84	-54.22	-34.93	-30.68	-48.72	25.88	-5.71	58.86	-6.21	-23.4	93.23	66.65	55.38	-23.06	-26.34	-42.19	-15.26	27.76	27.35	-25.9	13.52	-37.25	17.95	-67	25.13	33.66	-16.89	68.9	29.52	19.34	14.95	115.3	49.61	-3.58	-17.06	2.53	34.41	-14.16	10.17	-23.95	15.8
28.23	75.61	-18.97	28.47	19.24	-4.22	55.8	17.09	90	8.11	26.49	134.2	123.79	82.94	-7.49	26.92	50.26	56.11	43.84	74.68	12.53	20.55	18.54	44.75	3.72	87.78	95.32	48.5	120.67	76.8	87.59	113.08	152	96.52	48.95	61.67	8.64	36.99	92.89	40.36	74.34	84.65
43.93	38.28	32.44	47.49	45.93	35.39	51.97	50.39	65.31	39.13	46.14	73.31	73.38	60.01	36.15	53.56	49.45	40.43	47.62	49.14	39.7	41.04	32.68	54.55	47.82	75.31	62.42	40.85	60.6	56.81	66.71	59.18	73.16	53.89	47.14	54.17	47.09	52.26	56.93	43.8	51.62	55.12
36.39	43.15	27.86	35.04	37.34	29.33	37.62	33.95	43.12	43.18	32.4	56.6	58.7	56.78	27.26	32.92	42.91	41.03	35.77	32.32	28.51	37.28	32.22	43.77	28	42.53	32.02	43.96	53.33	35.8	50.65	47.6	66.65	50.69	41.66	46.12	32.02	35.78	41.06	34.55	36.26	43.93
51.95	63.63	42.14	62.49	52.37	51.46	65.11	58.25	71.02	49.79	45.79	83.52	89.33	71.44	34.97	56.03	49.23	60.71	70.06	64.43	56.19	49.62	44.6	69.01	46.33	65.81	68.94	46.6	67.16	58.42	62.34	71.92	87.98	64.82	46.87	57.73	64.44	56.68	66.1	55.32	61.16	67.37
29.5	47.14	3.13	33.26	13.29	11.87	31.64	32.72	58.57	29.17	35.9	100.87	85.88	62.31	18.08	28.07	44.96	37.74	47.29	55.68	29.09	25.83	14.29	31.65	18.92	57.46	47.45	52.89	57.87	63.26	44.91	64.02	104.06	53.99	53.69	71.57	55.88	53.05	42.59	29.64	56.66	52.06
43.88	36.51	28.61	39.75	33.49	20.63	50.13	37.51	61.08	40.06	31.34	66.61	71.46	56.49	39.5	41.9	35.9	42.4	44.32	55.97	44.66	48.06	34.65	48.44	20.84	60.43	50.42	43.2	62.82	56.48	57.99	55.35	76.32	60.41	40.28	44.96	41.91	60.99	46.07	42.15	52.81	51.45
58.98	35.69	63.2	73.7	50.11	43.2	60.24	56.27	77.37	44.01	69.53	140.68	142.08	98.62	59.09	48.92	61.82	53.4	81.29	89.48	63.57	42.2	58.16	68.03	27.62	93.69	89.98	82.55	90.56	87.68	80.21	109.53	129.67	95.84	88.18	102.58	69.59	77.66	75.81	45.81	76.16	96.07
35.16	44.65	32.04	55.43	40.2	37.35	47.1	47.54	74.06	35.92	32.78	81.45	66.09	78.26	28.03	37.17	42.9	48.78	31.86	52.02	38.79	39.4	36.57	53.56	36.47	53.28	68.46	46.11	59.01	59.88	47.98	61.58	85.67	68.23	41.03	46.05	41.44	59.36	50.65	36.46	54.84	46.2
25.98	19.04	-3.28	10.21	15.01	14.95	33.56	31.99	44.83	19.53	4.59	57.78	55.63	56.99	18.64	16.24	22.76	26.13	22.94	29.09	15.38	18.86	20.03	36.74	-3.97	53.62	38.62	33.54	51.67	29.63	38.13	31.9	75.55	50.12	24.35	24.55	14.6	37.3	36.6	9.92	26.69	15.21
9.41	-1.63	-14.08	8.8	-7.18	-5.63	14.16	-18.89	21.51	5.66	12.03	54.26	46.78	35.37	8.04	-10.24	26.93	-7.08	6.85	18.77	2.5	-8.19	-21.1	-5.4	-14	37.3	47.23	4.53	32.43	29.74	30.51	38.07	72.49	48.7	29.39	13.14	7.72	29.15	21.79	11.36	12.81	27.49
25.74	31.26	22.22	29.4	18.36	10.26	64.61	24.07	61.87	34.27	27.44	82.82	73.55	51.82	18.66	17.49	25.1	30.5	36.44	49.35	20.66	16.05	14.97	46.76	16.04	54.75	53.23	39	49.71	50.18	34.73	63.42	78.45	57.12	49.44	53.51	39.68	39.13	49.15	36.87	35.23	49.81
-4.46	5.09	-38.5	-4.97	-33.19	-16.12	14.44	-16.79	20.28	-20.29	2.2	53.28	40.52	37.97	-25.56	3.5	8.82	-15.48	4.41	3.72	-20.6	15.43	-4.75	1.31	-19.13	27.74	27.47	6.15	48.11	12.11	28.26	43.47	76.73	23.05	-0.38	41.22	2.46	3.58	21.25	-4.3	6.29	7.14
40.14	46.22	40.52	43.65	37.32	32.22	53.23	44.01	52.84	36.85	40.76	70.01	77.78	64.71	41.45	51.9	43.54	51.15	52.62	60.05	43.79	39.78	48.35	61.27	40.69	67.66	61.66	52.99	61.36	64.82	59.23	63.44	80.18	63.17	49.91	58.55	54.44	45.98	61.05	48.37	55.48	60.06
69.22	82.58	44.19	79.66	57.91	67.26	66.76	59.76	87.15	69.81	75.35	115.94	104.15	103.08	50.61	58.46	69.34	72.07	58.88	74.67	71.16	60.66	60.43	69.09	55.13	106.23	87.5	76.71	114.79	72.64	78.38	85.98	129.76	90.01	64.46	80.71	80.2	69.21	63.4	61.35	74.52	81.81
39.67	46.14	31.98	68.02	44.73	47.97	59.63	56.24	55.12	46.18	55.8	122.99	99.87	91.57	42.51	43.83	45.88	40.4	61.23	73.37	61.6	54.41	36.64	54.84	36.49	92.25	65.44	43.92	95.22	58.89	93.82	67.38	105.94	71.19	70.16	77.42	53.45	65.49	53.38	45.34	59	69.88
-10.68	4.5	-33.35	5.11	-13.66	-15.42	3.35	-0.53	29.32	-7.76	-21.72	57.7	71.87	38.44	-11.05	2.49	7.97	-8.31	37.41	21.7	-6.68	-15.93	-7.69	11.19	-2.67	30.55	34.99	22.28	16.83	19.23	34.7	57.63	76.81	58.96	11.9	50.61	19.82	25.57	18.55	-1.73	20.55	23.39
-6.35	7.47	-14.64	21.63	12.08	-17.89	16.55	6.96	55.83	26.08	-9.19	89.72	61.6	55.26	10.04	1.92	18.02	32.57	6.75	34.98	13.99	2.45	4.2	31.73	-17.48	38.22	50.16	19.24	39.15	36.24	28.83	48.46	72.66	42.94	7.06	29.99	20.74	33.69	24.27	17.36	9.43	21.43
28	30.36	13.98	21.35	16.19	17.3	38	34.87	52.46	29.66	22.05	72.51	48.42	62.5	28.95	34.24	38.08	38.41	36.2	31.03	17.57	22.56	12.69	27.89	24.45	63.92	50.1	35.34	42.53	50.47	46.25	42.55	65.56	48.95	24.37	50.96	22.53	38.85	34.79	42.19	41.02	37.94
36.43	33.24	21.69	26.11	24.09	26.84	44.33	31.82	42.39	22.08	30.68	56.24	62.3	47.03	27.29	16.02	29.81	33.93	38.11	40.28	33.22	34.22	21.72	35.05	33.51	55.28	45.78	32.24	41.42	45.93	44.15	53.11	63.49	52.28	44.14	32.29	36.19	31.83	30.27	24.02	31.71	39
66.14	73.24	60.16	66.75	53.21	71.53	77.06	70.45	94.2	81.8	66.73	109.92	91.25	87.57	53.21	65.69	81.99	66.93	72.69	75.68	72.17	72.56	71.48	92.69	44.33	89.5	83.56	74.95	98.05	93.08	82.08	87.04	113.68	87.38	61.71	80.53	74.24	83.2	89.94	56.4	67.16	79.63
-81.22	-102.1	-146.53	-72.44	-112.25	-91.16	-56.15	-73.4	-50.81	-53.02	-60.51	-10.13	16.17	-29.4	-107.45	-100.56	-96.06	-32.91	-101.13	-51.2	-110.73	-107.64	-86.83	-16.72	-91.22	-21.97	-57.34	-91.48	-19.53	-61.28	-50.24	-33.19	18.52	-43.94	-67.09	-28.95	-71.05	-52.12	-72.89	-94.33	-89.87	-82.33
6.23	13.07	-5.88	31.99	14.03	2.54	33	7.6	62.43	24.51	6.64	88.51	102.36	79.91	34.21	20.32	22.06	53.41	42.01	43.07	-0.91	13.59	6.7	46.09	21.24	91.19	56.73	45.75	90.09	71.94	73.43	74.49	104.03	98.26	32.45	40.78	34	53.68	23.66	47.37	57.32	85.74
44.53	48.84	18.03	42.7	39.73	25.38	44.76	44.69	81.21	37.75	40.32	88.58	99.47	91.66	26.45	50.5	54.43	42.19	42.16	38.4	46.46	48.8	15.15	48.88	25.35	69.91	71.82	49.82	92.6	68.99	37.58	66.84	99.45	60.12	45.95	90.16	45.84	48.82	63.54	36.08	56.01	40.38
