"Colchicum_autumnale_M2__P_1"	"Colchicum_autumnale_M2__P_2"	"Colchicum_autumnale_M2__P_3"	"Colchicum_autumnale_M2__P_4"	"Colchicum_autumnale_M2__P_5"	"Colchicum_autumnale_M2__P_6"	"Colchicum_autumnale_M2__P_7"	"Colchicum_autumnale_M2__P_8"	"Colchicum_autumnale_M2__P_9"	"Colchicum_autumnale_M2__P_10"	"Colchicum_autumnale_M2__P_11"	"Colchicum_autumnale_M2__P_12"	"Colchicum_autumnale_M2__P_13"	"Colchicum_autumnale_M2__P_14"	"Colchicum_autumnale_M2__P_15"	"Colchicum_autumnale_M2__P_16"	"Filipendula_ulmaria_M2__P_1"	"Filipendula_ulmaria_M2__P_2"	"Filipendula_ulmaria_M2__P_3"	"Trifolium_pratense_M2__P_1"	"Trifolium_pratense_M2__P_2"	"Trifolium_pratense_M2__P_3"	"Trifolium_pratense_M2__P_4"	"Trifolium_pratense_M2__P_5"	"Trifolium_pratense_M2__P_6"	"Malva_alcea_M2__P_1"	"Malva_alcea_M2__P_2"	"Malva_alcea_M2__P_3"	"Malva_alcea_M2__P_4"	"Malva_alcea_M2__P_5"	"Malva_alcea_M2__P_6"	"Malva_alcea_M2__P_7"
1.15	0.92	1.3	1.75	1.46	1.67	4.24	1.47	8.03	1.14	1.38	2.91	0.6	1.49	2.25	1.81	1.44	1.75	6.58	1.67	2.36	10.79	1.02	6.95	4.13	21.53	22.97	19.41	22.54	22.41	16.31	20.83
1.49	1.18	1.38	1.65	1.49	1.07	3.82	1.94	8.26	1.32	1	3.01	1	1.87	2.06	1.95	1.25	2.73	6.6	1.16	2.56	11.1	0.81	7.26	3.94	22.36	23.22	20.11	22.73	23.22	16.57	21.05
1.11	1.31	0.99	1.81	1.35	1.14	3.3	1.98	7.84	0.93	0.99	3.11	0.61	1.26	2.25	2.3	1.23	1.5	6.34	1.64	2.76	10.08	1.09	6.59	4.05	22.05	22.9	19.7	23.29	23.5	16.36	20.64
0.48	1.28	0.87	1.41	0.98	0.87	2.99	1.42	7.72	0.73	0.55	2.77	0.72	1.36	1.62	1.09	0.45	1.41	6.48	0.94	2.12	10.7	0.82	6.52	4.08	22.57	23.12	19.42	22.19	23.56	16.37	20.89
0.8	1.08	0.93	1.62	1.37	1.24	2.73	1.65	8.06	1.26	0.86	2.67	0.35	1.19	1.91	1.89	0.76	1.19	6.37	1.06	2.57	9.99	0.61	6.61	4.12	22.3	23.56	19.75	23.49	24	16.82	20.55
1.03	0.67	0.65	1.73	1.05	1.26	3.48	1.66	7.47	0.69	0.56	2.81	0.83	1.37	1.79	1.69	0.85	1.75	6	1	2.22	10.14	0.39	6.82	4.28	22.69	23.47	20.21	23.37	23.87	17.14	21.31
0.78	0.82	0.98	1.34	1.08	0.71	3.12	1.71	7.95	0.95	0.81	2.92	1.17	1.29	1.95	1.69	0.82	1.62	6.47	1.28	2.46	10.24	0.86	6.79	3.95	23.26	24.65	20.94	23.55	24.1	17.04	21.57
1.08	1.5	0.93	1.9	1.19	1.46	3.74	2.07	7.79	1.14	1.12	3.01	1.13	1.31	2.31	2.14	1.34	1.82	6.22	1.64	2.78	10.61	0.89	6.93	4.41	23.62	25.2	20.98	24.13	25.23	17.54	21.68
0.6	0.62	0.41	1.24	1.03	0.62	2.97	1.5	7.04	0.26	0.3	2.51	0.37	0.53	1.44	1.16	0.8	1.16	6.07	0.76	1.87	10.09	0.15	6.18	3.77	23.76	24.66	20.5	23.3	24.85	17.45	21.77
0.72	0.66	0.99	1.45	0.88	0.52	3.03	1.7	7.24	0.55	1.29	2.49	0.8	1.03	1.67	1.3	0.84	1.33	6.13	1.48	2.18	9.96	0.46	6.4	3.86	23.53	25.03	20.81	24.19	24.77	18.17	21.65
0.92	0.95	0.91	1.37	1	1.04	3.1	1.6	7.11	0.7	1.03	2.72	0.51	0.59	1.65	0.96	1.07	1.41	6.1	1.13	2.21	10.14	0.24	6.9	4.36	24.12	25.41	21.98	24.91	26.2	18.16	22.45
1.06	1.02	0.97	1.73	1.46	1.02	3.31	2.1	8.27	1.08	1.26	3.09	0.59	1.42	2.03	1.69	1.36	1.47	6.53	1.7	2.46	10.36	0.65	7.34	4.21	24.45	26.15	22.59	25.11	26.19	18.87	23.45
1.32	1.18	1.47	1.75	1.43	1.52	3.46	2.35	8.15	1.22	1.45	3.47	1.09	1.75	2.45	1.93	1.1	1.99	7.12	1.31	2.68	10.59	0.89	7.23	4.74	25.91	26.64	23.11	26.35	26.8	19.33	24.25
0.9	0.82	1.29	1.87	1.2	1.22	3.42	1.86	8.02	1.09	0.75	2.88	0.67	1.31	2.32	1.74	1.23	1.4	6.47	1.43	2.09	10.41	0.99	7.16	4.36	25.91	26.97	23.42	26.17	26.95	19.1	23.45
0.86	0.88	0.85	1.42	1.36	0.75	2.94	2.01	7.37	0.86	0.6	2.73	0.66	1.19	2.21	1.68	0.52	0.79	6.87	1.67	2.05	10.28	0.59	6.93	3.92	25.79	27.23	23.77	26.03	27.05	19.79	24.27
0.85	0.78	0.84	1.74	1.1	1.12	3.21	1.27	8.23	0.73	0.54	2.39	0.39	0.95	1.91	1.63	0.74	1.22	6.64	1.1	1.95	10.14	0.6	6.99	3.97	26.28	27.61	23.91	27.37	28.26	19.95	24.31
0.7	0.75	0.9	1.93	1.26	0.72	3.12	1.4	7.9	0.54	0.91	3.21	0.8	1.2	2.11	1.81	0.46	1.12	6.66	0.88	2.45	10.17	0.85	7.07	3.64	26.3	27.63	23.74	26.75	28.36	20.08	24.81
0.5	0.89	0.8	1.57	1.4	1.38	2.93	1.83	7.83	0.79	1.1	3.04	0.34	1.41	1.97	1.59	1.08	1.23	6.69	1.12	2.33	9.83	0.33	6.92	3.79	26.77	27.59	24.15	27.21	28.14	20.62	24.35
1.01	1.5	0.95	1.87	1.52	1.45	3.35	2.16	7.87	1.29	1.28	3.25	0.97	1.83	2.72	1.8	1.36	1.56	6.9	1.6	2.58	10.16	1.16	7.54	4.58	27	28.36	25.1	28.38	29.07	20.61	25.58
0.68	0.78	0.5	1.51	0.98	1.19	3.15	1.29	7.99	0.37	0.44	2.87	0.26	0.81	1.92	1.81	0.55	1.09	6.55	1.52	1.97	10.09	0.5	6.73	4.09	27.96	28.73	25.11	28.2	30.09	21.35	25.3
1.4	1.35	1.41	2.36	1.88	1.44	3.93	1.63	8.16	1.21	0.95	3.29	0.97	1.6	2.56	2.1	0.95	1.83	6.92	1.63	2.47	10.9	1.06	7.45	4.57	28.04	29.44	25.78	28.84	29.89	21.76	26.6
1.31	1.05	0.95	1.84	1.34	1.78	2.98	1.79	7.74	1.21	0.85	2.94	0.81	1.48	2.51	1.73	0.86	1	6.82	1.43	2.95	10.34	0.97	7.39	4.3	28.64	30.03	26.05	29.37	30.67	21.73	26.07
1.41	1.06	1.37	2.12	1.65	1.66	3.21	1.59	7.96	0.91	0.77	3.17	0.86	1.58	2.37	2.1	0.63	1.47	6.6	1.49	2.41	10.35	0.66	7.25	4.43	28.29	30.13	26.6	29.54	30.78	22.15	26.96
1.15	1.31	1.12	1.68	1.29	1.37	3.31	1.44	7.71	0.74	1.19	3.1	0.65	1.64	2.52	1.87	0.93	1.21	6.38	0.96	1.92	10.08	0.59	7.07	4.12	28.74	29.82	26.12	29.23	30.79	21.51	26.73
1.11	0.88	1.07	1.95	1.26	1.09	2.98	1.85	7.85	1.16	1.18	3.02	0.94	1.23	3.08	2.05	1.12	1.31	6.89	1.19	2.25	9.93	0.97	7.24	4.27	28.58	31.04	26.68	29.81	31.88	22.46	26.76
0.92	1.55	1.18	2.23	1.62	1.3	3.34	1.75	7.74	0.96	0.69	3.44	0.68	1.94	2.86	1.98	0.86	1.29	7.34	1.18	2.23	10.29	0.7	7.3	4.51	30.06	30.62	26.82	30.35	31.75	23.33	27.41
1.11	1.27	1.65	2.37	1.78	1.41	3.37	2.09	7.79	1.26	0.93	3.69	1.17	1.82	2.85	2.24	1.41	1.56	7.02	1.34	2.83	10.07	0.98	7.15	4.46	29.35	31.46	27.37	31.16	32.26	23.42	27.53
0.98	1.36	1.71	2.17	1.8	1.51	3.11	1.68	8.31	1.24	1.24	3.85	1.18	1.84	3.15	2.25	0.98	1.69	6.94	1.46	2.62	10.26	1.15	7.06	4.71	30	31.75	27.6	31.48	32.83	23.62	27.66
1.29	1.2	1.34	2.18	1.86	1.44	3.05	1.96	7.82	1.24	0.86	3.67	1.15	1.81	3.31	2.44	0.78	1.5	6.8	1.46	2.41	10.33	0.91	7.39	4.28	30.33	31.93	28.38	31.45	33.8	24	28.35
1.27	1.77	1.66	2.13	2.01	1.52	3.15	1.8	8.3	0.7	1.17	3.51	1.58	2.28	3.39	2.44	0.97	1.37	7.1	1.59	2.56	10.73	1.03	7.36	5.01	31.61	32.21	29.71	31.77	33.35	24.69	28.51
1.63	1.57	1.74	2.28	1.88	1.71	3.39	1.59	8.21	1.13	1.24	3.97	1.23	1.86	3.37	2.47	1.2	1.33	7.38	1.49	2.74	10.54	1.34	7.44	5.09	31.37	32.96	28.99	32.66	34.18	24.86	29.25
1.46	1.41	1.29	2.68	1.93	1.62	3.08	1.92	8.36	1.12	1.52	3.62	0.87	1.9	2.97	2.57	0.7	1.28	6.74	1.13	2.12	10.05	0.69	7.18	4.8	31.62	33	29.15	33.18	34.81	24.82	29.33
1.84	1.92	2.18	2.83	2.43	1.86	3.77	1.79	8.41	1.13	1.85	3.87	1.14	2.51	3.74	2.82	1.3	1.43	7.25	1.99	2.86	10.19	0.98	7.37	5.19	32.13	33.87	29.97	33.72	35.24	25.08	29.66
1.13	1.41	1.92	2.85	2.08	1.89	3.39	1.73	8.72	1.28	1.22	3.79	1.11	2.4	4.1	2.54	1.1	1.22	7.25	1.82	2.86	10.62	0.92	7.73	4.85	32.36	34.63	29.81	34.11	36.14	25.9	30.3
1.34	1.33	1.84	2.66	1.95	1.59	2.9	1.65	8.27	1.36	1.52	3.87	1.13	2	4.03	2.78	0.56	1.23	7.01	1.31	2.44	10.72	0.72	7.19	4.74	32.43	34.79	30.27	34.09	35.66	26.05	30.36
1.44	1.31	2.08	2.79	1.95	1.55	3.23	1.64	8.5	1.07	1.4	3.83	1.1	2.31	3.96	2.72	0.6	1.12	7.1	1.01	2.62	10.18	0.83	7.51	5.11	32.28	35.22	30.24	34.48	35.88	26.46	30.16
1.2	1.58	1.77	2.73	2	1.84	2.47	1.02	8.53	0.96	1.08	3.75	1.1	2.13	3.72	3.02	0.43	1.28	6.74	1.3	2.4	10.11	0.58	6.96	4.3	33.18	35.13	30.35	35.28	36.45	26.17	31.08
1.56	1.58	1.85	2.8	2.25	1.24	2.7	1.54	8.78	1.61	1.23	3.93	0.73	2.32	3.59	2.81	0.59	1.14	7.25	1.3	2.15	10.18	0.67	7.33	4.64	33.59	35.45	31.43	35.59	37.16	26.84	31.25
2.24	2.03	2.49	3.47	2.71	2.46	3.35	2.28	9.58	1.83	1.53	4.35	1.24	3.04	5.06	3.27	0.95	1.7	7.74	1.8	2.77	10.81	1	7.73	5.39	34.5	36.54	32.08	35.91	38.15	28.27	31.63
1.7	2.46	2.6	3.02	2.77	2.52	3.09	2.27	9.14	2.09	1.45	4.52	1.37	3.2	5.02	3.92	1.08	1.41	7.6	1.54	2.79	10.76	1.11	7.8	5.61	34.88	37.12	32.27	35.85	38.53	27.77	31.98
2.24	2.23	2.61	3.61	2.35	1.99	2.82	1.58	9.26	1.38	1.43	4.78	1.1	3.05	4.67	3.54	0.72	0.95	7.45	1.42	2.08	10.34	0.58	7.62	4.84	34.86	37.13	32.34	36.66	38.78	28.28	32.45
2.42	2.44	2.6	3.78	2.79	2.1	3.1	2.08	9.54	1.71	1.84	4.62	1.74	3.01	5.41	3.8	0.9	1.07	7.79	0.93	2.29	10.45	1.27	7.89	5.27	35.04	37.62	33.4	37.5	39.84	28.93	32.74
2.9	2.67	3.49	4.26	3.43	2.72	3.67	2.26	10.1	2.05	2.11	5.37	2	4.04	5.9	4.46	1.11	1.87	7.77	1.46	3.11	10.78	1.21	8	5.97	35.32	37.97	33.62	37.52	39.94	29.16	33.46
2.1	2.26	2.91	4.34	3.39	2.73	3.03	1.32	9.88	1.76	2.19	4.8	1.72	3.68	5.84	3.78	1.07	1.43	7.36	1.24	2.49	10.29	0.94	7.29	5.47	35.34	38.03	33.74	37.58	40.41	28.92	33.21
2.22	2.42	3.24	4.11	3.08	2.9	3.18	1.73	9.89	1.81	2.03	5.1	2.1	3.71	5.78	4.56	0.45	1.39	7.54	1.51	2.5	10.33	1.12	7.47	5.23	35.6	37.56	33.37	38.21	40.37	29.61	33.13
2.54	2.57	3.37	4.13	3.23	2.64	2.86	1.61	9.61	1.45	1.62	5.56	1.76	3.93	6.59	4.39	0.64	1.19	7.03	1.27	2.34	10.6	0.81	7.42	5.32	36.11	38.95	34.48	38.37	40.34	29.89	33.89
2.47	2.92	3.34	4.56	3.64	2.71	2.57	1.69	9.82	2	2.33	5.25	2.2	4.24	6.57	4.55	0.79	0.95	7.59	1.39	2.56	10.31	0.87	7.36	5.61	35.81	38.45	33.92	38.14	41.07	30.52	33.69
2.81	2.93	3.6	5.08	3.46	2.76	2.98	1.67	10.09	2.17	2	5.92	2.02	4.28	6.36	4.75	0.62	1.24	7.56	1.4	2.58	10.57	1.14	6.83	5.67	36.11	39.09	34.29	38.58	41.19	30.45	34.07
2.88	2.88	3.73	5	3.61	3.1	3.02	1.85	10.41	2.12	2.35	5.78	2.19	4.61	6.88	4.97	0.66	1.14	7.43	1.5	2.77	10.94	1.06	7.48	5.64	36.8	39.26	34.59	39.33	41.17	30.42	34.04
3.1	3.21	3.93	5.61	4.11	3.08	2.9	1.76	10.48	2.12	2.11	6.17	2.16	4.82	7.32	5.15	0.59	1.39	7.89	1.11	2.75	10.74	1.13	7.43	6.15	37.78	40.05	35.18	39.84	42.05	31.29	35.05
3.35	3.51	4.14	5.83	4.49	3.34	3.18	1.59	10.68	2.32	2.61	6.38	2.18	4.94	7.73	5.61	0.85	1.38	7.64	1.64	2.47	11.28	0.9	7.86	5.97	38.63	41.35	36.48	41.19	43.86	32.11	36.56
3.48	3.05	4.44	5.52	4.49	3.52	2.86	1.65	11.29	2.41	2.32	6.75	2.29	4.88	7.59	5.55	0.26	0.9	7.74	1.21	2.31	10.78	0.98	7.34	5.7	38.29	41.23	36.37	40.78	43.77	31.79	35.94
4.06	3.55	4.78	6.5	4.95	4.1	2.88	2.02	11.75	2.76	2.57	7.38	2.96	5.89	8.58	6.75	0.99	1.71	8.05	1.79	2.73	11.4	1.47	8.17	6.22	38.58	41.86	37.37	41.93	44.38	33.08	37.16
4.03	3.8	5.15	7.03	5.19	4.18	3.38	1.82	11.73	3.11	3.07	7.45	2.65	6.17	9.24	6.63	0.85	1.76	7.97	1.93	3.25	11.39	1.37	8.02	6.57	39.35	42.42	36.69	41.76	45.28	33.18	37.26
4.35	4.2	5.07	6.83	5.22	4.39	3.05	1.71	11.93	2.99	2.71	7.49	2.64	6.38	9.11	6.8	0.72	1.34	7.72	1.29	2.7	10.3	1.17	7.32	6.37	38.79	41.26	37.08	41.38	44.81	33.06	37.19
4.44	4.49	5.74	7.71	5.66	4.61	2.88	1.67	11.81	2.91	3.53	8.06	3.46	6.87	9.73	7.83	0.85	1.44	7.77	1.59	2.83	11.02	1.11	7.59	6.07	39.52	42.43	37.83	42.59	45.13	34.23	37.57
4.51	4.93	6.18	7.72	6.3	4.9	3.12	1.97	12.9	3.43	3.46	8.8	3.25	7.14	10.25	7.98	0.92	1.55	7.86	1.63	2.87	10.93	1	7.69	6.83	40.2	42.37	37.91	43.06	45.75	34.32	37.38
4.98	4.87	6.61	8.4	6.22	4.96	2.95	1.77	13.13	3.34	3.7	8.89	3.76	7.28	11.11	8.66	0.53	1.3	8.33	1.58	2.9	11.38	1.42	7.99	7.08	40.83	43.64	39.56	43.98	47.49	34.68	38.82
5.35	5.14	6.4	9.05	6.66	4.97	3	1.49	13.7	3.7	3.26	9.45	3.52	7.92	11.82	9.05	0.86	1.37	8.49	1.31	2.63	10.99	1.61	7.87	7.28	40.57	43.95	38.66	44.25	47.19	35.43	39.62
5.86	5.47	7.26	9.3	7.56	5.23	3.16	2.01	14.79	3.98	3.89	9.98	4.3	8.47	12.59	9.65	0.94	1.87	8.53	1.76	2.68	11.36	1.73	8.36	7.33	42.24	44.98	40.7	44.89	49.02	36.45	39.95
5.73	5.55	7.25	9.82	7.3	5.15	3.09	1.51	14.52	4.15	4.04	10.47	3.66	8.54	12.49	9.87	0.54	1.34	8.16	1.57	2.45	11.34	1.5	8.42	7.29	42.38	45.32	39.94	45.43	48.88	36.42	40.07
5.72	5.29	7.52	10.37	7.78	5.68	2.54	1.52	14.94	4.13	3.79	10.36	3.88	8.68	13.01	10.66	0.62	1.19	8.08	1.28	2.55	11.15	1.38	7.77	7.4	41.94	45.28	40.29	45.07	48.79	36.14	39.63
6.54	6.08	8.34	11.43	9.04	6.42	3.16	1.94	15.66	4.83	4.47	11.85	4.47	9.67	14.42	11.57	0.85	1.92	8.75	1.57	2.94	11.71	1.94	8.54	7.7	42.58	45.81	40.71	45.86	49.19	37.07	41.02
6.96	6.95	8.86	11.97	9.02	6.97	3.15	1.7	16.4	5.18	4.84	12.23	5	10.52	14.75	11.88	1.26	1.54	8.65	1.69	3.06	11.77	1.87	8.28	7.74	43	46.09	41.62	46.63	49.93	37.44	40.71
7.12	6.57	9.01	12.19	9.54	7.08	2.89	1.79	16.97	4.9	4.73	12.7	5.19	10.4	15.31	12.52	0.95	1.35	8.81	1.77	3.18	11.65	1.52	8.25	7.76	43.01	46.97	41.35	46.22	50.12	37.69	40.91
7.73	6.81	9.57	13.3	10.08	7.34	2.91	2.06	17.27	5.55	4.9	13.4	5.21	11.09	16.19	12.96	0.73	1.61	8.68	2.08	2.99	11.39	2.11	8.01	8.22	43.04	46.32	41.48	46.78	49.99	37.37	41.29
8.33	7.55	10.1	14.15	10.56	7.37	3.56	1.88	18.34	5.93	5.08	14	5.36	11.49	17.12	13.89	0.81	2.03	9.11	1.99	2.86	12.09	2.23	8.38	8.31	43.61	47.3	41.79	47.6	51.17	38.44	41.72
8.85	8.28	11.04	15.06	11.42	8.66	3.63	2.07	18.49	6.53	5.93	14.61	6.32	12.19	17.58	14.42	1.49	1.71	9.12	2.21	3.09	12.7	2.27	8.56	8.6	44.8	48.29	41.94	48.04	51.26	38.17	42.76
9.12	8.46	11.12	15.18	12.04	8.79	3.3	2.09	18.99	6.68	6.19	14.75	6.22	12.42	17.89	14.96	1.23	2.12	9.14	2.25	3.2	12.09	2.14	8.63	9.04	44.37	47.13	42.74	48.34	51.23	38.36	42.33
9.53	8.65	11.6	16.18	11.73	8.62	3.52	1.77	19.48	6.95	6.06	15.7	6.42	13.03	18.63	15.23	0.72	1.47	8.84	1.47	3.03	11.85	1.96	8.43	8.8	43.95	48.03	43.42	48.72	52.68	39.32	42.82
9.8	8.89	11.67	16.58	12.51	8.7	3.02	1.35	20.05	6.99	5.9	15.76	6.46	13.46	19.28	16.5	0.88	1.56	9.15	1.48	2.96	12.32	1.84	7.94	8.68	44.63	47.7	42.9	48.04	52.15	39.23	42.59
10.3	9.28	12.22	17.7	13.51	9.53	3.27	1.8	21.64	7.54	6.53	17.1	7.24	14.31	20.66	17.36	0.8	1.36	9.07	1.73	3.1	12.32	2.27	8.33	9.48	45.17	48.43	44	49.03	52.95	40.37	44.31
11.23	9.75	13.22	18.78	14.29	9.91	3.53	2	21.84	7.73	7.02	18.03	7.36	15.46	21.38	18.23	0.98	1.66	9.54	1.72	3.53	12.56	2.55	8.7	9.46	45.83	49.49	44.47	50.38	53.22	40.28	44.18
11.21	10.14	13.29	19.46	14.25	10.67	2.91	1.5	22.86	8.3	7.02	18.79	7.71	15.52	21.89	18.66	0.73	1.42	9.62	1.78	2.6	12.2	2.62	8.31	9.66	46.32	50.16	44.73	49.46	54.02	41.27	45
11.9	10.48	14.31	19.8	15.31	10.8	3.1	1.68	23.2	8.32	7.44	19.28	8.02	16.11	22.8	19.78	0.91	1.49	9.35	1.38	2.8	12.48	2.28	8.27	9.42	45.8	50.42	44.66	49.99	54.41	41.53	44.68
12.63	10.79	14.69	21.01	16.12	10.97	2.85	1.72	24.36	9.06	7.3	19.9	8.31	16.43	23.71	21.16	0.69	1.53	9.48	1.76	2.93	12.9	2.81	8.73	9.88	45.73	50.4	44.99	50.28	54.62	41.23	44.43
12.65	10.95	15.14	22.16	16.29	11.13	2.47	1.28	24.89	9.37	7.88	20.89	8.25	17.46	23.98	21.22	0.41	1.22	9.02	1.88	3.08	12.53	2.17	8.64	10.08	46.02	49.76	45.47	50.58	54.83	41.39	44.58
13.12	11.97	15.64	22.76	17.28	12.23	2.67	1.53	25.61	9.47	8.29	21.81	9.25	17.86	25.07	22.57	0.68	1.04	9.32	1.8	3.08	12.14	2.6	8.45	10.61	46.88	50.05	45.46	50.51	54.51	41.72	45.69
14.13	12.19	16.37	23.71	18.13	12.12	2.89	1.61	26.49	10.36	8.06	22.25	10.01	18.65	26.39	23.25	0.69	1.48	9.57	2.04	3	12.8	2.98	8.6	10.33	46.58	51.15	45.59	50.45	55.12	42.22	44.91
14.7	13.04	17.13	24.78	19.24	12.9	3.4	1.49	27.63	10.7	8.8	23.43	9.78	19.64	27.39	23.91	0.82	1.66	9.85	2.3	3.45	13.65	3.08	8.66	10.72	47.1	51.09	45.57	51.4	55.89	43.16	45.37
14.92	12.73	17.44	25.34	19.32	12.94	2.65	1.12	28.44	11.31	8.91	24.01	9.92	19.41	27.41	24.66	0.63	1.24	9.11	1.86	3.42	13	2.74	8.47	11.15	46.1	50.21	45.71	50.55	54.96	41.71	45.26
15.63	13.73	18.27	26.68	20.39	13.54	3.2	1.34	28.64	11.75	9.64	24.93	10.34	20.27	28.2	25.35	0.72	1.53	9.18	2	3.04	13.16	2.9	8.4	11.13	46.55	50.36	45.31	50.73	55.68	42.37	44.99
15.99	14.34	18.79	27.46	21.16	13.99	3.07	1.53	30.16	12.51	10.05	26.29	10.85	21.55	29.98	26.35	0.67	1.41	9.52	2.32	3.27	13.73	3.25	8.49	11.64	46.91	50.99	45.47	51.04	55.96	42.84	45.93
17.02	14.6	19.52	28.64	21.57	14.66	2.87	1.4	31.09	12.59	9.98	26.39	11.5	22.13	29.98	27.11	0.55	1.29	9.2	2.14	3.3	13.42	2.98	8.43	11.61	46.94	51.23	45.57	51.34	56.05	43.26	46.33
17.89	15.18	20.36	29.39	23	15.27	3.16	1.6	32.28	12.89	10.41	27.78	12.14	22.44	30.68	28.51	0.78	1.66	9.69	1.91	3.24	13.73	3.52	8.5	12.17	47.03	51.1	46.11	51.98	56.27	43.06	46.44
17.81	15.63	21.12	30.8	23.47	15.59	2.85	1.66	32.91	13.57	10.66	28.79	12.31	23.53	31.73	29.21	0.83	1.65	9.35	1.92	3.33	13.75	3.57	8.69	11.69	47.74	51.85	46.8	52.22	56.76	43.84	47.13
19.09	16.39	22.16	32.59	24.98	16.6	3.38	2.16	34.77	14.6	11.12	30.54	12.78	24.73	33.8	31.1	1.11	1.86	10.15	2.57	3.54	14.09	4.25	9.03	12.33	48.51	53.08	46.92	52.77	58.28	44.57	47.72
19.68	17.45	22.6	33.1	25.79	16.96	2.88	1.4	35.52	14.52	11.26	31.31	13.46	25.33	35.17	32.39	0.58	1.59	9.89	2.28	3.4	14.26	3.67	8.79	12.57	48.56	52.84	47.4	53.07	57.55	43.91	48.3
20.69	17.71	23.6	34.88	26.79	17.91	3.31	1.91	36.71	15.46	12.32	32.4	13.89	26.2	36.34	32.71	0.85	1.81	9.99	2.23	3.95	14.6	4.13	9.08	13.51	48.79	53.7	47.95	53.87	58.2	44.38	48.39
21.16	18.27	24.12	35.96	27.77	18.06	3.18	1.68	37.81	15.65	12.49	34.03	14.13	27.48	38.03	34.36	0.86	1.84	10.2	2.4	3.12	14.72	4.27	9.24	13.82	49.35	53.43	48.58	53.73	58.55	45.32	48.17
21.81	18.75	24.44	37.36	28.66	19.12	2.83	1.5	39.39	16.32	12.25	34.81	14.75	28.14	38.65	35.84	0.8	1.56	10.25	2.1	3.48	14.81	4.17	8.96	13.46	49.48	53.99	48.52	54.55	59.04	45.84	48.84
22.37	19.02	25.12	38.93	29.82	19.59	2.79	1.66	40.48	17.34	12.55	36.53	15.54	28.88	40.05	37.13	1.04	1.42	10.38	2.33	3.65	14.67	4.63	9.38	14.15	49.72	55.21	49.24	54.26	59.69	46.09	49.85
23.42	19.5	26.29	39.85	31.04	20.56	3.07	1.67	41.19	17.64	13.4	37.06	16.4	29.88	41.55	38.32	1.27	2.28	10.8	2.71	3.84	15.34	5.23	9.59	14.22	49.57	55.23	49.25	55.37	60.13	46.43	49.57
24.35	20.36	27.08	40.96	31.71	20.47	2.84	1.57	43.39	18.41	13.67	38.9	16.29	30.83	42.33	39.95	0.78	1.79	10.78	2.66	3.77	15.68	5.13	9.61	14.8	49.87	55.28	49.94	55.31	60.47	45.87	49.83
24.46	21.25	27.8	42.55	32.81	21.7	2.99	1.2	43.44	18.79	13.68	39.49	16.86	31.55	43.34	40.48	0.95	1.97	11.02	2.37	3.64	15.69	5.12	9.54	15.03	50.47	54.85	49.31	54.31	59.56	47.18	49.66
25.78	21.86	28.6	43.93	34.18	22.48	2.87	1.65	45.43	19.44	14.53	40.91	17.96	32.08	44.67	42.75	1.11	1.87	11.17	2.83	3.84	15.99	5.35	9.43	15.35	49.81	55.3	49.44	55.07	60.6	46.3	50.07
26.33	22.08	29.17	44.46	34.54	22.84	3.28	1.88	45.66	19.91	14.86	41.02	17.65	32.92	44.87	42.63	0.88	1.86	11.15	2.69	3.87	15.98	5.69	9.43	15.44	49.79	54.12	48.7	54.33	60.22	46.37	49.33
27.16	22.9	30.03	45.3	35.38	23.48	3.36	1.35	46.95	20.3	15.09	42.78	17.99	34.42	45.81	44.03	1.17	2.31	11.38	3.14	3.83	16.66	5.73	9.79	15.61	50.16	54.63	48.89	54.7	59.73	46.59	49.46
27.61	23.48	31.47	46.83	36.88	24.12	3.23	1.92	48.1	21.07	15.38	43.96	19.09	35.07	47.74	45.65	1.07	2.14	11.07	3.02	4.52	16.82	6.34	9.45	16.26	50.11	55.27	48.85	55.13	60.87	47	50.24
28.05	23.3	31.53	47.87	37.62	24.59	3.33	1.97	49.4	21.7	15.56	44.38	19.37	35.32	47.9	46.14	0.9	2.06	11.52	3	4.26	16.92	5.99	9.51	16.31	49.93	54.89	49.27	54.74	59.94	46.68	49.74
28.88	24.53	32.13	49.02	38.44	25.56	3.04	1.87	50.26	22.24	15.64	45.54	19.93	36.89	49.41	46.51	1	2.14	11.48	3	4.2	16.91	6.1	9.2	16.6	50.17	55.15	49.11	54.96	59.85	46.71	49.62
30.02	24.81	33.23	50.52	39.82	26.05	3.17	1.82	52.18	22.89	16.47	47.02	20.81	37.68	50.6	48.59	0.87	2.25	11.88	3.28	3.99	17.22	6.53	9.78	16.94	51.06	55.43	49.67	55.87	61.05	47.07	50.55
30.6	25.66	33.98	52.8	40.65	27.18	3.26	1.73	53.7	23.87	16.65	49.25	21	39.03	52.91	50.42	1.02	2.08	11.73	3.06	3.96	17.33	6.53	9.76	17.65	51.43	57.04	50.8	56.42	62.51	48.4	51.49
31.48	26.33	35.15	53.53	42.27	27.47	3.15	1.56	55.11	24.38	16.96	50.51	21.98	39.65	53.94	52.3	1.66	2.85	12.22	3.72	4.67	17.99	7	10.37	17.73	51.41	56.81	51.01	56.95	61.52	48.28	51.38
32.11	26.59	35.6	54.86	42.55	27.56	3.22	1.74	55.25	24.7	17.36	51.05	22.15	40.27	53.94	52.39	1.33	2.61	12.53	3.73	4.75	18.01	7.56	10.27	17.67	50.58	56.05	50.84	55.79	61.37	47.74	50.62
