"Sinapis_arvensis_D2__P_1"	"Sinapis_arvensis_D2__P_2"	"Sinapis_arvensis_D2__P_3"	"Sinapis_arvensis_D2__P_4"	"Sinapis_arvensis_D2__P_5"	"Sinapis_arvensis_D2__P_6"	"Sinapis_arvensis_D2__P_7"	"Sinapis_arvensis_D2__P_8"	"Buddleja_davidii_D2__P_1"	"Buddleja_davidii_D2__P_2"	"Buddleja_davidii_D2__P_3"	"Buddleja_davidii_D2__P_4"	"Buddleja_davidii_D2__P_5"	"Buddleja_davidii_D2__P_6"	"Buddleja_davidii_D2__P_7"	"Buddleja_davidii_D2__P_8"	"Buddleja_davidii_D2__P_9"	"Buddleja_davidii_D2__P_10"	"Buddleja_davidii_D2__P_11"	"Buddleja_davidii_D2__P_12"	"Buddleja_davidii_D2__P_13"	"Buddleja_davidii_D2__P_14"
8.35	20.16	6.65	17.02	5	15.03	8.6	4.27	23.35	22.67	22.95	9.6	12.11	13.21	8.79	10.29	0.96	7.84	33.23	30.82	29.2	17.28
8.13	20.11	6.79	17.03	4.97	15.25	8.53	4.17	23.37	22.2	22.65	9.49	11.76	13.14	8.54	10.18	0.78	7.67	33.22	30.6	29.56	17.11
8.57	20.54	7.05	17.64	5.29	15.4	8.74	4.53	23.59	22.63	23.29	9.88	12.4	13.42	8.85	10.62	1.21	7.85	33.48	30.95	29.81	17.7
8.55	20.28	6.67	17.25	4.92	15.29	8.73	4.31	23.55	22.12	22.97	9.57	11.69	13.39	8.64	10.14	1.02	7.89	33.12	30.93	29.72	17.36
8.54	20.3	6.71	17.19	5.02	15.61	8.57	4.43	23.65	22.69	22.94	9.51	11.91	13.12	8.56	10.25	0.82	7.79	33.71	30.79	29.55	17.48
8.63	20.15	6.86	17.2	5.33	15.04	8.52	4.37	23.48	22.02	22.64	9.39	11.99	13.24	8.43	10.21	0.95	7.59	33.08	30.46	29.41	17.44
8.64	20.49	7.32	17.65	5.66	15.64	8.93	4.83	23.8	22.23	23.08	9.86	11.94	13.68	8.75	10.29	1.15	7.96	33.39	31.21	29.83	17.75
8.6	21.03	7.29	17.52	5.67	15.75	8.8	4.7	23.93	22.52	23.17	9.53	12.31	13.64	8.85	10.4	1.02	7.69	33.92	31.2	29.96	17.83
8.72	20.77	7.31	17.79	5.58	15.9	8.74	4.81	23.77	22.4	23.01	9.74	12.26	13.52	8.61	10.26	1.02	7.91	33.52	30.65	29.81	17.42
8.63	20.94	7.01	17.33	5.49	15.74	8.24	4.58	23.13	22.26	22.96	9.48	12.03	13.43	8.34	10.51	0.65	7.65	33.42	30.58	29.99	17.48
8.8	21	7.65	17.91	5.75	16.04	8.75	4.98	23.69	22.44	23.01	9.83	12.19	13.78	8.74	10.26	1.04	7.93	33.34	31.01	29.8	17.74
8.84	21	7.67	17.72	5.91	15.89	8.64	5.05	23.34	22.33	23.25	9.76	12.07	13.73	8.64	10.43	1.12	7.88	33.1	31.22	30.14	17.5
8.95	21.32	7.83	17.75	5.66	15.94	8.62	5.06	23.39	21.8	23.15	9.81	12.04	13.69	8.78	10.36	1.2	7.86	32.77	31.05	30.15	17.66
8.62	20.8	7.7	17.8	5.88	15.6	8.61	4.97	23.26	22.01	22.73	9.42	11.83	13.68	8.64	10.15	0.9	7.72	32.44	31.04	29.79	17.56
8.8	20.64	7.77	17.8	5.73	15.64	8.63	5.06	23.2	21.96	22.53	9.59	11.67	13.66	8.5	10.21	1.13	7.75	32.29	30.76	29.92	17.54
8.67	20.77	7.86	17.75	5.78	15.46	8.43	5.05	22.75	21.59	22.41	9.35	11.58	13.59	8.36	10.14	0.94	7.75	31.54	30.72	29.24	17.32
8.42	20.81	7.74	17.6	5.7	15.22	8.23	5.08	22.55	21.45	22.5	9.28	11.51	13.41	8.22	10.08	0.86	7.33	30.94	30.4	29.06	17.04
8.47	20.83	8.03	17.55	5.93	15.57	8.32	5.17	22.62	21.32	22.26	9.33	11.5	13.39	8.26	10.04	0.99	7.54	31.01	29.84	28.69	16.94
8.6	20.87	7.82	17.57	6	15.72	8.55	5.09	22.87	21.52	21.94	9.45	11.53	13.1	8.45	10.13	0.91	7.42	31.47	29.99	28.74	17.03
8.54	20.71	7.99	17.91	6.36	16.11	8.87	5.42	23.15	22.48	22.69	9.33	11.8	12.84	8.41	10.25	1.13	7.55	32.42	30.22	29.13	17.16
9.07	21.19	8.27	18.12	6.59	16.62	9.07	5.46	23.59	22.76	22.59	9.64	11.83	12.92	8.74	10.45	1.04	7.66	33.03	29.93	29.3	17.05
9.21	21.26	8.23	18.3	6.88	16.5	9.21	5.63	24.11	22.97	22.98	9.7	11.92	12.97	8.73	10.29	1.04	7.57	33.58	30.2	29.61	17.45
9.01	21.3	8.33	18.06	7.09	16.68	9.11	5.58	23.85	22.86	22.84	9.31	11.77	13.16	8.59	10.16	0.98	7.6	33.62	30.04	29.26	17.48
9.17	21.53	8.72	18.02	7.17	16.9	9.09	5.85	23.86	22.88	22.9	9.7	11.92	12.96	8.74	10.41	1.36	7.77	33.64	30.4	29.06	17.39
9.04	21.5	8.74	18.21	7.09	16.73	9.27	5.72	24	23.31	22.91	9.61	11.95	13.04	8.78	10.18	1.08	7.84	34.31	30.4	29.36	17.49
9.23	21.96	8.6	18.24	7.27	17	9.18	5.8	24.24	22.81	22.69	9.71	12.1	13.18	8.83	10.15	1.04	7.64	33.86	30.29	29.25	17.27
9.16	21.66	8.82	18.62	7.23	16.65	8.9	5.89	24.1	22.89	22.94	9.66	11.95	13.3	8.73	10.36	0.74	7.58	33.35	30.54	29.35	17.14
9.22	21.38	8.8	18.41	7.35	16.84	9.23	5.98	23.73	22.73	23.13	9.64	12.13	13.22	8.89	10.37	1.16	7.71	33.26	30.2	29.26	17.41
8.82	21.7	8.8	18.38	7.51	16.73	9.12	6.01	23.82	22.44	22.94	9.63	11.69	13.06	8.59	10.12	0.93	7.66	33.59	29.94	28.95	17.35
9.07	21.82	8.83	18.64	7.67	16.61	8.93	6.1	23.66	22.29	22.93	9.69	11.53	13.13	8.55	10.21	1.09	7.88	32.96	30.36	29.54	17.29
9.09	21.88	8.89	18.81	7.46	16.72	9.37	6.17	24.14	22.62	22.96	9.91	12.18	13.39	8.8	10.45	1.26	7.71	33.3	30.55	29.31	17.52
8.97	21.96	9.01	18.86	7.35	16.62	9.17	6.16	24.11	22.71	23.07	9.72	11.93	13.49	8.56	10.37	1.05	7.68	33.43	31.09	29.47	17.39
8.91	21.76	9.09	18.47	7.47	16.5	9.15	6.4	23.88	22.63	22.76	9.49	12.06	13.25	8.78	10.45	1.06	7.53	32.97	29.88	29.22	17.64
9.14	21.6	8.97	18.71	7.63	17.07	9.12	5.96	23.66	22.75	22.98	9.55	11.72	13.12	8.65	10.4	0.92	7.8	33.59	30.45	29.21	17.56
9.03	21.56	9.03	18.56	7.67	16.73	9.25	5.97	23.91	22.56	22.74	9.62	11.78	13.08	8.6	10.1	0.94	7.67	33.61	30.27	28.59	17.36
9.05	22.06	9.13	18.91	7.44	16.81	9.17	5.99	23.65	22.69	23.12	9.59	11.85	13.31	8.77	10.2	1.02	7.68	33.53	30.37	29.11	17.64
8.98	21.8	9.19	18.87	7.75	16.8	8.92	5.99	24.09	22.86	22.93	9.72	11.91	13.09	8.75	10.26	1.37	7.34	33.7	30.49	29	17.3
9.21	22.02	8.92	18.89	7.68	16.86	9.19	6.24	24.24	23.11	22.93	9.77	11.76	13.29	9.04	9.9	0.98	7.71	33.82	30.39	29.2	17.5
8.77	21.67	8.7	18.46	7.55	16.62	9.23	5.94	23.61	22.64	22.83	9.53	11.7	13.01	8.62	10	0.88	7.44	33.76	29.72	28.47	17.08
9.31	22	9.18	19.16	7.83	16.87	9.42	6.17	23.77	23.03	22.92	9.57	12.12	13.23	8.79	10.2	1.28	7.79	34.03	30.13	28.84	17.5
9.28	21.98	9.12	18.65	7.69	17.1	9.61	6.33	24.14	22.88	23.27	9.7	12.07	13.09	8.97	10.44	1.17	7.79	33.85	30.45	28.88	17.34
9.36	21.66	8.81	18.8	7.38	16.86	9.47	6.01	24.08	22.92	22.8	9.51	11.69	13.18	8.73	10.15	1.29	7.58	33.85	30.15	28.58	17.34
9.44	22.12	8.83	19.01	7.33	17.13	9.65	6.14	23.93	22.76	23.08	9.63	11.73	13.25	8.93	10.3	1.29	7.45	33.94	30.09	29.11	17.3
9.28	22.21	8.65	19.08	7.35	17.05	9.54	6.05	24.17	23.11	23.24	9.55	12.02	13.07	8.8	10.39	1.08	7.74	33.99	30.5	28.83	17.37
9.27	22.21	8.92	19.17	7.47	16.96	9.47	6.04	24.16	23.21	23.29	9.92	11.81	13.43	8.84	10.53	1.07	7.85	34.18	30.21	29.26	17.3
9.29	22.06	8.65	18.82	7.29	16.91	9.37	5.83	24.17	22.92	22.9	9.7	11.6	13.24	8.76	10.28	1.25	7.94	33.83	29.89	29.07	17.1
9.27	21.7	8.21	18.96	6.76	16.92	9.26	5.72	24.1	22.91	22.85	9.34	11.52	12.93	8.5	10.25	1.11	7.52	33.15	29.91	28.77	17.01
9.17	21.9	8.46	18.79	7.04	17.08	9.45	5.43	24.14	22.72	22.93	9.4	11.73	12.99	8.82	9.96	1.16	7.44	33.36	30.09	28.76	17.23
8.95	21.87	8.25	18.7	6.83	17.01	9.33	5.58	24.18	22.85	22.55	9.51	11.44	13.15	8.76	10.37	1.02	7.43	33.45	30.01	28.71	17.45
9.31	21.57	8.51	18.85	6.89	16.91	9.27	5.65	23.84	22.83	22.67	9.65	11.74	13.35	8.72	10.31	1.18	7.63	33.23	30.05	28.68	17.4
9.31	22.12	8.21	19.07	6.83	16.69	9.45	5.55	23.88	22.84	23.07	9.67	11.93	13.31	8.88	10.26	1.14	7.64	33.18	30.17	29.04	17.52
9.25	21.83	8	18.88	6.42	16.8	9.59	5.39	23.89	22.82	22.94	9.5	11.73	13.3	8.51	10.28	1.26	7.53	33.61	30.1	28.9	17.35
9.31	21.63	7.62	18.78	6.44	16.62	9.6	5.36	24.07	22.67	22.95	9.55	11.4	13.27	8.65	10.38	1.05	7.43	33.54	29.77	28.71	17.05
9.34	21.94	7.67	18.44	6.31	16.79	9.45	5.25	24.2	22.76	22.46	9.33	11.58	13.12	8.53	10.08	1.14	7.44	33.29	29.71	28.42	17.32
9.28	22.12	7.53	18.7	6.3	16.73	9.32	5.17	24.27	22.8	22.7	9.65	11.61	13.04	8.52	9.96	1.06	7.42	33.51	29.98	28.48	17.51
9.36	21.87	7.72	18.58	6.18	16.81	9.29	5.33	24	22.75	22.73	9.43	11.68	13.27	8.53	10.27	1.21	7.61	33.52	29.75	28.68	17
9.54	22.12	7.5	18.84	6.27	16.81	9.58	4.84	24.4	23.12	22.86	9.79	11.77	13.15	8.62	10.5	1.31	7.48	33.59	29.7	28.44	17.38
9.16	21.72	7.27	18.53	6.11	16.49	9.61	4.77	24.17	22.3	22.75	9.45	11.42	13.08	8.84	9.97	1.11	7.66	33.79	29.77	28.53	17.32
9.45	21.88	7.32	18.65	6.01	16.86	9.66	5.14	24.36	22.93	22.84	9.73	11.52	13.43	8.92	10.36	1.08	7.73	33.65	29.62	28.24	17.23
9.37	21.88	7.16	18.44	5.57	16.31	9.32	4.61	24.19	22.56	22.72	9.57	11.38	13.14	8.88	9.97	1.37	7.51	33.37	29.77	28.87	17.02
8.93	21.86	7.25	18.54	5.75	16.59	9.47	4.8	24.04	22.6	22.6	9.73	11.61	13.19	8.66	10.02	0.99	7.58	33.48	29.72	28.58	17.5
9.23	21.84	7.12	18.19	5.61	16.17	9.4	4.73	23.95	22.67	22.8	9.55	11.45	13	8.75	10.2	1.22	7.6	33.09	29.94	28.35	17.47
9.28	21.65	7.07	18.44	5.34	16.2	9.59	4.64	23.99	22.63	22.8	9.56	11.51	13.17	8.57	10.26	1.11	7.56	32.56	29.08	28.59	17.44
9.12	21.72	6.96	18.15	5.49	16.27	9.54	4.68	23.8	22.41	22.6	9.44	11.34	13.17	8.57	10.08	1.14	7.57	32.37	29.39	28.54	17.17
9.27	21.73	7.15	18.53	5.38	16.17	9.42	4.84	23.72	22.5	22.57	9.63	11.3	13.47	8.72	10.31	1.34	7.67	32.32	29.56	28.59	17.15
9.1	21.43	6.75	18.19	5.15	16.09	9.32	4.43	23.66	22.32	22.37	9.35	11.3	13.08	8.56	10.01	1.3	7.6	31.79	29.09	28.05	16.72
9.15	21.36	6.7	17.92	4.93	16.3	9.44	4.48	23.71	21.92	22.5	9.41	11.34	13.3	8.69	10.07	1.13	7.31	32.09	28.99	28.34	16.96
9.14	21.45	6.85	18.02	5.04	16.05	9.36	4.5	23.68	21.93	22.21	9.27	11.4	13.19	8.37	10.05	1.16	7.51	32.21	28.95	28.53	16.83
9.28	21.38	6.7	18.23	5.32	16.18	9.54	4.57	23.79	22.11	22.74	9.62	11.49	13.3	8.71	10.06	1.38	7.72	32.32	29.34	28.27	17.19
9.36	21.33	6.75	18.19	5.19	15.97	9.58	4.7	23.68	22.36	22.4	9.37	11.28	13.13	8.74	10.09	1.31	7.64	31.88	29.36	28.42	17.15
9.2	21.2	6.66	18.05	5.01	16.11	9.16	4.47	23.72	22.3	22.35	9.25	11.28	13.03	8.7	10.02	1.15	7.66	32.18	29.34	28.14	16.84
9.22	21.56	6.68	18.19	5.04	15.99	9.39	4.38	23.71	22.05	22.4	9.25	11.38	12.69	8.57	9.88	0.94	7.62	32.55	29.11	28.17	16.69
9.26	21.59	6.74	18.14	5.1	16.04	9.68	4.51	24	22.46	22.47	9.29	11.26	13.07	8.68	10.2	1.2	7.47	32.44	29.57	28.42	17.19
9.12	21.32	6.59	17.99	5.16	16.02	9.42	4.57	23.85	22.13	22.31	9.16	11.22	12.78	8.47	10.25	0.98	7.59	32.19	29.11	28.29	17.07
9.43	21.35	6.8	18.33	5.05	16.27	9.45	4.55	23.95	22.52	22.37	9.32	11.12	12.98	8.61	10.17	1.06	7.55	32.33	29.45	28.4	17.11
9.46	21.75	6.84	18.02	5.18	16.34	9.64	4.62	23.5	22.46	22.39	9.42	11.1	12.83	8.57	10.19	1.2	7.64	32.61	29.25	28.4	17.28
9.14	21.47	6.5	17.96	5.2	16.06	9.63	4.66	23.88	22.23	22.39	9.32	11.18	13.21	8.34	10.1	1.06	7.53	31.83	29.21	28.14	17.06
9.23	21.36	6.65	18.17	5.1	15.8	9.3	4.54	23.51	22.31	22.12	9.23	10.88	13.08	8.52	9.96	1.11	7.48	31.41	29.34	28.2	17.1
9.28	21.67	6.77	18.05	5.1	16.06	9.33	4.66	23.55	21.98	21.96	9.16	11.1	13.09	8.6	9.9	1.2	7.59	31.3	28.92	28.2	16.82
9.22	21.52	6.73	18.07	5.1	16	9.32	4.64	23.39	21.89	22.15	9.23	11.09	13.04	8.43	10.04	1.11	7.67	31.19	28.69	28.23	17.14
9.05	21.49	6.67	18	4.86	15.85	9.21	4.55	23.18	21.54	21.97	9.07	10.66	13.07	8.36	9.88	1.03	7.54	30.39	28.85	28.08	16.91
9.01	21.66	6.91	18.23	4.97	16.14	9.23	4.77	23.32	21.5	22.06	9.22	10.83	13.2	8.5	10.07	1.2	7.44	30.61	29.16	28.59	17.17
8.95	21.68	6.96	18.12	4.88	16.04	9.11	4.77	23.16	21.41	22.13	9.11	10.83	13.47	8.4	10.16	1.18	7.65	29.98	29.57	28.77	17.36
9.06	22.13	7.18	18.46	4.82	15.88	8.88	4.82	23.15	21.36	22.41	9.09	10.84	13.94	8.48	10.07	1.09	7.5	29.79	29.71	29.11	17.41
9.73	23.86	7.83	19.86	5.14	16.93	9.45	5.24	24.69	22.66	24.08	9.84	11.42	15.05	9.01	10.73	1.13	7.99	31.26	31.64	30.73	18.46
10.19	24.85	8.25	20.97	5.52	17.92	10.05	5.5	25.69	23.84	24.92	10.23	11.97	15.4	9.38	11.17	1.21	8.24	32.54	32.72	31.64	19.2
9.94	23.76	7.94	20.13	5.52	17.61	10.01	5.41	24.99	23.35	23.93	9.65	11.61	14.33	9.01	10.75	1.24	7.97	31.73	31.1	29.9	18.16
9.49	22.21	7.51	19.04	5.62	17.25	9.99	5.25	24.03	22.43	22.28	9.19	11.19	13.09	8.52	10.24	1.21	7.54	31.01	28.95	28.13	17.11
9.5	21.94	7.45	18.63	5.84	17.14	10.01	5.17	23.82	22.39	22.14	8.88	11.24	12.39	8.48	10.06	1.27	7.41	31.09	28.18	27.09	16.75
9.55	21.87	7.48	18.78	6	17.34	10.04	5.27	24.02	22.62	22.03	8.89	11.1	12.17	8.41	9.88	1.15	7.35	31.44	28.07	27.42	16.6
9.52	21.88	7.67	18.8	6.3	17.16	10.06	5.35	23.8	22.46	22.03	8.91	11.22	12.34	8.53	9.95	1.23	7.41	31.47	28.24	27.35	16.47
9.35	22.13	7.73	18.9	6.29	17.1	9.73	5.41	23.72	22.1	22.01	8.97	11	12.65	8.53	10.06	1.18	7.32	30.95	28.34	27.6	16.62
9.35	22.15	8.03	18.69	6.35	16.79	9.51	5.62	23.06	21.44	21.71	8.92	10.72	12.76	8.35	9.79	1.19	7.48	30.13	28.22	27.53	16.66
9.25	22.06	8.4	18.63	6.27	16.5	9.26	5.77	22.71	21.12	21.78	8.8	10.61	13.24	8.28	9.83	1.16	7.34	29.21	28.32	27.61	16.67
9.16	22.28	8.5	18.74	6.31	16.55	9.15	5.94	22.74	21.18	21.67	8.7	10.58	13.25	8.26	9.93	1.14	7.37	28.64	28.35	27.6	16.76
9.29	22.63	8.78	19.01	6.55	16.74	9.13	6.18	22.75	21.01	21.7	8.88	10.46	13.4	8.25	9.92	1.21	7.34	28.54	28.27	27.5	16.81
9.43	22.46	8.98	19.28	6.78	16.97	9.35	6.28	22.84	21.04	21.67	8.88	10.56	13.24	8.27	9.91	1.22	7.38	28.56	28.11	27.4	16.68
9.42	22.42	9.12	19	6.93	17.16	9.42	6.36	22.91	21.19	21.56	8.69	10.55	12.84	8.25	9.76	1.18	7.31	28.72	27.86	26.94	16.43
9.41	22.45	9.11	19	7.27	17.37	9.57	6.42	22.85	21.29	21.22	8.57	10.54	12.45	8.15	9.65	1.2	7.22	28.95	27.48	26.54	16.35
9.73	22.41	9.46	19.38	7.8	17.65	9.95	6.66	23.01	21.53	21.5	8.71	10.69	12.28	8.24	9.68	1.27	7.3	29.77	27.5	26.56	16.44
9.91	22.88	9.58	19.51	8.27	18.13	10.2	6.9	23.39	22.1	21.58	8.8	10.91	12.23	8.45	9.85	1.27	7.25	30.31	27.41	26.64	16.37
9.76	22.67	10.02	19.44	8.73	18.13	10.17	6.98	23.58	22.04	21.65	8.71	10.67	12.25	8.35	9.8	1.18	7.17	30.33	27.68	26.66	16.39
10	23.08	10.32	19.81	9.15	18.2	10.29	7.51	23.73	21.97	21.86	8.84	10.86	12.52	8.47	9.92	1.32	7.37	30.67	27.9	26.88	16.56
9.83	23.11	10.67	19.74	9.2	18.01	9.86	7.67	23.49	21.78	21.63	8.7	10.53	12.63	8.34	9.7	1.18	7.36	29.94	27.56	27.02	16.52
9.94	23.1	11.16	19.67	9.41	17.85	9.98	7.98	23.07	21.42	21.57	8.89	10.53	12.85	8.46	9.81	1.39	7.4	29.4	27.98	27.27	16.79
9.84	23.43	11.47	19.89	9.44	17.97	9.51	8.27	22.64	20.94	21.4	8.68	10.28	13	8.48	9.73	1.25	7.17	28.52	27.95	27.26	16.59
9.79	23.54	11.75	19.84	9.49	17.68	9.38	8.44	22.43	20.7	21.57	8.59	10.19	13.13	8.23	9.63	1.14	7.22	27.71	27.77	26.76	16.2
9.87	23.37	12.15	19.73	9.83	17.61	9.37	8.52	22.24	20.48	21.29	8.67	10.13	12.88	8.1	9.47	1.09	7.03	27.51	27.28	26.49	16.13
10.05	23.36	12.31	19.97	10.46	18.19	9.76	8.75	22.39	20.78	21.22	8.48	10.22	12.65	8.2	9.5	1.28	7.08	27.9	26.74	26.08	16.11
10.31	23.46	12.55	20.2	10.96	18.82	10.09	9.15	23.06	21.34	21.28	8.5	10.35	12.23	8.3	9.44	1.32	7.07	28.94	26.94	25.94	16.16
10.35	23.33	12.79	20.43	11.71	19.07	10.4	9.19	23.15	21.75	21.31	8.43	10.52	11.92	8.24	9.52	1.26	7	29.41	26.79	25.71	16.02
10.76	23.67	12.88	20.76	12.52	19.58	10.7	9.6	23.43	22.13	21.6	8.77	10.62	12	8.46	9.62	1.43	7.16	30.11	26.86	26.04	16.01
11.04	24.14	13.57	20.98	13.26	19.78	10.82	10.04	23.71	22.43	21.56	8.69	10.76	12.23	8.58	9.84	1.47	7.14	30.74	27.08	26.09	16.37
11.01	24.01	13.8	21.22	13.57	19.46	10.83	10.2	23.44	22.3	21.56	8.65	10.61	12.23	8.42	9.72	1.42	7.17	30.56	27.25	26.19	16.12
11.07	24.24	14.16	21.08	13.93	19.79	10.77	10.51	23.57	21.91	21.63	8.58	10.57	12.15	8.41	9.5	1.51	6.96	30.35	27.06	26.16	16.12
11.2	24.54	14.82	21.1	14.59	19.77	10.75	11.03	23.59	21.9	21.6	8.93	10.37	12.55	8.4	9.44	1.38	7.15	30.25	27.33	26.21	16.37
11.26	24.58	15.32	20.98	14.93	19.77	10.69	11.12	23.56	21.66	21.64	8.56	10.28	12.5	8.5	9.69	1.58	7.31	29.8	27.42	26.12	16.4
11.26	24.8	15.8	21.37	15.16	20.19	10.85	11.63	23.65	21.65	21.59	8.66	10.4	12.8	8.52	9.6	1.38	7.21	29.75	27.27	26.37	16.41
11.37	25.21	16.14	21.52	15.57	19.95	10.79	11.87	23.37	21.45	21.38	8.84	10.29	12.32	8.41	9.67	1.31	6.91	29.62	27.08	26.07	16.24
11.54	25.07	16.55	21.74	15.62	20.22	10.77	11.91	23.4	21.43	21.37	8.57	10.09	12.68	8.35	9.58	1.44	7.02	28.89	27.05	26.16	16.28
11.43	25.32	17.09	21.65	15.82	20.14	10.47	12.65	22.83	21.26	21.47	8.53	10.19	12.82	8.47	9.61	1.52	7.07	28.37	26.92	26.07	15.97
11.56	25.44	17.33	21.56	15.99	20.19	10.53	12.78	22.36	21.02	21.65	8.52	10.17	12.75	8.27	9.43	1.45	6.98	27.89	26.65	26	15.95
11.57	25.6	17.67	21.59	16.47	20.31	10.47	13.14	22.61	20.83	21.25	8.39	10.04	12.81	8.33	9.5	1.47	6.91	27.82	26.58	25.56	16.16
12	25.53	18.14	22.27	16.92	20.69	10.82	13.55	22.87	21.06	21.24	8.63	10.19	12.71	8.33	9.42	1.56	7.1	28.27	26.57	25.47	16.03
11.88	25.48	18.29	22.05	17.5	20.85	10.83	13.6	22.93	21.03	20.97	8.4	10.13	12.56	8.21	9.56	1.55	7.01	28.21	26.17	25.25	15.95
12.09	25.79	18.89	22.52	17.87	21.03	11.05	14	23.03	21.06	21.43	8.3	10.05	12.48	8.26	9.43	1.51	6.96	28.37	26.36	25.4	16.05
12.6	25.91	19.04	22.45	18.21	21.27	11.14	14.03	23.09	21.21	21.25	8.45	9.96	12.4	8.45	9.37	1.7	6.99	28.35	26.32	25.58	16.06
12.38	26.18	19.72	22.71	18.62	21.12	11.05	14.53	22.86	21.16	21.28	8.56	10.16	12.53	8.18	9.43	1.63	6.94	28.54	26.3	25.25	15.93
12.65	26.21	19.89	22.64	18.8	21.3	11.08	14.36	22.72	21.26	21.09	8.22	9.99	12.47	8.27	9.56	1.67	6.81	27.96	26.1	24.84	15.88
12.81	26.79	20.62	22.81	19.73	21.85	11.41	14.7	23.26	21.3	21.13	8.42	10.09	12.56	8.47	9.52	1.46	7.06	28.49	25.89	25.25	15.79
12.64	26.17	20.51	22.89	19.62	21.65	11.48	14.66	22.69	20.99	21.15	8.11	9.81	12.23	8.26	9.13	1.52	6.71	28.07	25.99	24.89	15.58
13.3	26.69	20.51	23.44	20.56	22.08	11.64	15.33	22.92	21.32	21.35	8.45	9.99	12.47	8.23	9.43	1.67	6.98	28.42	26.18	25.37	16.15
13.34	26.86	20.83	23.35	20.54	21.92	11.68	15.76	22.94	21.13	21.16	8.3	9.89	12.26	8.04	9.31	1.53	6.8	28.18	25.92	24.86	15.78
13.77	27.12	21.32	23.28	21.29	22.14	11.9	15.99	23.02	21.13	21.23	8.28	10.11	12.51	8.48	9.53	1.89	6.94	28.21	26.16	25.06	15.69
13.81	27.18	22.01	23.46	21.44	22.51	11.92	16.29	22.94	21.31	21.52	8.34	10.03	12.78	8.84	9.43	1.81	7.03	28.19	26.09	25.4	15.94
13.91	27.74	22.03	23.38	21.67	22.59	11.95	16.54	22.93	21.21	21.1	8.22	10.01	12.31	8.3	9.31	1.81	6.9	28.1	26.06	24.84	15.82
14.14	27.41	22.31	23.5	21.83	22.43	11.78	16.58	23.02	21.28	21.34	8.25	9.86	12.41	8.5	9.29	1.84	6.93	28.09	26.04	24.71	15.79
14.38	27.9	22.69	23.67	22.09	22.76	12	16.8	22.77	21.24	21.21	8.12	9.7	12.58	8.54	9.21	1.72	6.67	28.19	25.56	24.78	15.85
14.63	28.1	23.24	23.89	22.54	23.23	12.2	17.33	23.13	21.24	21.48	8.24	9.89	12.44	8.27	9.44	2.05	6.81	28.16	25.85	24.58	15.77
14.63	27.93	23.11	24.03	22.37	23.05	11.85	17.18	22.87	20.9	21.29	8.32	9.89	12.3	8.1	9.22	1.86	6.59	27.65	25.8	24.59	15.57
14.6	28.2	23.68	23.93	22.76	23.11	12.1	17.1	22.75	20.92	20.97	7.95	9.66	12.38	8.15	9.12	1.74	6.53	27.3	25.62	24.43	15.53
14.88	28.26	23.89	24.16	22.54	23.12	12.05	17.39	22.59	20.86	21.15	8.26	9.71	12.79	8.26	9.33	1.77	6.75	27.24	25.36	24.56	15.45
15.01	28.45	24.08	24.06	22.62	23.16	12.13	17.42	22.58	20.46	20.84	8.09	9.44	12.69	8.18	9.11	1.81	6.71	26.83	25.01	24	15.25
15.15	28.83	24.27	24.07	23.27	23.54	12.39	17.99	22.24	20.68	21.12	8.05	9.58	12.85	8.23	9.13	2.06	6.75	26.98	25.17	24.4	15.56
15.33	28.8	24.04	24.06	22.98	23.46	12.24	17.6	22.36	20.52	20.81	7.7	9.31	12.26	8.19	8.79	1.7	6.43	26.68	24.97	23.94	15.37
15.81	28.85	24.53	24.22	23.41	23.71	12.4	18.1	22.7	20.62	20.93	8.02	9.51	12.32	8.11	9.13	1.93	6.56	26.98	25.14	23.97	15.32
15.77	29	24.62	24.4	23.56	23.84	12.49	17.92	22.37	20.47	20.68	7.85	9.37	12.18	8.08	8.99	1.82	6.46	26.72	24.72	23.65	15.26
16.18	29.12	25.02	24.79	23.77	24.03	12.54	18.4	22.62	20.65	20.79	7.91	9.51	12.41	8.23	9.11	2.07	6.57	26.86	24.91	23.98	15.54
16.36	29.01	25.31	24.67	24.13	24	12.79	18.49	22.28	20.42	20.96	7.94	9.56	12.56	8.24	9.24	2.17	6.66	26.6	24.65	24.01	15.3
16.96	29.66	25.72	24.66	24.32	24.64	12.75	18.67	22.59	20.61	21.01	7.97	9.5	12.05	8.4	9.06	2	6.51	26.63	24.85	23.8	15.3
16.76	29.54	25.88	24.72	24.39	24.64	13.11	18.66	22.67	20.26	20.92	7.98	9.31	12.7	8.27	9.05	1.97	6.7	26.32	24.7	23.71	15.06
17.17	29.99	25.94	25.14	24.31	24.83	13.11	19.05	22.25	20.3	20.88	7.81	9.13	12.59	8.29	8.99	2.06	6.41	26.09	24.66	23.68	15.26
17.2	29.71	26.29	25.12	24.43	24.53	13.07	19.13	22.18	20.29	20.65	7.86	9.32	12.66	8.28	8.97	2.11	6.47	25.75	24.47	23.51	15.09
17.26	29.53	26.31	25.05	24.16	24.22	12.89	18.94	21.98	19.87	20.53	7.58	8.99	12.36	7.9	8.6	2.04	6.34	25.33	23.97	23.15	14.72
