"Buddleja_davidii_C2__P_1"	"Buddleja_davidii_C2__P_2"	"Buddleja_davidii_C2__P_3"	"Buddleja_davidii_C2__P_4"	"Impatiens_glandulifera_C2__Lp_1"	"Impatiens_glandulifera_C2__Lp_2"	"Impatiens_glandulifera_C2__Pp_3"	"Impatiens_glandulifera_C2__Pp_4"	"Impatiens_glandulifera_C2__Ep_5"	"Impatiens_glandulifera_C2__Lp_6"	"Impatiens_glandulifera_C2__Lp_7"	"Impatiens_glandulifera_C2__Pp_8"	"Impatiens_glandulifera_C2__Pp_9"	"Impatiens_glandulifera_C2__Lp_10"	"Impatiens_glandulifera_C2__Lp_11"	"Impatiens_glandulifera_C2__Pp_12"	"Impatiens_glandulifera_C2__Pp_13"	"Impatiens_glandulifera_C2__Pp_14"	"Impatiens_glandulifera_C2__Lp_15"	"Impatiens_glandulifera_C2__Lp_16"	"Impatiens_glandulifera_C2__Pp_17"	"Impatiens_glandulifera_C2__Pp_18"
2.99	-2.65	8.5	-2.73	8.1	9.47	6.74	3.55	-0.38	5.17	3.35	10.05	3.45	2.26	6.46	4.8	2.56	-0.36	5.17	8.06	8.4	12.7
-0.16	-1.87	7.44	-1.93	1.78	4.15	9.48	3.86	-2.27	3.63	2.3	8.76	8.79	1.97	6.79	3.86	0.73	2.62	5.12	8.69	4.91	12.3
0.14	-1	3.54	-2.31	4.26	4.26	4.34	1.33	-1.56	3.68	1.37	4.3	1.51	2.59	4.81	1.61	1.3	-0.81	2.79	3.17	5.46	11.71
-1.24	-2.79	4.38	-3.95	0.48	2.63	4.28	3.27	-3.33	3.89	2.82	3.47	-0.56	0.2	3.65	-1.67	-4.84	0.9	1.89	4.86	2.75	5.76
3.38	4.03	9.04	2.79	5.24	8.18	9.01	7.54	4.43	6.09	4.98	8.48	5.06	4.07	7.36	5.69	2	5.35	5.04	7.9	8.55	11.47
1.27	2.6	7.49	2.66	4.61	6.51	6.82	5.57	1.24	4.91	3.99	6.09	4.03	4.63	4.85	3.53	2.37	3.19	3.53	6.6	5.35	8.62
2.5	1.69	6.4	1.8	2.89	4.3	5.83	4.97	1.71	2.4	3.44	4.62	3.36	2.05	3.02	2.56	2.05	3.58	2.79	4.39	4.1	7.11
3.62	2.05	6.72	0.97	4.84	5.53	5.1	4.7	1.65	4.04	3.72	5.02	3.99	3.73	4.37	2.88	3.41	3.58	3.1	6.36	5.07	7.07
2.24	2.68	5.76	2.09	3.87	6.36	5.15	4.11	2.13	4.05	3.46	4.69	3.88	3	3.96	2.47	2.79	3.54	2.59	5.47	4.35	6.44
1.98	0.96	6.06	1.13	3.63	4.98	3.95	4.98	1.72	3.93	3.37	5.81	3.15	2.84	3.87	2.58	2.08	3.39	1.49	5.03	2.99	6.81
-1.37	-2.92	1.95	-2.15	-0.33	0.94	1.55	0.23	-2.69	-0.27	-0.64	1.06	-1.05	-1.73	-0.23	-1.46	-2.04	-1.51	-1.82	1.28	0.29	3.26
0.14	0.38	5.49	0.62	2.59	4.72	4.96	3.35	0.14	2.37	2.03	4.19	2.09	0.9	3.48	1.02	0.93	2.02	1.17	4.23	3.61	6.06
1.74	0.79	4.86	1.31	2.61	5.97	3.92	3.9	1.15	3.38	1.76	4.93	1.46	2.43	4.59	1.39	2.73	2.46	1.42	4.42	4.58	7.33
2.79	2.45	8.15	3.2	4.96	7.88	7.09	6.01	2.92	4.89	5.33	6.17	4.75	4.68	6.31	3.61	4.12	5.17	3.99	5.39	6.63	9.22
2.44	2.09	6.47	2.85	5.2	5.58	6.33	5.64	2.49	4.12	4.36	5.56	3.96	3.54	5.52	3.96	3.96	2.78	2.27	6.03	4.76	7.88
0.28	-0.3	3.44	-1.05	1.67	3.68	3.54	2.19	-1.52	1.91	0.93	3.16	1.08	0.22	0.94	0.28	-0.41	0.44	-1.07	4.67	1.36	5.36
1.63	3.81	7.24	2.64	5.61	6.78	6.27	6.59	2.91	5.34	4.88	8.12	5.4	4.62	5.98	3.58	4.33	4.07	3.37	6.12	6.23	10.64
2.43	3.81	8.03	1.65	6.07	8.35	7.29	5.95	1.36	5.26	3.39	6.08	5.3	4.43	6.97	2.7	4.25	5.26	5.19	6.24	5.93	10.01
0.44	1.53	6.37	0.63	1.85	3.85	5.84	4.27	0.4	2.56	2.14	3.98	2.44	2.58	3.92	1.2	1.6	2.44	2.1	5.33	4.05	6.99
0.79	0.27	5.46	0.71	1.69	4.62	4.03	4.32	1.35	2.74	3.75	5.06	1.85	2.07	3.46	1.79	1.3	3.8	1.01	3.46	4.38	6.8
2.03	1.53	5.72	1.03	3.74	4.88	5.7	4.37	2.16	2.89	2.45	5.93	3	2.39	3.65	1.92	2.41	2.5	1.75	4.29	4.71	7.23
0.43	-0.53	4.14	-1.24	1.84	4.59	3.67	2.77	-0.23	2.13	0.86	3.07	1.75	1.02	1.85	1.33	0.81	1.23	0.21	2.94	2.74	5.92
0.63	0.74	5.24	0.36	2.63	5.48	4.89	3.76	0	3.28	2.01	3.71	1.97	1.43	2.59	1.37	0.87	2.62	0.9	3.66	3.32	6.61
0.68	0.75	4.77	-0.04	2.85	4.3	3.91	2.96	-0.41	2.12	1.95	3.75	2.15	1.29	2.93	1.18	0.52	2.09	1.07	3.39	2.71	5.94
0.7	0.88	5.21	0.64	3.19	4.58	5.35	4.08	0.46	2.85	2.32	4.41	2.23	0.71	3.28	0.68	0.57	2.29	0.8	4.8	2.92	6.9
0.54	0.17	3.99	0.53	2.8	4.53	4.39	3.05	0.36	3.38	1.74	4.18	1.55	0.71	2.9	1.24	-0.31	2.08	0.82	4.34	3.11	6.22
1.32	0.21	4.52	-0.04	3.99	5.84	4.7	3.83	-0.35	2.51	2.24	3.72	2.62	2.07	3.13	1.66	1.06	2.18	1.62	3.92	3.93	6.79
0.39	0.33	4.9	1.27	2.47	3.77	4.62	4	0.01	2.18	1.99	3.68	0.93	1.75	3.67	1.63	1.69	2.02	1.34	3.77	4.33	6.37
0.7	-0.02	3.58	0.15	1.72	4	3.56	2.55	0.13	2.48	1.42	3.51	1.92	1.29	2.23	1.02	-0.24	1.95	0.54	3.29	2.84	6.06
2.27	1.6	5.06	1	3.64	5.43	5.28	4.11	1.02	3.52	3.15	4.12	1.84	2.37	3.34	1.96	1.58	2.29	1.62	4.17	5.02	7.6
-0.78	-0.92	2.75	-1.5	0.55	2.3	3	1.29	-2.44	0.86	1.03	1.73	-0.32	-0.52	1.36	-1.25	-0.23	0.08	-0.56	1.99	0.81	4.41
0.55	0.21	4.82	-0.36	2.41	4.72	3.89	3.99	-0.57	2.36	1.94	3.57	1.95	1.48	2.63	1.42	0.88	2	1.09	4.56	3.57	5.98
-0.9	-1.56	3.01	-1.97	0.98	2.58	2.31	1.94	-1.24	0.23	0.53	1.86	-0.36	-0.27	0.14	-0.37	-0.58	-0.45	-1.37	2.24	1.5	4.68
-0.59	-0.83	3.02	-2.02	1.11	3.71	3.76	2.94	-1.97	1.12	0.82	3.01	1.16	-0.09	1.93	0.65	-0.3	0.48	0.26	3.04	2.65	4.03
1.66	0.21	5.73	1.19	3.42	5.72	5.75	3.94	1.16	3.54	2.99	4.79	2.68	2.45	3.78	2.77	2.19	2.76	0.72	5.11	4.56	6.86
-0.9	-1.06	3.05	-0.72	1.48	3.45	2.95	1.86	-1.15	1.38	0.84	2.76	-0.08	0.33	1.37	-0.18	-0.32	1.06	-0.64	2.58	2.46	4.97
1.63	1.16	5.01	0.96	3	5.12	5.42	4.34	1.21	2.65	2.73	4.65	2.41	1.93	3.52	2.52	1.68	2.16	1.12	4.57	3.65	6.49
0.53	0.4	4.35	-0.31	2.58	4.16	4.43	3.09	0.15	2.08	1.96	3.43	1.67	1.3	2.47	1.08	1.06	1.51	0.77	3.43	3.18	5.16
1.48	0.57	4.7	0.65	2.96	5.43	4.96	4.01	0.71	3.12	2.51	3.84	2.09	2.18	3.06	2.18	1.72	2.47	1.36	4.79	3.55	5.81
0.26	-0.14	3.84	-0.41	1.76	4.33	3.76	2.81	-0.38	2.25	1.65	2.94	1.08	0.82	1.94	0.71	0.81	1.04	0.25	3.02	2.34	4.35
0.9	0.58	4.43	0.35	2.36	4.31	4.47	3.54	0.48	2.4	1.98	3.25	1.46	1.26	2.4	1.46	1.08	1.91	0.65	3.47	3.25	4.97
0.98	0.7	4.51	0.56	2.48	4.8	4.36	3.42	0.53	2.32	2.11	3.36	1.65	1.68	2.54	1.66	1.05	2.03	0.7	3.27	3.12	5.05
0.75	0.44	3.82	0.16	2.16	4.41	3.82	2.85	0.05	2.14	1.7	2.86	1.3	1.23	2.01	1.21	0.7	1.47	0.25	2.81	2.69	4.43
0.8	0.78	4.11	0.41	2.41	4.38	4.11	3.06	0.38	2.35	2	3.05	1.47	1.58	2.35	1.46	0.94	1.74	0.77	3.26	2.9	4.59
0.83	0.45	4.04	0.36	2.35	4.13	4.02	3.04	0.48	2.2	1.93	2.98	1.66	1.42	2.3	1.42	0.84	1.89	0.48	3.23	2.95	4.48
0.46	0.24	3.58	0.23	2.1	3.94	3.6	2.89	0.12	1.93	1.64	2.67	1	1.21	2	1.28	0.4	1.42	0.19	2.88	2.55	4.15
1.16	0.99	4.14	1.02	2.55	4.43	4.24	3.36	0.72	2.53	2.3	3.3	1.84	1.62	2.75	1.55	1.47	1.84	0.7	3.49	2.93	5.16
0.98	0.61	3.98	0.43	2.94	4.59	4.63	3.53	0.74	2.5	2.16	3.45	1.9	1.45	2.94	1.44	1.18	1.92	0.64	3.75	3.44	5.04
-0.36	-0.74	3.27	-0.7	1.27	3.68	3.27	2.41	-0.55	1.14	1.14	2.01	0.28	0.61	1.62	0.2	-0.12	0.79	-0.08	2.33	2.44	4.03
2.03	1.88	5.42	1.88	3.76	6.06	5.96	5.2	1.66	3.72	3.24	4.31	2.69	2.45	3.7	2.63	2.28	2.97	1.75	4.46	4.12	6.56
0.89	0.85	4.38	0.61	2.58	5.2	4.53	3.85	0.67	2.58	2.44	3.67	1.96	1.84	3.19	1.78	1.32	2.15	0.89	3.85	3.54	5.37
0.47	-0.26	4.05	0.03	1.94	4.53	4.15	3.1	-0.03	2.18	1.83	3.25	0.98	1.14	2.39	0.96	0.54	1.49	0.3	2.98	2.88	4.48
1.11	0.79	4.45	0.65	2.66	5	4.85	3.54	0.49	2.52	2.19	3.54	1.81	1.68	2.93	1.54	1.05	1.92	0.64	3.39	3.25	4.92
0.69	0.36	3.82	0.19	2.25	4.39	4.31	3.07	0.28	2.05	1.63	2.73	1.22	1.14	2.1	1.27	0.76	1.67	0.18	3.03	2.64	4.3
0.45	0.1	3.71	0.09	1.92	4.16	4.01	2.82	0.01	1.9	1.44	2.68	1.14	1.11	1.98	1.02	0.65	1.41	0.08	2.62	2.49	4.14
0.68	0.38	3.53	0.29	2.1	4.12	3.97	2.84	0.19	2.04	1.72	2.81	1.27	1.26	2.14	1.3	0.77	1.52	0.28	2.84	2.64	4.06
0.63	0.33	3.32	0.21	2	3.97	3.8	2.78	0.19	1.89	1.59	2.5	1.15	1.06	2.09	1.15	0.68	1.34	0.2	2.79	2.47	3.98
0.42	0.28	3.25	0.17	1.91	3.8	3.64	2.7	0.15	1.84	1.51	2.4	1.06	0.99	1.94	1.01	0.62	1.23	0.17	2.55	2.36	3.79
0.89	0.68	3.65	0.53	2.38	4.23	4.02	3.2	0.36	2.26	1.96	2.91	1.44	1.26	2.45	1.42	1.07	1.72	0.59	3.15	2.85	4.44
0.85	0.64	3.6	0.45	2.35	4.17	4.24	3.23	0.44	2.24	1.99	2.84	1.67	1.31	2.46	1.36	1.01	1.75	0.59	3.25	3.02	4.34
1.13	0.88	4.19	0.71	2.53	4.55	4.53	3.62	0.78	2.54	2.24	3.19	1.87	1.57	2.78	1.73	1.17	1.92	0.98	3.63	3.17	4.75
0.73	0.41	3.52	0.38	2.14	4.26	4.06	3	0.33	2.02	1.72	2.65	1.38	1.3	2.6	1.3	0.88	1.55	0.32	3	2.96	4.63
1.34	0.86	4.4	0.76	2.82	4.8	4.73	3.86	0.9	2.58	2.29	3.49	2.13	1.9	3.08	1.69	1.5	2.12	1.2	3.79	3.24	5.39
1.04	0.75	4.3	0.6	2.47	5.09	4.78	3.81	0.65	2.68	2.54	3.46	2.08	1.48	3.29	2.05	1.34	2.27	0.78	3.86	3.26	5.37
1.27	1.01	4.72	0.46	3	4.97	4.77	4.13	0.94	2.64	2.54	3.61	2.11	1.78	3.43	1.81	1.38	2.44	1.06	3.69	3.13	5.63
0.87	0.8	4.25	0.84	2.77	5.04	4.91	3.94	0.61	2.64	2.21	3.67	1.82	1.76	3.06	1.72	1.08	2.16	0.79	3.92	3.35	5.77
0.42	-0.05	3.98	-0.11	2.04	4.57	4.49	3.32	0.27	2.01	1.88	2.89	1.51	1.11	2.47	1.31	0.68	1.41	0.34	2.88	2.96	4.95
0.74	0.31	4.04	0.26	2.47	4.73	4.81	3.39	0.14	2.01	1.86	2.98	1.5	1.34	2.63	1.31	0.86	1.71	0.28	3.3	3.12	4.77
0.38	0.24	3.72	0.11	2.02	4.18	4.17	3.22	0.24	2.04	1.63	2.66	1.19	1.18	2.42	1.18	0.65	1.54	0.14	2.98	2.89	4.71
0.24	0.03	3.48	-0.16	1.93	3.96	3.7	2.97	0.01	1.8	1.55	2.58	1.21	0.96	2.22	0.97	0.66	1.2	0.14	2.74	2.6	4.23
0.54	0.5	3.58	0.35	2.06	4.26	4.2	3.12	0.2	2.03	1.62	2.74	1.4	1.23	2.56	1.2	0.92	1.68	0.51	3.01	2.62	4.48
1.1	0.97	3.94	0.75	2.67	4.54	4.7	3.64	0.83	2.47	2.45	3.42	1.84	1.49	3.09	1.77	1.39	1.85	0.94	3.35	3.33	4.94
0.92	0.5	3.9	0.07	2.34	4.57	4.64	3.42	0.3	2.13	2.01	3.07	1.48	1.48	2.73	1.18	0.95	1.52	0.44	3.06	3.47	4.77
1.31	1.23	4.11	0.79	2.72	4.78	5.13	3.74	0.54	2.87	2.64	3.58	1.79	1.82	3.13	1.41	1.57	2.24	0.74	3.68	3.74	5.6
0.64	0.36	3.87	0.29	2.68	4.78	4.99	3.58	0.22	2.2	2.08	3.36	1.71	1.49	2.89	1.27	1.1	1.83	0.53	3.43	3.23	4.99
-0.14	0.14	3.75	-0.29	2.12	4.38	4.45	3.08	-0.36	1.71	1.24	2.4	1.3	1	2.39	0.85	0.3	1.04	0.17	2.65	2.89	5.24
1.21	0.65	4.57	0.59	2.8	4.88	5.05	4.03	0.34	2.63	1.94	3.13	1.82	1.48	3.29	1.48	1.27	2.21	0.68	4.06	3.63	6.11
1.13	1.12	4.54	0.68	2.69	4.88	5.17	4.07	0.87	2.97	2.09	3.94	1.93	1.93	3.57	1.85	1.56	2.13	1.22	4.25	3.8	6.07
1.81	1.21	5.14	1.26	3.29	5.57	5.61	4.39	1.83	3.3	2.94	4.42	2.56	2.6	4.22	2.75	2.09	3.19	1.62	4.7	4.78	6.63
1.34	1.33	4.85	0.97	3.11	5.21	5.32	4.34	0.6	3.19	2.65	3.91	2.3	2.27	3.89	2.08	1.94	2.58	1.32	4.07	4.15	6.03
0.98	0.73	4.4	0.71	2.85	4.94	5.01	3.91	0.38	2.75	2.2	3.69	1.92	1.88	3.12	1.71	1.4	2.46	0.92	3.46	3.41	5.81
1.12	0.66	4.33	0.63	2.72	4.92	5.21	4	0.7	2.84	2.65	3.39	1.91	1.83	3.26	1.75	1.44	2.29	0.84	3.45	3.53	5.4
0.77	0.4	4.22	0.37	2.19	4.28	4.48	3.52	0.21	2.37	1.84	3.25	1.73	1.33	2.65	1.34	0.94	1.88	0.39	3.37	3.26	5.23
0.09	-0.17	3.35	-0.43	1.73	4.01	3.85	2.84	-0.42	1.58	1.32	2.38	1.18	0.61	2.07	0.88	0.37	1.32	-0.12	2.72	2.5	4.27
1.01	0.63	4.08	0.41	2.52	4.59	4.69	3.81	0.43	2.48	1.94	3.18	1.72	1.63	2.81	1.48	1.2	2.17	0.56	3.27	3.29	5.24
0.38	0.2	3.72	-0.03	2.3	4.21	4.56	3.17	-0.17	2	1.5	2.64	1.14	1	2.33	1.16	0.6	1.51	0.07	2.89	2.9	4.81
0.94	0.66	4.12	0.53	2.6	4.53	4.69	3.54	0.68	2.33	2.11	3.17	1.7	1.4	2.8	1.68	1.15	1.92	0.6	3	3.17	4.81
0.5	0.22	3.5	0.01	2.11	4.12	4.26	3.02	0.1	1.96	1.45	2.72	1.26	1.1	2.17	1.19	0.74	1.52	0.08	2.64	2.78	4.21
0.48	0.28	3.58	0.12	2.1	4	4.13	2.82	0.12	1.86	1.54	2.53	1.22	1.1	2.12	1.23	0.78	1.58	0.17	2.47	2.56	4.01
0.42	0.03	3.2	-0.05	1.84	3.71	3.74	2.72	-0.04	1.69	1.29	2.24	0.99	0.92	1.98	0.94	0.48	1.31	-0.02	2.44	2.27	3.75
0.42	0.11	3.06	0.01	1.81	3.63	3.58	2.67	0.05	1.58	1.33	2.26	0.96	0.84	2	0.9	0.46	1.2	-0.06	2.34	2.23	3.67
0.7	0.48	3.32	0.31	2.11	3.89	3.73	2.85	0.29	1.91	1.69	2.53	1.28	1.07	2.29	1.26	0.86	1.53	0.37	2.73	2.57	3.94
0.37	0.24	3.1	0.07	1.75	3.66	3.58	2.65	0	1.66	1.42	2.4	1.12	0.93	2.1	1.04	0.65	1.33	0.11	2.66	2.24	3.99
0.56	0.28	3.24	0.04	2.02	3.78	3.87	2.81	0.18	1.97	1.34	2.56	1.05	0.97	2.38	1.19	0.76	1.34	0.29	2.73	2.42	4.21
0.53	0.06	3.37	-0.12	1.73	3.56	3.9	2.84	-0.18	1.9	1.36	2.56	1.1	0.78	2.09	0.91	0.66	1.35	0.12	2.76	2.59	4
0.56	0.44	3.86	0.26	2.39	3.96	4.52	3.2	0.29	2.25	1.85	3.08	1.48	1.34	2.66	1.25	0.78	1.68	0.35	3.18	2.95	4.54
0.86	0.4	3.94	0.36	2.32	4.42	4.34	3.31	0.38	2.29	1.82	2.75	1.57	1.17	2.7	1.31	1.02	1.72	0.49	3.32	2.97	4.66
0.93	0.77	4.08	0.42	2.49	4.67	4.54	3.3	0.53	2.48	2.08	3.3	1.78	1.38	2.74	1.68	1.21	2.07	0.73	3.17	3	4.95
0.64	0.52	3.65	0.5	2.4	4.23	4.26	3.35	0.45	2.29	1.85	2.89	1.33	1.37	2.52	1.44	0.88	1.62	0.49	3.18	3.11	4.58
0.75	0.27	4.01	0.37	2.25	4.01	4.38	3.17	0.43	2.12	1.84	2.96	1.6	0.99	2.55	1.34	0.87	1.75	0.61	3.1	2.99	4.94
0.13	0.27	3.49	-0.03	1.67	3.88	3.71	2.98	-0.21	1.88	1.7	2.68	1.1	0.95	2.43	0.98	0.68	1.43	0.06	2.69	2.55	4.45
0.58	0.15	3.83	0.39	2.44	4.12	4.33	3.1	0.04	2.03	1.64	3.16	1.48	1.21	2.7	1.18	0.76	1.71	0.27	3.17	2.86	4.76
1.49	1.03	4.36	0.79	3.25	5.08	5.33	3.9	0.94	2.67	2.44	3.62	2.02	1.75	3.26	2.03	1.62	2.45	1.21	3.69	3.61	5.86
0.57	0.14	3.89	-0.07	2.05	3.71	4.12	3.05	-0.16	1.79	1.57	2.66	1.03	0.98	2.37	0.99	0.5	1.48	0.15	2.87	2.74	4.68
1.01	0.72	4	0.45	2.6	4.58	4.65	3.17	0.45	2.27	1.86	3.12	1.43	1.44	2.64	1.39	1.26	2.21	0.67	3.3	3.01	4.92
0.89	0.54	3.86	0.33	2.2	4.23	4.54	3.16	0.26	2.22	1.86	3.03	1.57	1.26	2.44	1.49	1.07	1.7	0.68	2.97	2.94	4.71
0.81	0.41	3.89	0.26	2.48	4.16	4.21	3.01	0.33	2	1.55	2.81	1.53	1.24	2.46	1.28	0.79	1.59	0.45	2.85	2.7	4.52
0.29	-0.02	3.43	0.03	1.76	3.76	3.84	2.82	0.01	1.77	1.28	2.51	1.06	0.85	2.08	0.96	0.55	1.26	0.06	2.58	2.46	3.94
0.62	0.19	3.68	0.29	2	3.91	4.2	2.99	0.24	1.94	1.76	2.78	1.24	1.29	2.28	1.25	0.88	1.52	0.36	2.85	2.67	4.37
0.6	0.34	3.72	0.3	1.84	3.79	3.95	2.78	0.31	2.01	1.46	2.45	1.21	0.98	2.28	1.23	0.75	1.4	0.34	2.79	2.56	4.07
0.72	0.41	3.62	0.33	2.34	4.14	4.14	3.1	0.21	2.05	1.76	2.78	1.38	1.29	2.55	1.31	1.1	1.58	0.47	2.94	2.65	4.3
0.4	-0.09	3.24	-0.28	1.66	3.47	3.6	2.69	-0.23	1.53	1.2	2.38	0.81	0.69	2.17	0.82	0.48	1.06	0.04	2.34	2.42	3.64
0.91	0.77	3.86	0.49	2.55	4.34	4.22	3.21	0.39	2.27	1.78	2.83	1.64	1.35	2.74	1.37	1.16	1.76	0.68	3.28	2.94	4.5
1.29	0.98	4.23	0.9	2.61	4.75	4.54	3.47	0.77	2.55	2.04	3.26	1.87	1.73	2.85	1.82	1.44	2.26	1.08	3.43	3.27	5.03
0.59	0.17	3.64	0.2	1.94	4.01	3.84	2.87	0.19	2.02	1.53	2.69	1.3	1.14	2.45	1.24	0.86	1.73	0.33	2.82	2.59	4.5
0.86	0.46	3.78	0.41	2.29	4.34	4.3	3.1	0.32	2.15	1.77	2.86	1.47	1.31	2.42	1.38	0.86	1.93	0.58	3.07	2.7	4.46
0.36	0.05	3.43	-0.02	1.76	3.6	3.85	2.72	-0.06	1.82	1.45	2.62	1.1	0.81	2.32	0.85	0.56	1.41	0.02	2.48	2.33	4.14
0.21	-0.14	3.28	-0.31	1.68	3.64	3.64	2.51	-0.31	1.54	1.09	2.46	0.76	0.77	1.83	0.72	0.32	1.17	-0.2	2.25	2.29	3.99
0.76	0.62	3.96	0.49	2.24	4.26	4.18	3.16	0.49	2.18	1.81	2.98	1.54	1.44	2.37	1.42	1.02	1.88	0.51	3.05	2.87	4.39
0.44	0.12	3.35	0.14	1.99	3.85	4.02	2.68	-0.01	1.86	1.5	2.5	1.14	1.02	2.34	1.15	0.6	1.32	0.15	2.63	2.49	4
0.62	0.39	3.62	0.3	2.21	3.93	3.93	2.89	0.32	1.96	1.69	2.69	1.35	1.25	2.31	1.36	0.79	1.59	0.25	2.77	2.6	4
0.47	0.18	3.38	0.12	1.82	3.76	3.79	2.79	0.18	1.74	1.39	2.55	1.07	1.11	2.18	1.09	0.62	1.46	0.21	2.55	2.44	3.89
0.58	0.38	3.52	0.36	2.01	3.8	3.76	2.85	0.07	2	1.61	2.7	1.28	1.01	2.3	1.05	0.64	1.53	0.25	2.65	2.51	3.98
0.17	-0.04	3.05	-0.26	1.8	3.55	3.6	2.46	-0.23	1.45	1.17	2.31	0.87	0.68	1.95	0.82	0.33	1.16	-0.06	2.4	2.18	3.62
0.61	0.38	3.35	0.05	1.97	3.86	3.84	2.7	0.21	1.88	1.55	2.7	1.06	0.89	2.31	1.11	0.67	1.47	0.28	2.69	2.53	4.12
0.65	0.44	3.55	0.22	2.13	3.94	3.96	3.09	0.29	2.01	1.7	2.65	1.33	1.16	2.52	1.27	0.92	1.55	0.42	2.78	2.71	4.21
0.79	0.4	3.64	0.4	2.31	4.06	4.13	2.95	0.44	2.18	1.8	2.94	1.37	1.25	2.62	1.31	0.91	1.7	0.63	3	2.82	4.26
0.67	0.4	3.57	0.43	2.26	4.3	4.19	3.28	0.27	2	1.83	3.02	1.55	1.36	2.61	1.21	0.79	1.66	0.46	3.15	2.73	4.6
0.59	0.36	3.51	0.12	1.88	3.89	4.2	2.94	0	1.86	1.63	2.91	1.12	1.09	2.63	1.08	0.74	1.42	0.2	2.84	2.71	4.3
0.88	0.37	3.68	0.28	2.14	3.95	4.16	3.13	0.16	2.12	1.61	3.03	1.39	1.25	2.64	1.31	0.99	1.67	0.38	3.08	2.73	4.44
0.35	0.04	3.38	-0.23	1.94	3.71	3.88	2.86	-0.14	1.9	1.42	2.62	0.94	0.84	2.49	0.77	0.39	1.45	-0.11	2.84	2.55	4.21
0.66	0.37	3.69	0.2	2.1	4.15	4.2	3.02	0.22	2.03	1.6	2.91	1.19	1.26	2.57	1.28	0.88	1.64	0.29	3.03	2.87	4.44
0.74	0.39	3.82	0.33	2.27	4.25	4.28	3.28	0.23	2.14	1.76	3.06	1.43	1.5	2.68	1.38	1.01	1.81	0.39	3.07	2.84	4.65
0.93	0.6	3.81	0.57	2.27	4.41	4.51	3.35	0.34	2.4	1.97	3.17	1.58	1.31	3.06	1.49	1.16	1.75	0.58	3.13	3.04	4.56
1.21	0.94	4.11	0.85	2.87	4.59	5.17	3.59	0.75	2.6	2.26	3.5	2.1	1.69	3.47	1.99	1.37	2.22	0.96	3.66	3.39	4.93
0.77	0.39	3.54	0.23	2.32	4.17	4.39	3.21	0.28	2.28	1.8	3.14	1.32	1.26	2.92	1.31	0.9	1.7	0.49	3.01	2.89	4.57
0.84	0.7	3.9	0.51	2.52	4.52	4.39	3.55	0.57	2.52	2.02	3.37	1.71	1.49	3.22	1.49	1.23	1.91	0.56	3.3	3.13	4.85
0.65	0.37	3.46	0.3	2.46	4.17	4.48	3.45	0.35	2.31	1.89	3.04	1.59	1.24	3.01	1.36	1.04	1.79	0.43	3.15	2.94	4.8
0.76	0.58	3.73	0.41	2.5	4.39	4.6	3.42	0.35	2.27	1.92	3.04	1.62	1.36	2.96	1.4	0.95	1.66	0.45	3.44	3.15	4.77
0.48	0.16	3.48	0.06	2.3	4.18	4.35	3.23	0.31	2.08	1.66	3.02	1.5	1.12	2.8	1.3	0.89	1.61	0.25	2.99	2.77	4.54
1.1	0.9	4.24	0.77	2.94	4.92	5.08	3.98	0.8	2.69	2.25	3.85	2.12	1.91	3.69	1.72	1.38	2.18	0.96	3.79	3.34	5.29
1.07	0.65	4.13	0.63	2.92	4.46	4.85	3.7	0.47	2.64	2.25	3.51	1.81	1.64	3.44	1.61	1.39	2.13	0.66	3.55	3.53	4.93
0.64	0.31	3.56	0.13	2.34	4.27	4.45	3.27	-0.04	2.01	1.69	3.12	1.38	1.31	3.14	1.23	0.81	1.64	0.27	2.97	2.9	4.76
0.79	0.35	3.67	0.24	2.35	4.12	4.54	3.36	0.37	2.25	1.67	3.03	1.35	1.21	3.11	1.17	0.75	1.69	0.22	3.22	2.81	4.68
1.13	0.58	3.75	0.57	2.77	4.56	4.81	3.82	0.52	2.3	2.04	3.3	1.9	1.62	3.4	1.59	1.38	2.26	0.7	3.49	3.27	4.99
0.6	0.48	3.61	0.13	2.44	4.37	4.65	3.4	0.25	2.23	1.75	3.33	1.64	1.3	3.22	1.12	0.91	1.77	0.39	3.09	3.05	4.52
0.57	0.51	3.56	0.33	2.53	4.34	4.64	3.34	0.3	2.39	1.85	3.18	1.64	1.37	3.3	1.41	1.12	1.88	0.47	3.06	3.02	4.72
0.92	0.7	3.86	0.49	2.66	4.7	4.97	3.79	0.5	2.61	2.27	3.41	1.7	1.52	3.56	1.69	1.18	2.17	0.72	3.31	3.24	4.95
1.16	0.79	4.18	0.67	3.01	4.7	5.3	3.88	0.64	2.77	2.31	3.68	2.04	1.62	3.75	1.76	1.37	2.3	0.83	3.63	3.59	5.14
0.78	0.63	3.64	0.51	2.63	4.3	4.85	3.4	0.45	2.44	2.03	3.46	1.62	1.43	3.46	1.48	1.14	1.88	0.53	3.2	3.19	4.93
0.48	0.12	3.26	0.02	2.35	3.9	4.49	3.31	0	2.03	1.49	2.88	1.3	1.03	3.23	1.23	0.64	1.43	0.19	3.1	2.86	4.47
0.28	0.18	3.49	-0.05	2.24	4.12	4.68	3.37	0.05	2.09	1.61	2.99	1.33	0.93	3.32	1.2	0.73	1.52	0.31	3.21	2.93	4.63
