"Wavelength_A__P_"	"Impatiens_glandulifera_A__Er_1"	"Impatiens_glandulifera_A__Lr_2"	"Impatiens_glandulifera_A__Lr_3"	"Impatiens_glandulifera_A__Lr_4"	"Impatiens_glandulifera_A__Er_5"	"Cirsium_arvense_A__P_1"	"Convolvulus_sepium_A__P_1"	"Convolvulus_sepium_A__P_2"	"Convolvulus_sepium_A__P_3"	"Convolvulus_sepium_A__P_4"	"Rubus_caesius_A__P_1"	"Rubus_caesius_A__P_2"	"Saponaria_officinalis_A__P_1"	"Trifolium_repens_A__P_1"	"Trifolium_repens_A__P_2"
253.907	11.79	6.13	5.69	7.83	1.46	1.57	15.46	2.66	3.72	5.92	3.52	4.83	8.46	1.45	2.05
254.284	11.88	6.05	5.5	8.12	2.06	2.18	15.52	2.87	4.46	6.72	4.09	5.28	8.82	1.87	2.44
254.662	10.72	5.01	5.1	7.88	0.84	0.89	15.38	2.48	3.45	5.68	4.02	4.16	8.64	1.67	1.66
255.04	12.23	5.55	5.99	7.85	1.86	2.36	15.49	3.16	4.29	6.31	4.45	4.46	9.14	1.61	2.52
255.417	11.7	5.94	6.13	8.6	1.97	2.25	15.71	3.13	3.81	6.44	4.5	5.53	9.4	2.2	2.75
255.795	9.85	4.5	4.26	6.35	0.74	1.17	13.73	2.41	3.07	5.4	3.07	4.27	7.55	1.12	1.48
256.172	11.27	5.85	5.66	7.7	1.9	2.14	14.66	2.91	3.68	5.81	3.86	4.87	8.06	1.47	2.34
256.55	10.87	4.81	5.42	7.09	0.89	1.7	13.62	2.22	2.96	5.63	3.55	4.79	7.38	1.65	2.32
256.927	10.21	4.84	5.06	7.05	1.21	1.03	13.41	2.42	2.85	4.95	3.61	4.25	6.96	1.2	1.66
257.304	10.25	4.48	4.97	6.7	0.95	1.17	13.51	1.72	2.4	5.26	3.15	4.04	6.92	1.49	1.32
257.682	10.33	4.77	5.1	7.01	1.56	1.31	13.41	2.27	2.47	4.97	3.4	4.15	6.54	1.64	1.8
258.059	9.15	3.99	3.97	5.86	0.54	0.51	11.85	0.93	1.7	4.01	2.53	3.27	5.1	0.8	0.32
258.436	9.06	4.23	4.55	6.19	1.17	1.01	11.54	1.64	1.91	4.34	3.09	3.63	5.14	1.4	0.8
258.814	8.74	4.02	4.26	5.82	1	1.01	10.72	1.25	1.75	3.88	2.94	3.53	4.53	1.39	0.78
259.191	8.57	3.97	3.89	5.76	0.96	0.97	10.32	1.23	1.41	3.76	2.76	3.51	4.2	1.25	0.64
259.568	8.78	4	4.07	5.79	0.87	0.87	10.67	0.89	1.24	3.66	2.58	3.56	4.1	1.26	0.32
259.945	9.69	4.32	4.49	6.36	1.09	1.04	11.64	1.11	1.47	4.12	2.98	3.86	4.51	1.44	0.4
260.322	11.02	4.84	5.13	7.07	1.29	1.16	13.33	1.25	1.67	4.54	3.52	4.26	5.18	1.54	0.54
260.699	11.55	5.48	5.7	7.68	1.26	1.3	14.52	1.51	1.92	5.01	3.74	4.59	5.86	1.67	0.69
261.076	12.2	5.85	5.97	7.96	1.5	1.47	15.18	2.15	2.43	5.5	4	5.08	6.57	1.91	1.41
261.453	11.26	5.2	5.53	7.5	1.76	1.55	14.26	2.29	2.41	5.45	3.94	4.66	6.58	1.72	1.34
261.83	10.78	5.01	5.08	7.32	1.37	1.34	13.58	2.02	2.43	5.17	3.32	4.31	6.68	1.77	1.46
262.207	10.68	5.14	5.47	7.34	1.48	1.62	13.36	2.33	2.47	5.2	3.82	4.66	6.63	1.77	1.47
262.584	10.48	5.02	5.29	7.05	1.3	1.26	13.55	2.06	2.47	4.99	3.1	4.55	6.65	1.71	1.4
262.961	10.92	5.02	5.34	7.21	1.18	1.22	14.12	2.13	2.46	5.65	3.52	4.43	7.01	1.45	1.11
263.338	11.28	5.42	5.56	7.45	1.31	1.45	14.28	2.08	2.84	5.81	3.78	4.67	7.17	1.52	1.14
263.715	11.31	5.93	5.72	7.82	2.01	1.63	14.86	2.52	3.2	5.68	4.02	4.79	7.83	2.04	2.09
264.091	10.54	5.38	5.54	7.43	1.84	1.45	13.94	2.3	2.95	5.86	3.85	4.08	7.59	1.44	2.03
264.468	9.91	5.21	5.22	7.23	1.32	1.54	13.93	2.39	2.95	5.15	3.34	4.38	7.26	1.32	1.58
264.845	10.81	5.5	5.9	7.28	1.64	1.98	13.97	2.91	3.37	5.9	3.84	4.7	7.53	1.86	2.36
265.221	10.49	5.08	5.36	7.32	1.7	1.7	13.3	2.28	3.2	5.27	3.85	4.5	7.06	1.63	1.83
265.598	9.53	4.23	4.23	6.61	1.12	0.77	12.39	1.64	2.43	4.4	2.92	3.84	6.23	0.88	0.96
265.974	9.95	4.94	4.72	6.89	1.63	1.22	12.51	1.94	2.6	4.79	3.43	4.22	6.14	1.73	1.23
266.351	9.73	4.71	4.58	6.59	1.19	1.09	12.41	1.61	2.15	4.79	3.22	4.03	5.86	1.54	0.88
266.727	9.92	4.7	4.79	6.9	1.51	1.4	12.59	1.73	2.19	4.78	3.27	4.05	5.87	1.36	1.08
267.104	10.26	4.87	4.97	6.91	1.28	1.38	13.11	1.87	2.34	4.78	3.4	4.19	6.31	1.53	1.26
267.48	10.58	5.14	5.29	7.25	1.44	1.52	13.15	2.03	2.79	4.94	3.45	4.68	6.45	1.64	1.53
267.856	10.42	5.01	5.45	7.42	1.55	1.47	13.28	2.2	2.61	5.16	3.7	4.41	6.64	1.76	1.16
268.233	10.44	5.41	5.29	7.29	1.62	1.2	13.72	1.95	2.5	5.12	3.75	4.45	6.73	1.83	1.53
268.609	10.61	5.38	5.39	7.16	1.67	1.6	13.47	2.33	2.98	5.64	3.34	4.75	6.77	1.91	1.8
268.985	10.47	5.23	4.96	7.23	1.46	1.23	13.01	2.17	2.57	5.29	3.64	4.28	6.27	1.8	1.5
269.362	9.91	4.63	4.88	6.66	1.38	1.07	13.25	1.87	2.23	4.94	3.33	3.82	6.14	1.26	1.4
269.738	10.01	4.51	5.08	6.77	1.01	1.02	12.81	1.77	2.44	4.61	3.28	3.92	6.14	1.15	1.02
270.114	9.97	4.83	5.06	6.53	1.29	1.38	12.46	1.86	2.43	4.74	3.17	3.91	6.2	1.4	1.27
270.49	9.76	4.76	4.98	6.76	1.31	1.36	12.13	1.88	2.23	4.52	3.26	4.15	5.76	1.69	1.28
270.866	9.9	4.7	4.72	6.44	1.24	1.1	11.57	1.5	1.99	4.48	3.36	4.01	5.72	1.69	1.12
271.242	9.97	4.67	4.92	6.51	1.31	1.21	11.94	1.61	2.14	4.57	3.23	4.03	5.5	1.59	1.09
271.618	10.13	4.93	5.04	6.78	1.19	1.19	12.33	1.73	2.27	4.72	3.36	4.22	5.72	1.48	1.06
271.994	10.33	5.13	5.23	6.9	1.45	1.56	12.4	1.93	2.38	4.87	3.57	4.43	5.7	1.87	1.24
272.37	10.06	4.82	5.14	6.98	1.25	1.09	12.42	1.71	2.21	4.52	3.44	4.36	5.58	1.69	1.02
272.746	10.4	5.13	5.08	6.72	1.14	1.26	12.4	1.76	2.24	4.65	3.26	4.48	5.67	1.67	1.12
273.122	10.58	4.99	5.2	7.04	1.48	1.2	13.16	1.61	2	4.81	3.43	4.2	5.92	1.44	1.03
273.497	10.69	4.88	5.14	6.99	0.95	0.91	13.25	1.75	1.98	4.76	3.08	4.12	6.04	1.26	0.83
273.873	10.42	4.69	4.61	6.68	0.71	0.65	12.89	1.39	2.02	4.56	2.91	3.96	6.05	1.21	0.66
274.249	10.96	5.49	5.72	7.12	1.51	1.51	13.12	2.18	2.71	5.33	3.83	4.56	7.06	1.83	1.52
274.625	10.4	4.83	5.14	6.79	0.77	0.74	12.65	1.47	2	4.69	3.09	4.05	6.13	1.32	1.04
275	11.28	5.56	5.45	7.41	1.95	1.91	13.26	2.41	2.68	5.34	4.03	4.8	6.77	2.25	1.94
275.376	10.91	5.22	5.19	7.03	1.51	1.18	12.74	2.07	2.62	4.98	3.38	4.42	6.32	1.55	1.62
275.751	10.93	5.27	5.39	6.91	1.33	1.08	12.72	1.8	2.49	4.74	3.53	4.24	6.34	1.73	1.27
276.127	11.21	5.08	5.43	7.17	1.2	1.36	12.76	1.77	2.52	4.88	3.38	4.26	6.58	1.51	1.15
276.502	11.08	5.33	5.25	7.23	1.21	1.36	12.63	1.78	2.41	4.77	3.47	4.17	6.58	1.6	1.3
276.878	10.55	4.69	5.26	6.81	1.03	0.84	12.68	1.62	2.05	4.5	3.16	3.94	6.13	1.17	0.92
277.253	10.93	5.22	5.28	6.9	1.19	1.19	12.91	1.82	2.58	4.61	3.23	4.13	6.34	1.31	1.22
277.629	11.29	5.55	5.54	7.38	1.23	1.11	13.19	1.61	2.55	4.89	3.38	4.19	6.76	1.48	1.21
278.004	11.7	5.79	5.73	7.59	1.78	1.66	13.37	1.96	2.61	5.01	3.7	4.59	7.08	1.72	1.74
278.379	11.48	5.91	6	7.32	1.59	0.98	13.41	2.15	2.62	5	3.61	4.53	6.97	1.8	1.67
278.755	11.41	5.09	5.43	7.12	1.38	1.13	12.87	2	2.63	4.72	3.26	4.16	6.69	1.06	1.13
279.13	11.43	5.34	5.5	7.37	1.41	1.29	12.76	1.92	2.52	4.79	3.52	4.32	6.64	1.43	1.38
279.505	11.73	5.58	5.67	7.15	1.25	1.6	12.89	2.14	2.76	5.23	3.66	4.63	6.93	1.78	1.4
279.88	11.43	5.49	5.44	7.13	1.45	1.2	12.47	1.8	2.44	4.74	3.41	4.41	6.23	1.52	1.29
280.255	11.37	5.1	5.11	6.67	0.87	0.97	12.35	1.61	2.15	4.43	3.04	4.01	6.15	1.25	1
280.63	10.98	4.98	5.25	6.59	0.73	0.83	12.01	1.66	1.91	4.36	2.8	3.87	6	1.11	0.84
281.005	11.31	5.41	5.51	6.91	1.39	1.15	12.11	1.9	2.25	4.39	3.41	4.45	6.07	1.67	1.26
281.38	11.79	5.52	5.79	7.26	1.33	1.8	12.15	2	2.45	4.53	3.32	4.51	6.33	1.78	1.16
281.755	11.07	5.09	5.17	6.85	1.03	0.89	11.69	1.62	2.21	4.14	3.05	3.99	5.67	1.25	0.72
282.13	11.43	5.35	5.53	6.89	1.12	0.83	11.91	1.55	1.9	4.15	3.09	4.04	5.73	1.29	0.8
282.505	11.93	5.16	5.51	7.08	1.03	1.08	12.66	1.71	2.15	4.51	3.06	4.26	5.98	1.46	0.75
282.88	12.26	5.6	5.7	7.23	1.23	0.98	12.61	1.75	2.19	4.75	3.23	4.14	6.31	1.36	1.03
283.255	12.19	5.66	5.65	7.15	1.33	1.32	12.51	1.7	2.37	4.7	3.44	4.32	6.43	1.43	1.23
283.63	11.48	4.94	5.16	6.54	0.66	0.75	11.74	1.36	1.86	3.98	2.85	3.86	5.77	0.99	0.66
284.004	11.6	5.5	5.58	7.3	1.17	1.28	11.55	1.72	2.07	4.57	3.16	4.1	5.87	1.21	1.11
284.379	11.66	5.54	5.57	7.02	1.11	1.15	11.47	1.62	2.04	4.24	3.11	4.19	5.92	1.45	1.15
284.754	11.91	5.44	5.32	6.67	1.18	1.03	11.39	1.4	1.96	4.44	3.01	3.72	5.35	1.56	1.06
285.128	11.91	5.62	5.46	6.83	1.4	1.14	11.38	1.63	2.13	4.27	3.2	4.26	5.58	1.48	1
285.503	11.83	5.54	5.7	7.1	1.34	1.24	11.21	1.66	2.01	4.26	3.1	4.16	5.61	1.53	0.87
285.878	12.12	5.58	5.67	6.89	1.08	1.02	11.23	1.48	1.78	4.03	3.27	4.02	5.47	1.33	0.91
286.252	12.47	5.79	5.7	7.03	1.18	0.91	11.71	1.36	1.73	4.1	3.06	3.94	5.44	1.08	0.69
286.627	12.91	5.97	6.1	7.5	1.13	1.03	12.39	1.49	2.01	4.6	3.26	4.39	6.11	1.3	0.9
287.001	13.36	6.17	6.51	7.77	1.49	1.53	12.9	1.85	2.21	4.72	3.54	4.58	6.74	1.65	1.32
287.375	13.65	6.28	6.2	7.83	1.39	1.17	12.66	1.83	2.33	4.64	3.5	4.53	6.67	1.7	1.41
287.75	13.39	6.07	6.46	7.63	1.32	1.52	12.3	1.76	2.53	4.67	3.66	4.38	6.68	1.57	1.33
288.124	12.98	5.53	5.93	6.96	1	1.02	11.83	1.44	2	4.45	3.09	4.04	6.24	1.25	0.95
288.498	12.75	5.67	5.8	7.02	0.97	1.11	11.54	1.66	1.95	4.27	3.04	4.05	6.24	1.38	0.86
288.873	13.32	6.25	6.42	7.56	1.45	1.37	11.83	2.01	2.28	4.51	3.63	4.48	6.62	1.92	1.43
289.247	13.21	5.98	6.11	7.41	1.27	1.16	11.63	1.52	2.08	4.08	3.17	4.33	6.22	1.41	1.11
289.621	13.51	6.2	6.09	7.43	1.56	1.43	11.63	1.77	2.41	4.43	3.3	4.47	6.27	1.66	1.07
289.995	13.37	6.22	6.13	7.24	1.06	1.13	11.36	1.34	2.01	4.37	2.99	4.2	6	1.25	0.99
290.369	13.57	6.02	6.1	7.24	1.3	1.03	11.46	1.66	1.85	3.87	2.97	3.9	6.01	1.11	0.72
290.743	13.9	6.26	6.3	7.45	1.08	1.17	11.89	1.58	1.9	4.28	3.2	4.15	6.27	1.31	0.96
291.117	14	6.11	6.57	7.62	1.04	1.04	12.04	1.3	1.98	3.79	3.08	4.2	6.6	1.05	0.62
291.491	14.82	6.66	7	7.95	1.94	1.52	12.67	2.11	2.24	4.68	3.41	4.84	7.48	1.6	1.37
291.865	15.42	7.09	7.18	8.4	1.84	1.78	13.45	2.3	2.98	5.33	3.62	4.99	7.42	2.27	1.78
292.239	14.62	6.5	6.95	8.22	1.73	1.43	12.45	2.01	2.37	4.62	3.43	4.62	7.2	1.55	1.41
292.613	14.15	6.18	6.22	7.59	1.34	1	12.08	1.62	2.25	4.4	3.12	4.25	7.24	1.28	1.4
292.987	14.26	6.54	6.47	7.78	1.36	1.25	12	1.95	2.31	4.21	3.2	4.3	6.95	1.69	1.35
293.361	14.49	6.67	6.52	7.8	1.64	1.31	11.72	1.89	2.44	4.47	3.12	4.2	7.09	1.54	1.33
293.734	14.95	6.96	7.13	8.27	1.93	1.76	11.89	2.04	2.64	4.55	3.81	4.68	7.17	1.59	1.44
294.108	15.34	6.76	7.11	8.34	1.92	1.61	12.07	2.16	2.56	4.67	3.45	4.73	7.2	2.07	1.59
294.482	15.06	6.5	6.79	7.78	1.59	1.27	12.03	1.72	2.33	4.36	3.3	4.38	7.1	1.54	1.22
294.856	15.54	6.76	7.18	8.01	1.46	1.37	11.83	1.86	2.36	4.3	3.44	4.16	6.9	1.71	1.37
295.229	15.3	6.95	7.02	8.05	1.65	1.45	11.8	1.84	2.06	4.34	3.39	4.59	6.96	2.02	1.45
295.603	15.04	6.64	6.87	7.79	1.48	1.49	11.4	1.71	2.05	4.27	3.09	4.32	6.84	1.67	0.97
295.976	14.73	6.55	6.89	7.76	1.68	1.35	11.12	1.72	2.07	4.17	3.22	4.44	6.41	1.63	1.14
296.35	14.62	6.5	6.48	7.6	1.46	1.12	10.32	1.55	1.88	3.74	3.13	3.93	5.95	1.35	0.86
296.723	14.85	6.29	6.56	7.41	1.31	1.04	10.37	1.33	1.52	3.94	2.9	4.13	6.16	1.33	0.71
297.097	15.35	6.48	6.87	7.55	1.51	1.07	10.81	1.25	1.73	3.81	3.02	4.1	6.28	1.4	0.8
297.47	16.14	6.85	6.81	7.81	1.38	1.02	11.38	1.19	1.62	3.84	3.05	4.2	6.48	1.47	0.68
297.843	16.55	7.12	7.29	8.08	1.53	1.06	11.43	1.34	1.71	4.05	3.18	4.37	6.8	1.52	0.64
298.217	17.11	7.23	7.5	8.21	1.39	1.09	12.03	1.41	1.87	4.26	3.31	4.42	7.1	1.29	0.69
298.59	17.1	7.45	7.71	8.63	1.63	1.49	12.46	1.77	2.1	4.47	3.42	4.59	7.61	1.66	1.07
298.963	16.65	7.37	7.5	8.18	1.42	0.98	11.94	1.55	2.03	4.29	3.29	4.25	7.29	1.61	1.03
299.336	16.87	6.99	7.18	8.01	1.51	0.93	11.75	1.35	1.76	4.28	3.09	4.28	7.66	1.39	0.95
299.709	16.84	7.18	7.46	8.09	1.41	1.37	11.84	1.79	2.11	4.42	3.33	4.69	7.59	1.53	0.91
300.083	16.58	7.16	7.51	8.38	1.51	1.39	11.96	1.98	2.24	4.34	3.39	4.62	7.49	1.72	1.34
300.456	16.62	6.78	6.94	7.85	1.24	0.86	11.82	1.62	1.93	3.9	2.59	3.99	7.08	1.1	0.55
300.829	16.72	6.9	6.91	7.82	1.45	0.65	11.72	1.37	1.96	3.87	2.91	4.15	7.28	1.28	0.81
301.202	17.01	7.29	7.11	8.2	1.31	1.33	11.82	1.8	2.19	4.19	3.22	4.28	7.55	1.58	1.16
301.575	17	7.2	7.39	8.24	1.58	1.08	11.82	1.39	2.16	3.83	3.17	4.12	7.61	1.55	0.95
301.948	17.08	7.03	7.25	8.04	1.44	1	11.95	1.39	1.76	3.93	3.14	4.07	7.41	1.08	0.93
302.32	17.97	7.79	8.29	8.74	2.21	1.53	12.47	2.3	2.6	4.97	3.77	4.9	8.38	1.87	1.56
302.693	17.44	7.43	7.85	8.38	1.63	0.95	12.03	1.57	2.24	4.31	3.25	4.15	7.73	1.58	1.12
303.066	17.54	7.9	7.89	8.41	2.05	1.61	12.23	2.39	2.42	4.56	3.58	4.61	8.06	1.73	1.47
303.439	17.06	7.16	7.35	7.85	1.7	0.91	11.46	1.56	2.3	3.94	2.97	4.03	7.24	1.41	0.97
303.812	17.14	7.54	7.7	8.4	1.81	1.19	11.68	1.93	2.33	4.42	3.47	4.56	7.56	1.23	1.26
304.184	17.22	7.8	7.58	8.31	1.73	1.25	11.74	1.7	2.32	4.15	3.54	4.43	7.44	1.48	1.02
304.557	17.36	7.38	7.45	8.11	1.52	0.98	11.54	1.66	1.82	4.21	3.32	4.4	7.47	1.38	0.7
304.93	17.81	7.99	7.85	8.4	1.55	1.15	11.98	1.91	2.29	4.29	3.12	4.43	7.75	1.49	1
305.302	17.55	7.47	7.77	8.27	1.42	1.12	11.74	1.79	1.98	4.36	3.24	4.46	7.93	1.45	1.16
305.675	17.57	7.78	7.5	8.47	1.44	0.95	11.67	1.59	2.01	4.19	3.07	4.01	7.59	1.46	1.06
306.047	18.18	8.12	8.3	8.86	2.11	1.41	12.49	2.28	2.69	4.66	3.28	4.99	8.37	1.73	1.58
306.42	18.22	7.72	7.86	8.45	1.86	1.11	12.34	1.78	2.38	4.51	3.3	4.4	8.29	1.45	1.54
306.792	18.57	8.13	8.42	9.04	2.14	1.38	12.78	2.51	2.67	4.87	3.8	4.65	8.55	1.83	1.67
307.164	18.56	8.05	8.51	9.04	2.49	1.58	12.95	2.23	3.05	4.87	4.02	4.81	8.5	2.27	1.9
307.537	17.91	7.61	7.99	8.54	1.81	1.14	12.06	1.93	2.42	4.16	3.45	4.2	7.77	1.79	1.29
307.909	18.11	7.72	7.9	8.86	1.9	1.38	11.9	2.2	2.35	4.42	3.31	4.15	7.95	1.62	1.47
308.281	17.82	7.96	8.08	8.57	2.06	1.51	11.78	1.98	2.73	4.54	3.53	4.66	7.62	1.65	1.88
308.654	17.9	7.63	7.73	8.06	1.72	1.14	11.53	1.52	2.26	4.01	3.08	4.25	7.25	1.67	0.99
309.026	17.47	7.29	7.51	7.92	1.55	0.71	11.11	1.2	1.99	3.78	2.69	4.12	6.77	1.39	0.42
309.398	17.8	7.45	8	8.24	1.76	1.15	11.31	1.39	1.98	4.03	3.18	4.41	7.04	1.56	0.69
309.77	18.29	8.24	8.21	8.53	2.04	1.7	11.41	1.87	2.56	4.19	3.61	4.62	7.21	2.09	1.3
310.142	18.33	7.73	7.86	7.92	1.75	1.08	11.31	1.54	1.99	3.96	3.31	4.18	6.84	1.51	1.07
310.514	18.15	7.56	7.84	7.96	1.81	1.18	11.13	1.34	1.89	3.87	3.09	4.17	6.68	1.5	0.86
310.886	18.12	7.36	7.53	7.93	1.64	0.77	10.72	1.19	1.66	3.71	2.97	4.15	6.51	1.26	0.78
311.258	18.12	7.72	7.71	8.16	1.66	0.75	10.95	1.33	1.61	3.8	2.99	4.2	6.47	1.32	0.75
311.63	19.03	7.82	8	8.54	1.65	0.97	11.23	1.43	1.88	3.99	3.28	4.45	6.72	1.62	0.98
312.002	19.3	8.09	8.7	8.57	1.84	1.23	11.92	1.61	2	4.2	3.2	4.35	6.99	1.61	1.01
312.374	20.27	8.5	8.64	8.95	1.92	1.32	12.5	1.75	2.37	4.41	3.46	4.8	7.47	1.93	1.18
312.746	20.25	8.51	9.11	9.22	2.24	1.55	12.85	2.2	2.55	4.45	3.63	4.67	7.91	1.78	1.61
313.117	19.47	8.47	8.43	8.57	1.84	1.18	12.15	2.04	2.08	4.19	3.34	4.44	7.62	1.76	1.33
313.489	18.38	7.22	7.53	7.39	1.18	0.24	11.16	1.14	1.46	3.65	2.39	3.47	6.64	0.66	0.3
313.861	18.84	7.7	7.93	8.41	1.5	0.79	11.38	1.45	2.05	3.9	3.12	3.9	7.2	0.89	0.75
314.232	18.92	7.64	7.61	7.99	1.22	0.21	10.97	1.44	1.69	3.52	2.68	3.55	6.68	1.02	0.48
314.604	19.28	8.31	8.37	8.49	2.05	1.41	12	2.04	2.69	4.29	3.16	4.63	7.45	1.65	1.33
314.976	20.07	8.29	8.83	8.71	1.85	1.14	12.07	1.91	2.18	4.34	3.4	4.27	7.25	1.55	1.35
315.347	20.27	8.6	9.14	9.11	1.96	1.42	12.43	2.21	2.69	4.77	3.87	5.11	7.88	1.77	1.56
315.719	19.6	8.15	8.63	8.66	1.88	0.9	12.01	1.57	2.43	4.23	3.28	4.46	7.18	1.6	1.38
316.09	20.47	8.67	8.92	9.29	1.85	1.24	12.24	2.13	2.17	4.61	3.63	4.59	7.89	2.03	1.51
316.462	19.16	7.72	8.34	8.1	1.32	0.53	11.7	0.93	1.71	3.65	2.67	3.75	7.07	1.05	0.77
316.833	19.62	8.52	8.54	8.5	1.89	1.21	12.37	1.74	2.33	4.64	3.09	4.55	7.68	1.67	1.3
317.204	20.13	8.38	8.57	8.24	1.45	0.81	12.7	1.57	2.2	4.36	3.39	3.99	7.92	1.48	0.86
317.576	19.82	8.26	8.25	8.47	1.63	0.92	12.27	1.38	2.11	4.19	3.05	3.98	8	1.2	0.76
317.947	19.88	8.5	8.82	8.77	1.4	0.88	12.44	1.54	2.33	4.18	3.26	4.14	7.34	1.31	0.7
318.318	20.13	8.54	8.57	8.49	1.85	0.96	12.85	1.53	2.48	4.18	3.21	4.25	7.66	1.44	0.97
318.689	20.18	8.34	8.33	8.61	1.68	0.96	12.01	1.68	2.31	4.13	3.18	4.03	7.31	1.54	1.27
319.06	19.48	8.21	8.68	8.29	1.58	1.05	12.27	1.78	2.08	3.95	3.14	4.3	7.73	1.36	1.32
319.432	20.33	8.81	8.87	8.83	2.11	1.44	12.64	2.06	2.68	4.51	3.71	4.39	7.81	1.73	1.54
319.803	20.38	8.11	8.14	8.55	0.95	0.3	12.33	1.32	1.5	3.56	2.77	3.67	7.21	0.94	0.49
320.174	20.75	8.75	8.47	8.65	1.72	1.11	12.71	1.92	2.46	4.43	3.39	4.71	7.99	1.79	1.38
320.545	20.3	8.35	8.54	8.17	1.68	0.6	12.55	1.67	1.98	4.41	3.22	4.4	7.73	1.31	1.07
320.916	19.68	8.15	7.85	8.36	1.24	0.64	11.89	1.14	2.25	3.44	2.87	3.82	7.02	0.99	0.41
321.286	20.1	8.5	8.46	8.41	1.82	0.77	12.43	1.58	2.34	4.49	2.85	4.24	7.36	1.11	1.16
321.657	19.55	7.8	7.77	7.91	1.25	0.52	11.62	1.33	1.77	3.85	2.44	3.33	6.99	0.96	0.59
322.028	20.03	8.33	8.38	8.44	1.82	1.03	12.45	2.02	2.46	4.38	3.28	4.59	7.62	1.44	1.07
322.399	19.35	7.95	8.28	8.07	1.38	0.71	11.6	1.56	1.81	3.49	2.99	3.54	6.95	1.34	0.82
322.77	19.6	8.11	8.61	8.16	1.76	0.89	11.34	1.65	2.19	4.17	2.82	3.78	7.25	1.6	1.02
323.14	19.79	7.79	7.89	7.54	1.06	0.18	10.82	1.12	1.68	3.15	2.25	3.7	6.84	0.96	0.3
323.511	19.34	7.65	7.82	7.46	0.91	0.32	10.74	0.94	1.58	3.41	2.88	3.4	6.34	0.71	0.32
323.882	19.34	7.68	7.89	7.6	1.17	0.39	11.05	0.88	1.63	3.35	2.35	3.73	6.25	1.11	0.39
324.252	19.33	7.94	8.06	7.73	1.52	0.28	11.09	0.94	1.72	3.55	2.8	3.68	6.28	1.02	0.58
324.623	19.33	7.79	7.81	7.66	0.95	0.03	10.75	0.93	1.62	3.27	2.6	3.4	6.02	0.82	0.37
324.994	20.23	7.6	8.04	8.33	1.53	0.74	11.64	1.25	1.75	3.69	2.89	3.87	7.11	1.31	0.79
325.364	19.52	7.47	7.72	7.36	1.03	0.01	10.97	0.9	1.22	3.43	2.36	3.44	6.36	0.7	0.25
325.734	19.1	7.57	7.89	7.48	0.82	0.31	10.81	0.82	1.49	3.34	2.61	3.46	6.14	0.58	0.17
326.105	19.6	7.85	8.02	7.74	1.58	0.27	11.22	1.17	2.04	3.43	2.64	3.98	6.33	1.16	0.71
326.475	19.3	7.9	7.65	7.68	0.87	0.13	11.06	0.88	1.37	3.17	2.44	3.29	6	0.5	0.23
326.846	20.01	8.38	8.11	7.8	1.06	0.3	11.47	1.18	1.54	3.11	2.84	3.64	6.87	0.78	0.72
327.216	20.23	8.41	8.79	7.92	1.33	0.45	11.88	1.56	1.65	3.66	2.95	3.93	7.12	1.24	0.53
327.586	20.14	8.03	7.8	7.83	0.91	0.2	11.73	1.07	1.33	3.32	2.39	3.37	6.57	0.92	0.04
327.956	20.08	8.32	8.57	8.26	1.73	0.94	11.58	1.57	2.07	4.1	3.32	4.15	7.13	1.73	0.74
328.327	19.84	8.04	8.19	8.15	1.19	0.32	11.79	1.24	2.05	3.52	3.31	3.74	6.94	1.12	0.52
328.697	20.18	8.54	8.32	8.01	1.58	0.77	12.18	1.64	2.15	4.11	3.05	3.98	7.26	1.63	1.12
329.067	19.64	7.86	8.38	7.95	1.04	0.65	11.8	0.92	1.87	3.46	2.53	3.75	7.05	1.24	0.58
329.437	19.61	7.62	7.73	7.78	1.17	0.3	11.36	1	1.89	3.31	2.39	3.6	6.79	0.56	0.14
329.807	19.72	8.05	8.21	8.02	1.33	0.4	11.68	1.02	1.61	3.73	2.55	3.78	7.08	0.77	0.79
330.177	19.8	8.24	8.23	8.07	1.25	0.49	11.56	1.25	2.07	3.4	2.9	3.58	7.25	1.01	0.73
330.547	19.91	7.91	8.44	8.06	1.14	0.41	11.95	1.37	2.24	3.85	3.17	4.04	7.45	1.09	0.53
330.917	19.77	8.04	8.6	8.05	1.4	0.8	12	2.02	1.82	3.62	3.26	4.12	7.18	1.2	0.79
331.287	19.34	7.67	7.81	7.4	0.88	0.2	11.09	1.23	1.42	3.42	2.51	3.18	6.51	0.85	-0.01
331.656	20.01	7.75	8.27	7.79	1.45	0.62	11.42	1.42	1.72	3.44	3.18	3.79	7.03	1.14	0.15
332.026	20.19	7.85	8.55	7.79	1.29	0.59	11.68	1.22	1.67	3.85	3.25	3.84	7.08	1.1	0.78
332.396	19.7	7.86	8.39	7.54	1.53	0.31	11.26	1.29	1.69	3.4	3.11	3.78	6.82	1.39	0.55
332.766	19.66	8.19	8.4	7.73	1.62	1	11.72	1.52	2.09	4.05	2.95	4.09	7.09	1.21	0.81
333.135	19.14	7.5	7.53	7.51	0.88	0.31	11.04	1.08	1.25	3.15	2.32	3.18	6.44	1.01	0.32
333.505	19.33	7.43	7.64	7.32	0.59	-0.5	10.9	0.34	1.03	2.77	2.36	2.87	6.01	0.21	-0.29
