"Campanula_persicifolia_I__P_1"	"Campanula_persicifolia_I__P_2"	"Convolvulus_sepium_I__Pr_1"	"Convolvulus_sepium_I__P_2"	"Convolvulus_sepium_I__Pr_3"	"Convolvulus_sepium_I__P_4"	"Helminthia_echioides_I__P_1"	"Helminthia_echioides_I__P_2"	"Mentha_suaveolens_I__P_1"	"Mentha_suaveolens_I__P_2"	"Mentha_suaveolens_I__P_3"	"Mentha_suaveolens_I__P_4"	"Filipendula_ulmaria_I__P_1"	"Filipendula_ulmaria_I__P_2"	"Filipendula_ulmaria_I__P_3"	"Filipendula_ulmaria_I__P_4"	"Spiraea_japonica_I__P_1"	"Spiraea_japonica_I__P_2"	"Spiraea_japonica_I__P_3"	"Spiraea_japonica_I__P_4"	"Anthriscus_sylvestris_I__P_1"	"Anthriscus_sylvestris_I__P_2"	"Anthriscus_sylvestris_I__P_3"	"Anthriscus_sylvestris_I__P_4"	"Anthriscus_sylvestris_I__P_5"	"Impatiens_glandulifera_I__Lr_1"	"Impatiens_glandulifera_I__Er_2"	"Impatiens_glandulifera_I__Lr_3"	"Impatiens_glandulifera_I__Er_4"	"Impatiens_glandulifera_I__Lb_5"	"Impatiens_glandulifera_I__Eb_6"	"Eupatorium_cannabinum_I__P_1"	"Eupatorium_cannabinum_I__P_2"	"Geranium_robertianum_I__P_1"	"Geranium_robertianum_I__P_2"	"Geranium_robertianum_I__P_3"	"Geranium_robertianum_I__P_4"	"Hypericum_perforatum_I__P_1"	"Hypericum_perforatum_I__P_2"	"Lotus_corniculatus_I__P_1"	"Lotus_corniculatus_I__P_2"	"Lotus_corniculatus_I__P_3"	"Reynoutria_japonica_I__P_1"	"Reynoutria_japonica_I__P_2"	"Buddleja_davidii_I__P_1"	"Buddleja_davidii_I__P_2"
74.75	68.32	74.45	84.77	75.87	73.2	64.01	77.23	14.77	20.35	81.39	42.43	76.33	109.89	59.24	116.69	78.33	99.89	134.67	108.02	119.53	43.76	16.41	172.39	32.9	65.87	75.27	89.93	58.98	87.55	98.96	87.9	100.15	57.31	112.07	9.04	177.42	102.39	135.85	101.17	34.11	104.22	106.64	108.02	86.32	52.41
76.73	69.27	75.37	84.62	77.8	74.44	63.44	79.36	14.42	21.03	82.43	43.02	80.84	113.22	60.17	117.06	77.96	101.14	137.21	110.59	122.06	43.9	17.31	177.8	31.72	66.37	76.11	93.66	60.32	90.59	98.44	90.97	102.91	59.54	115.76	7.78	181.87	102.13	140.2	102.31	33.34	104.04	108.7	111.69	87.89	52.88
75.99	68.95	75.01	84.88	77.14	73.78	64.68	79.33	15.2	21.22	82.65	42.24	78.33	111.26	62.81	116.72	80.07	99.06	136.42	109.97	120.6	44.36	18.79	177.98	33.4	67.6	79.33	94.56	59.61	90.25	99.67	90.42	101	59.54	113.63	11.04	179.53	102.59	138.11	101.16	33.53	104.61	108.44	109.54	89.4	53.1
75.23	68.72	73.68	84.18	75.88	73.61	63.3	79.4	14.05	20.77	83	43.5	79.76	110.98	59.84	119.09	77.12	101.51	138.14	107.46	123.08	43.75	18.86	177.56	34.42	65.78	76.56	95.63	58.96	89.92	97.03	89.77	103.03	59.98	114.65	7.46	182.45	104.3	139.36	101.12	33.45	104.75	108.87	111.38	87.93	53.99
78.4	68.44	76.22	87.21	78.25	73.74	64.13	80.6	14.49	21.22	85.09	43.36	81.1	113.61	61.67	119.81	80.33	102.83	140.88	111.89	124.11	42.93	16.44	182.74	33.79	69.37	78.23	94.51	60.77	90.23	101.85	91.21	103.12	61.09	118.74	7.97	184.85	106.45	140.77	104.96	35.44	107.15	113.88	113.03	90.57	56.61
77.58	70.51	75.38	85.26	77.67	74.88	64.84	80.57	15.22	20.4	82.41	43.47	79.79	112.71	62.51	120.49	78.91	105.26	141.82	111.93	123.97	45.42	16.01	183.76	35.48	69.23	77.26	96.09	58.88	89.27	102.79	91.69	104.41	60.36	118.38	8.84	184.11	104.64	141.81	104.78	34.69	108.44	112.3	111.98	90.95	56.63
76.99	69.66	75.1	86.51	79.55	73.47	63.77	80.97	15.27	21.73	84.6	43.61	80.84	114.69	59.82	122.4	80.5	104.29	142.1	112.11	125.55	46.47	16.96	185.44	34.69	70.15	78.26	97.29	60.85	92.18	102.18	92.97	106.66	61.21	120.26	9.04	189.93	104.86	142.2	105.28	34.43	109.31	114.98	114.39	91.09	55.68
78.42	69.95	74.93	84.3	78.02	76.01	62.71	81.94	15.38	20.46	85.18	43.37	81	114.32	60.93	121.21	81.19	106.48	142.75	114.43	125.8	45.94	16.21	184.26	33.84	68.65	78.31	97.15	59.36	90.44	103.02	90.07	105	59.71	120.46	7.06	190.31	105.04	144.65	106.3	32.9	108.58	113.5	115.32	91.53	55.99
80.36	71.5	78	88.89	80.19	77.13	66.05	84.36	15.51	23.49	86.66	44.6	84.09	118.64	62.13	125.03	83.24	108.32	145.81	116.5	129.49	47.68	18.54	188.29	35.62	71.82	79.75	100.13	61.64	95.09	105.16	92.73	108.91	63.43	122.02	8.66	193.05	109.5	146.91	108.47	35.94	111.95	116.3	116.35	91.78	58.69
79.57	72.34	75.9	87.08	77.98	74.61	64.97	81.99	15.22	21.44	85.91	44.29	83.25	119.19	60.58	124.79	81.38	107.79	146.25	115.42	129.24	46.44	16.09	188.64	36.65	70.75	79.87	99.23	61.97	93.32	103.16	94.33	108.62	61.13	119.96	7.38	194.16	108.22	146.68	109.26	35.02	112.22	115.45	116.8	93.59	56.36
78.96	70.81	76.47	87.2	79.65	76.57	64.18	81.28	15.31	21.14	86.02	44.36	84.25	119.82	60.26	125.93	82.38	108.68	145.87	117.18	129.1	46.92	17.63	189.79	35.65	72.77	81.25	99.64	63.16	93.56	104.12	93.57	109.9	62.41	123.19	7.82	196.38	108.55	148.18	109	34.9	111.87	118.15	116.88	94.39	58.22
80.22	71.8	78.7	88.63	80.66	77.36	64.48	82.38	15.86	22.42	90.86	44.81	87.01	119.55	61.8	128.09	85.97	111.32	152.03	121.55	131.93	48.14	17.3	198.48	36.33	73.89	81.71	101.83	63.41	96.53	107.02	96.11	112.88	63.27	126.29	8	200.16	109.87	153.31	112.46	36.31	115.42	121.75	123.96	95.9	59.6
82.32	75.15	80.64	92.44	83.56	79.81	67.26	88.82	16.2	22.59	93.57	46.78	90.54	130	65.99	135.52	89.85	118.56	161.66	128.98	139.29	50.39	18.35	210.32	37.59	78.37	88.92	107.93	65.66	100.69	113.82	102.59	120.26	66.62	135.88	8.02	214.52	116.94	164.23	119.49	36.81	124.36	131.26	132.27	104.95	63.68
84.11	76.76	81.6	93.7	86.52	80.48	68.45	91.04	17.31	24.04	99.49	47.85	95.86	134.99	67.47	143.76	94.08	125.1	170.5	135.63	146.19	53.78	18.49	224.07	38.3	82.92	92.92	115.01	70.02	106.65	119.93	105.29	127.89	70.34	141.27	9.05	230.85	121.3	174.63	128.67	39.69	130.85	140.55	141.87	112.05	67.95
87.24	78.42	82.72	96.28	87.55	81.69	68.32	94.95	17.14	25.08	102.88	48.79	98.28	141.02	67.66	148.73	97.54	130.78	176.48	141.29	151.06	54.87	19.41	234.96	39.76	86.11	95	119.56	71.98	109.59	121.98	106.64	132.8	71.4	145.56	8.8	240.71	124.33	180.24	132.99	40.3	133.6	145.16	146.4	115.3	70.48
89.82	79.76	83.63	96.89	87.65	82.38	68.14	94.66	16.97	24.7	101.56	47.45	97.13	140.49	65.82	146.34	96.34	129.06	175.76	140.89	150.37	53.71	18.73	234.17	38.02	86.32	93.23	117.74	69.73	107.72	119.89	104.27	130.97	69.37	141.79	8.27	235.39	122.02	177.34	131.38	38.78	130.01	142.66	142.14	111.43	68
89.6	80.24	82.67	95.48	85.77	80.21	67.46	91.82	16.07	23.85	98.85	45.74	94.5	137.27	63.48	142.26	93.86	123.92	169.94	136.14	145.87	52.15	17.72	226.69	36.77	82.86	88.24	112.26	66.63	103.78	113.72	101.09	125.95	66.77	134.47	7.66	223.31	116.67	168.98	125.69	36.91	123.43	135.47	134.31	105.03	63.77
88.97	79.3	80.98	93.97	83.87	77.82	66.14	89.9	15.59	22.87	95.44	44.38	90.75	133.18	61.51	136.54	89.91	118.94	164.5	130.46	140.93	50.68	17.18	216.2	35.17	79.71	83.66	106.52	63.55	98.18	106.85	98.46	120.28	63.94	128.3	8.76	211.62	111.58	160.13	120.3	35.25	116.64	127.53	124.21	98.61	60.47
88.17	78.52	81.26	93.78	82.86	77.9	66.77	88.86	15.28	22.21	94.21	44.12	90.41	131.73	60.82	134.65	88.05	118.28	161.85	127.56	140.63	49.68	16.66	210.67	33.9	78.56	81.16	101.84	61.62	96.02	103.97	97.23	117.76	62.62	124.1	7.79	203.74	108.52	155.7	118.04	34.01	111.94	124.57	119.1	95.6	59.01
87.23	78.11	79.93	92.45	82.12	75.92	66.69	88.74	15.26	21.78	92.14	44.5	90.34	130.62	61.27	133.13	87.15	116.52	159.81	126.03	139.87	48.85	17.16	207.5	33.64	78.24	79.62	99.14	60.67	94.08	101.92	97.19	116.9	62.6	121.96	8.46	200.7	106.61	152.42	117.53	33.17	109.57	121.94	115.59	93.87	57.41
86.24	78.17	79.14	91.89	81.41	75.91	67.45	89.12	14.83	21.05	93.59	44.64	90.93	132.23	61.9	133.8	87.38	117.6	160.88	126.04	140.05	49.36	17.2	207.38	33.84	78.18	78.15	98.05	60.61	93.75	100.95	99.24	117.22	62.88	121.51	8.88	198.77	106.76	151.42	117.41	33.59	108.76	121.92	114.57	93.36	57.82
85.47	77.83	79.14	92.15	81.49	75.51	68.2	89.87	15.12	21.72	93.2	45.13	91.44	133.4	62.35	134	88.01	118.07	160.18	126.98	141.37	49.4	16.88	205.7	33.63	78.42	78.08	98.35	60.74	93.31	100.89	100.17	117.83	63.58	121.24	8.74	196.31	106.85	150.38	117.33	33.95	108.53	122.69	114.17	93.33	58
84.95	77.55	79.1	91.76	80.84	74.95	67.66	89.23	14.35	20.94	92.54	45.43	90.62	133.46	62.43	135.36	87.26	116.99	161.26	126.3	141.55	49.21	16.75	203.98	32.95	78.58	78.23	97.15	60.09	93.34	100.3	100.07	117.62	63.11	120.65	8.75	194.47	106.61	150.67	118.48	33.73	107.39	121.78	113.76	92.27	57.78
85.58	77.5	78.83	91.75	81.3	74.96	68.61	89.47	14.56	20.86	93.4	45.73	90.64	134.62	63.49	135.53	87.05	117.85	160.39	124.52	140.77	49.44	17.05	203.2	33.06	78.01	77.62	97.35	61	93.64	99.51	101.41	118.27	63.22	120.27	9.32	192.95	106.46	148.97	118.39	34.11	107.3	121.74	113.12	92.95	58.12
84.76	77.85	80.15	91.23	80.8	75.49	68.65	90.4	14.08	20.57	91.98	45.77	90.01	132.33	64.02	134.26	86.19	117.05	158.83	125.08	139.28	49.55	17.08	202.09	32.81	77.6	77.96	96.12	60.19	93.44	99.95	100.13	116.59	62.48	119.44	9.66	191.59	106.59	147.56	117.09	34.12	106.17	119.88	111.65	91.94	58.02
83.93	75.52	78.4	91.25	79.75	74.27	68.31	88.39	14.25	20.51	90.1	44.9	88.87	130.09	62.11	131.63	85.59	114.24	155.56	121.78	137.4	48.26	16.78	197.07	32.38	76.41	77.2	94.37	59.89	91.89	98.75	99.8	113.46	61.62	118.59	9.11	189.73	105.36	145.17	113.37	33.37	105.2	117.93	111.01	91.22	56.42
82.66	75.54	78.32	89.64	79.85	74.61	67.83	88.4	14.43	19.89	90.23	44.47	88.65	129.27	62.23	130.54	84.92	113.15	153.9	120.98	136.05	47.74	16.41	196.84	33.76	75.37	76.73	95.31	60.26	91.37	98.5	97.8	114.35	61.76	117.71	8.48	188.46	104.39	146.11	113.81	33.03	105.13	118.37	112.84	90.75	56.27
83.54	74.97	78.87	89.93	81.35	75.28	67.02	87.85	13.98	20.55	90.36	46.14	88.45	127.37	62.08	130.99	84.25	113.64	154.18	121.15	135.09	48.41	17.17	196.83	33.38	75.15	77.62	96.59	60.58	92.54	99.95	97.83	113.55	62.12	119.32	9.1	191.3	106.76	146.15	113.84	34	107.64	119.26	113.31	92.08	56.39
82.79	74.23	78.85	90.02	82.54	75.47	68.35	87.61	14.82	20.67	91.89	46.54	89.56	127.5	63.6	131.46	86.75	114.39	154.1	121.73	136.87	48.83	16.96	197.53	34.4	75.75	80.54	99.52	62.01	95.23	104.29	98.91	114.85	63.36	122.93	8.61	194.68	107.85	150.06	114.67	34.59	111.25	120.37	118.03	94.35	57.94
81.57	74.42	79.6	91.04	80.32	75.91	67.17	89.16	14.93	21.73	91.74	46.43	88.67	127.83	62.45	132.24	86.88	115.91	157.23	123.61	135.87	49.49	17.74	200.22	34.37	75.98	81.41	101.67	62.37	95.23	105.07	99.13	115.85	64.34	125.36	8.86	199.03	110.3	153.83	116.63	35.48	112.55	123.44	119.55	97.23	59.54
83.86	77.3	80.98	93.34	84.64	79.67	69.13	91.08	15.34	22.84	95.69	46	93.02	133.06	64.65	138.7	89.77	121.13	164.91	130.43	142.43	50.4	17.58	213.81	36.73	80.68	85.85	108.01	65.26	101.49	111.02	103.04	122.52	66.59	130.9	8.75	213.24	115.2	161.82	122.36	36.56	120.07	131.03	128.31	102.59	63.17
84.44	77.09	80.13	92.41	84.19	79.03	66.71	89.31	15.76	23.17	96.06	46.67	92.17	131.08	64.23	135.57	89.92	118.6	163.14	127.74	140.48	51.23	18.13	210.84	36.57	79.14	85.71	107.06	66.21	101.34	111.34	101.65	120.48	65.79	130.46	9.05	211.16	113.25	159.68	120.07	37.34	118.75	128.81	127.1	102.21	62.93
85.53	75.96	79.68	92.01	83.36	78.55	66.28	89.12	15.77	22.79	93.93	45.57	90.51	129.04	61.95	132.57	88.56	117.79	160.76	126.59	138.2	49.56	17.42	208.22	35.53	78.42	84.2	105.89	64.77	99.79	109.62	98.99	119.16	64.83	128.33	8.29	209.55	112.79	158.48	118.4	36.03	116.45	125.72	124.74	98.45	60.88
85.46	76.59	80.27	91.9	82.9	77.92	66.4	86.92	15.4	22.62	93.95	45.24	89.07	127.14	61.24	131.92	88.1	115.72	158.4	124.52	137.74	49.59	17.3	205.65	35.55	77.74	81.84	102.81	63.56	96.75	105.78	97.68	116.17	64.13	125.37	8.07	202.47	109.83	154.5	116.34	34.85	113.4	121.83	119.15	96.45	58.81
85.57	76.43	80.01	91.33	83.32	77.22	66.44	87.4	14.95	22.03	92.1	44.9	88.03	126.13	61.06	131.41	86.84	114.57	156.57	122.87	136.84	48.89	16.78	200.73	34.48	76.37	80.14	99.9	61.23	94.22	103.43	98.09	114.61	62.44	120.88	9.28	196.55	107.34	149.7	114.11	34.42	109.24	119.85	116.67	93.09	56.87
84.86	76.05	80.27	91.11	81.28	75.51	66.66	87.79	14.81	21.38	91.26	45.04	89.43	125.7	61.44	130.79	85.96	114.13	155.87	121.72	136.48	47.51	17.33	198.31	34.19	75.02	79.3	98.04	61.21	93.19	101.41	97.37	113.4	62.46	119.94	8.7	193.9	106.72	146.78	112.66	34.22	107.95	119.4	113.45	91.7	56.7
85.24	76.77	79.88	90.77	80.52	75.89	67.57	86.44	14.81	21.78	93.01	45.01	88.63	127.03	61.54	130.5	86.3	114.17	156.22	121.61	138.14	48.15	18.06	197.98	33.67	75.55	78.82	96.98	61.28	91.95	101.25	98.96	114.58	61.93	119.47	8.81	193.2	106.48	147.35	114.5	34.88	107.5	119.51	112.49	92.64	56.67
86.92	76.68	79.97	92.89	82.37	76.65	68.99	89.44	15.59	22.28	93.26	46.55	90.55	130.42	62.91	133.7	87.36	115.76	156.65	123.51	139.16	50.1	16.95	199.85	34.11	77.3	78.56	98.63	61.59	94.15	103	101.13	116.48	63.62	120.11	9.08	192.17	107.16	148.43	115.97	35.17	107.82	120.36	113.78	93	58.59
83.83	76.55	79.83	90.08	81.99	74.73	68.01	88.32	15.57	22.25	90.72	46.08	90.66	129.71	64.57	130.83	86.28	114.59	155.06	122.94	137.52	48.91	17.51	198.19	33.04	76.37	77.52	95.41	61.39	91.88	99.61	100.45	115.37	62.62	118.99	9.56	189.65	106.45	146.52	114.65	34.65	107.49	119.59	111.51	92.09	58.25
83.88	75.21	78.07	89.42	79.45	74.69	67.9	87.15	14.25	21.34	91.09	45.57	88.88	129.41	63.92	130.51	85.8	112.31	153.22	120.87	135.77	48.44	17.68	193.43	32.55	76.19	76.98	93.16	59.99	91.02	99.24	99.28	113.41	63.25	117.62	9.89	186.79	104.11	145.08	113.69	33.34	105.19	117.33	110.23	90.64	57.47
83.28	73.35	78.51	89.69	80.32	75.27	68.01	87.02	14.47	20.02	90.69	44.19	87.94	128.15	63.57	128.31	85.24	112.64	152.65	119.91	133.76	47.25	18.44	191.98	33.33	74.94	77.17	94.42	60.48	90.36	97.01	97.44	111.6	62.41	116.28	9.22	184.95	105.32	144.28	112.09	33.09	103.99	115.34	108.04	91.15	56.63
82.33	74.41	76.61	89.09	79.11	72.51	67.95	85.2	15.41	20.88	88.42	46.44	84.54	123.42	62.16	126.75	83.24	109.07	147.53	118.39	131.34	47.39	17.62	185.19	35	73.53	75.83	92.78	59.46	88.78	97.44	95.02	108.94	59.7	114.66	10.07	180.36	102.43	139.91	109.74	33.62	101.29	111.02	107.02	87.62	55.89
81.16	73.65	77.21	89.28	79.05	75.2	67.08	86.9	13.54	20.24	88.36	43.84	86.32	121.82	61.83	124.57	82.87	109.07	147.63	116.16	131.45	45.95	15.7	185.97	32.6	72.77	73.9	92.61	59.26	90.44	97.21	95.07	106.85	59.84	116.09	8.33	184.34	101.66	142.96	110.46	32.66	103.01	113.59	107.71	87.69	53.14
78.33	72.6	76.87	88.96	78.87	74.25	65.9	83.03	15.27	20.28	87.68	44.3	83.88	116.87	61.04	123.9	80.99	106.06	143.19	112.73	126.28	45.18	17.85	182.33	34.64	71.79	77.04	91.96	60.47	87.91	97.1	94.22	107.59	58.38	114.08	7.91	178.06	102.1	138.93	106.73	34.04	102.93	110.48	107.74	87.78	56.56
75.98	68.76	74.7	85.84	77.66	71.16	64.59	80.38	14.01	19.79	85.79	43.22	82.11	117.06	61.4	120.44	81.07	103.39	140.76	111.16	124.02	44.19	16.64	178.79	31.53	69.64	76.08	90.61	58.77	87.29	97.79	92.6	104.15	59.81	112.35	9.3	177.13	101.55	136.88	103.42	32.29	103.99	108.55	107.67	86.41	53.73
78.42	71.4	77.38	88.24	78.41	76.85	67.35	83.72	14.47	21.44	85.5	44.83	84.44	117.76	62.62	122.89	80.7	106.45	144.19	112.39	126.2	45.15	16.92	182.08	33.64	70.84	77	94.8	60.2	89.77	100.94	97.93	103.89	62.55	115.71	9.94	185.02	103.98	139.98	105.8	32.32	106.19	112.69	109.84	90.04	54.98
78.85	71.22	75.78	86.13	77.2	73.7	65.84	80.75	15.16	21.22	83.54	43.38	81.08	115.92	61.84	120.79	79.5	104.24	140.53	113.29	122.51	42.33	17.6	177.91	33.84	68.12	74.83	94.16	59.85	90.28	98.23	94.56	101.26	60.6	116.28	9.66	180.81	102.04	136.49	103.09	34.52	104.81	110.41	109.77	88.33	54.64
77.19	71.33	77.53	86.3	80.47	74.22	65.36	80.06	16.14	21.06	86.81	45.27	84.69	116.54	64.08	122.01	80.63	104.37	143.07	113.87	123.14	44.57	16.71	183.5	33.43	70.11	80.59	97.98	61.09	91.58	103.65	97.82	104.03	61.28	117.44	7.81	184.7	104.27	142.09	105.34	34.89	109.39	112.7	113.81	90.03	55.66
77.58	72.15	78.34	90.38	77.52	76.25	65.76	82.74	16.3	22.2	86.85	45.82	83.76	116.76	62.06	122.95	79.51	107.46	145.26	115.57	125.48	47.04	17.46	184.57	33.99	70.29	80.25	99.61	61.67	92.4	101.4	94.78	105.84	61.19	120.99	7.65	189.6	107.4	144	107.58	36.27	110.48	114.6	114.41	91.38	55.33
79.73	69.03	76.95	87.26	79.64	75.43	65.75	83.57	14.17	21.34	87.14	43.55	82.06	114.65	62.69	125.27	82.03	106.2	146.61	115.45	124.87	44.45	18.33	186.88	34.09	67.54	80.06	97.97	60.07	92.56	103.59	94.94	108.67	59.83	122.58	7.51	191.9	106.44	145.03	108.56	34.8	110.02	114.71	115.62	91.86	56.21
80.49	69.49	76.83	86.16	79.7	75.2	65.75	83.09	15.99	20.44	87.48	44.63	82.65	117.3	61.54	123.64	83.03	106.42	146.16	116.55	127.25	47.67	18.81	186.07	33.97	70.91	80.84	98.88	63.32	92.16	104.69	95.51	107.58	63.1	123.31	10.2	192.51	109.31	147.27	106.84	36.12	114.76	115.83	118.39	94.5	58.75
78.97	70.23	78.32	87.65	80.19	76.36	64.24	81.67	17.27	23	88.18	44.8	81.78	118.08	63.06	126.17	82.15	106.26	146.76	117.4	128.93	46.03	17.02	191.08	35.32	73.18	82.62	103.11	61.76	94.44	106.58	95.68	111.12	64.2	126.28	9.6	195.48	110.27	150.99	109.42	36.03	115.41	118.4	117.76	95.97	57.2
80.48	71.12	77.95	89.83	80.39	77.2	66.03	82.39	15.41	21.34	88.32	45.59	84.4	120.65	61.77	128.27	85.21	111	151.99	122.32	129.64	46.66	17.3	194.27	35.92	72.73	82.38	104.57	64.23	96.66	106.81	96.7	111.87	64.44	129.14	7.17	202.54	111.62	153.83	111.44	35.37	118.8	120.93	121.01	97.86	58.64
81.63	73.44	79.8	89.7	81.65	76.62	66.13	84.78	16.85	22.13	88.51	45.64	87.61	121.24	62.13	128.93	87.74	112.49	153.79	122.95	132.36	47.51	17.69	197.34	36.69	74.13	85.68	104.88	64.23	99.18	108.33	96.8	113.57	65.61	127.85	9.38	203.05	111.29	156.75	113.37	37.49	117.73	123.09	124.3	98.24	60.89
83.41	74.92	80.59	90.54	81.71	78.15	65.51	85.6	16.01	22.16	90.79	44.87	86.22	122.71	63.6	129.7	86.23	113.24	153.42	123.48	134.16	47.31	18.27	201.23	34.69	75.45	84.09	103.98	64.85	97	108.14	96.37	114.98	64.82	128.1	8.09	203.36	111.41	155.62	113.62	36.19	117.82	122.43	122.87	99.65	59.4
84.71	76.01	78.93	90.55	82.59	77.53	64.94	86.42	15.59	22.21	90.48	44.45	87.34	124.21	61.56	129.19	85.57	112.51	152.88	123.16	134.04	47.79	17.33	200.08	35.08	75.41	83.41	101.92	63.3	96.53	106.73	96.6	112.98	63.96	126.53	8.38	199.85	111.05	152.53	113.14	35.03	115.34	119.89	118.71	96.44	58.91
85.68	76.81	79.93	91.76	81.85	76.01	66.21	84.49	16.06	22.79	88.62	45.42	86.43	123.49	61.2	127.93	85.76	113.2	152.01	122.29	133.58	48.55	17.83	197.71	34.68	74.83	81.06	101.92	61.91	94.76	104.66	97.06	111.7	63.51	123.47	8.39	195.52	108.63	151.14	112.83	35.78	110.82	117.43	115.84	94.55	57.06
82.89	73.98	78.4	89.72	79.29	74.91	65.64	83.86	13.66	22.03	87.34	44.97	84.44	120.81	60.65	126.09	84.28	109.5	148.44	117.24	130.56	47.29	17.35	191.39	33.07	72.84	78.52	97.4	60.24	92.22	100.04	95.21	109.98	61.65	118.55	7.89	190.24	104.52	146.79	110.14	33.54	107.61	114.83	111.43	90.81	56.61
83.24	74.32	77.49	87.82	79.55	73.38	66.21	84.38	14.45	20.77	87.5	44.18	85.15	121.4	60.26	125.12	82.47	108.3	149.09	117.78	130.88	45.04	16.35	188.59	31.61	71.88	76.25	95.25	59.77	91.85	98.78	94.53	109.48	60.56	117.67	7.77	188.41	104.76	144.32	109.77	33.8	106.12	114.68	110.46	89.28	55.78
82.28	73.62	76.1	87.7	79.08	74.45	66.77	84.92	14.75	21.31	86.64	44.02	84.69	121.72	61.51	126.22	83.15	107.69	146.78	116.1	129.82	45.51	16.52	186.66	31.41	72.61	76.93	94.25	59.01	89.06	97.37	96.04	109.36	60.83	115.98	9.43	185.27	103.36	142.78	109.73	32.35	104.35	113.62	109.14	89.21	55.15
81.84	72.89	76.46	88.27	78.17	73.07	65.34	84.69	14.22	21.53	85.91	44.65	84.58	120.98	60.33	125.59	83.58	109.23	148.47	116.73	129.41	45.86	16.31	187.08	32	72.1	76.58	93.72	59.81	90.18	96.86	95.74	108.69	60.65	116.36	7.52	184.18	103.72	142.47	107.74	32.52	103.84	113.06	108.33	90.08	54.9
82.03	75.18	75.51	89.47	78.63	74.58	66.29	84.66	14.89	19.23	86.55	43.89	86.4	120.78	61.6	125.55	82.35	109.98	147.39	116.85	131.49	46.13	17.25	187.76	32.47	72.38	75.62	92.75	58.74	90.34	97.2	94.73	108.61	60.73	116.11	9.91	184.66	104.33	142.86	108.99	32.45	104.7	115.17	110.36	89.99	55.16
79.66	74.32	75.68	87.43	77.65	72.06	66.32	83.77	13.37	21.73	83.49	43.21	84.16	119.14	61.55	122.57	82.33	106.62	144.88	113.8	127.34	45.81	15.85	182	31.83	70.26	74.37	91.66	58.47	88.48	96.35	94.37	107.36	60.15	111.83	7.85	178.69	100.62	139.21	106.87	32.68	101	110.66	106.78	88.21	54.08
82.46	73.32	76.61	86.96	77.35	74.33	67.53	83.05	13.46	20.71	87.38	43.52	83.87	119.76	61.3	125.49	80.06	104.47	144.9	115.62	129.18	45.17	16.83	185.22	33.27	71.32	73.58	92.92	58.65	88.99	95.76	95.75	108.14	60.29	113.93	8.84	182.19	103.95	139.87	106.03	33.29	103.05	111.69	108.96	87.17	55.51
79.33	71.79	76.09	86.32	77.42	72.09	67.83	83.37	15.33	20.1	83.6	42.36	82.39	117.29	61.91	120.86	79.84	104.57	144.21	111.9	125.34	44.98	17.74	179.9	32.63	70.42	74.98	91.13	57.26	88.1	96.77	93.88	104.9	61.39	113.32	8.11	175.57	103.37	138.44	105.03	34.97	102.69	110.05	105.26	87.24	54.28
80.69	70.49	76	87.96	75.84	72.83	65.57	82.06	13.71	19.22	83.85	43.54	83.19	118.97	61.95	123.98	78.95	105.7	144.44	110.67	126.26	44.88	14.53	181.11	33.94	69.23	72.65	90.39	57.83	88.85	97.2	91.79	104.05	59.19	113.39	6.73	179.09	101.51	140.23	105.03	33.93	102.76	110.01	107.52	86.32	53.39
77.93	68.64	74.84	85.63	76.84	75.56	66.81	82.82	14.37	20.44	84.6	43.35	82.55	116.37	62.7	119.51	81.99	105.25	140.59	108.94	123.29	43.81	18.35	176.57	33.14	69.93	75.26	92.28	59.59	89.55	97.31	90.57	103.01	59.51	112.84	10.48	174.73	102.93	136.05	102.89	32.6	102.45	107.78	105.63	85.16	56.76
79.74	72.89	75.06	88.72	77.66	75.72	66.33	83.74	16.93	22.04	86.43	44.18	85.59	118.78	59.29	123.02	83.55	105.35	145.08	112.19	123.98	45.28	17.4	178.39	34.98	72.8	77.33	94.07	59.54	89.47	99.99	94.44	102.59	61.1	114.11	9.9	179.77	103.39	138.27	104.85	34.83	104.7	108.21	110.6	88.69	56.2
76.55	71.51	75.57	85.29	77.53	73.59	64.42	79.62	16.37	21.2	83.87	45.61	84.04	112.57	63.48	119.41	79.75	103.28	138.15	107.15	121.49	45.78	21.16	171.84	36.09	67.15	77.75	92.02	59.98	86	98.35	92.35	101.34	60.33	113.76	10.25	177.24	101.08	134.24	102.55	35.11	105.92	108.04	108.11	88.81	56.13
77.01	69.68	74.6	85.09	74.98	75.42	66.97	78.35	15.54	23.93	80.41	43.09	82.37	111.8	59.66	117.13	79.01	101.48	133.4	108.02	117.88	47.69	17.83	173.74	34.29	67.65	76.42	89.11	57.82	89.48	95.42	91.31	101.55	58.49	113.2	11.96	172.72	100.86	134.33	101.35	34.2	99.94	104.24	106.57	85.56	54.77
75.97	70.62	74.42	85.49	77.24	72.88	66.7	80.14	14.06	22.01	80.46	43.72	78.01	110.55	62.71	116.73	81.01	99.59	136.05	109.54	119.99	44.07	17.47	168.06	35.33	65.55	77.41	90.64	58.87	86.47	98.45	90.6	101.99	58.54	112.17	9.31	174.67	101.18	131.65	99.44	33.97	103.25	107.48	106.27	85.86	53.25
