"Senecio_inaequidens_E__P_1"	"Senecio_inaequidens_E__P_2"	"Senecio_inaequidens_E__P_3"	"Senecio_inaequidens_E__P_4"	"Origanum_vulgare_E__P_1"	"Origanum_vulgare_E__P_2"	"Origanum_vulgare_E__P_3"	"Origanum_vulgare_E__P_4"	"Reynoutria_japonica_E__P_1"	"Reynoutria_japonica_E__P_2"	"Reynoutria_japonica_E__P_3"	"Reynoutria_japonica_E__P_4"
72.71	131.11	78.9	110.15	105.19	104.9	68.58	72.61	40.53	47.8	87.8	42.03
74.1	128.41	77.89	106.58	103.58	105.74	69.3	72.49	42.16	48.62	88.13	42.13
74.42	129.17	81.73	110.43	106.72	108.2	67.91	73.05	41.7	48.76	90.6	42.69
71.39	124.28	79.12	105.55	102.22	102.18	67.35	72.65	41.07	47.84	88.2	41.84
74.91	134.66	81.51	110.59	103.5	108.06	69.61	77.26	43.18	47.91	90.43	43.15
73.85	127.69	77.38	107.52	102.34	105.9	66.52	71.17	39.51	47.7	86.63	40.44
74.33	129.91	82.15	109.95	105.84	105.06	69.17	75.78	42.12	49.94	89.54	44.42
76.68	133.82	80.49	111.38	108.38	110.76	70.48	74.72	43.47	50.31	91.33	44.98
74.13	131.5	79.43	109.13	106.92	107.27	70.81	76.15	42.23	48.55	92.03	41.99
74.35	135.55	81.29	112.63	108.47	106.49	71.05	75.4	42.78	49.45	92.02	43.32
74.92	129.73	79.74	110.33	105.56	107.45	67.98	74.66	43.57	50.56	90.41	43.75
75.91	131.31	79.06	110.62	106.33	105.18	69.16	73.68	43.09	48.88	90.78	43.3
76.07	132.16	79.11	110.81	106.41	107.31	70.33	73.7	42.47	48.86	91.47	43.91
76.17	131.89	80.83	113.57	106.57	107.9	71.48	75.41	42.42	47.73	89.83	44.27
73.89	132.26	80.94	112.92	109.12	104.36	69	73.25	41.77	48.57	89.86	43.24
75.64	129.8	78.71	111	106.42	106.76	69	73.43	41.58	48.75	90.9	43.44
73.96	129.06	78.23	107.62	105.4	105.1	67.19	72.65	40.64	47.96	91.14	43.44
72.88	128.46	77.24	108.51	103.88	103.75	68.95	73.36	42.22	49.08	87.59	43.01
74.18	128.18	80.11	109.21	105.65	105.36	68.13	74.2	41.73	47.6	89.51	42.41
74.26	131.62	80.28	109.65	105.68	106.34	70.66	75.21	43.06	48.23	91.53	43.25
74.33	130.95	79.46	109.12	106.05	103.92	66.84	73.81	41.89	46.81	92.35	42.12
73.36	125.78	79.52	108.01	101.76	105.12	69.82	75.21	42.21	50.91	89.68	43.88
74.59	127.06	79.26	107.72	107.79	105.3	70.2	72.44	39.46	46.97	87.97	42.9
74.38	130.12	80.35	107.56	104.11	105.58	66.54	71.28	42.62	48	88.79	42.67
73	127.27	77.94	108.2	103.8	104.73	66.97	72.17	41.99	49.73	90.47	42.2
73.68	130.27	80.29	109.74	106.63	107.37	69.61	73.64	40.84	50.45	89.44	42.57
77.12	133.42	79.46	108.85	106.93	107.07	69.78	74.93	43.65	49.84	90.92	45.3
76.86	131.17	81.23	111.21	108.31	108.66	69.96	75.88	45.65	49.06	91.26	40.77
74.94	129.9	80.16	109.7	106.42	105.56	66.74	73.03	41.02	46.71	88.2	39.97
74.62	129.51	79.6	104.66	103.63	102.47	67.29	72.26	42.72	46.85	90.13	41.82
73.13	127.71	76.84	107.12	103.03	106.01	65.89	70.87	41.93	46.81	86.49	39.78
76.13	132.63	78.89	112.57	107.68	107.65	69.94	72.5	44.5	52.47	91.18	43.72
75.11	131.17	77.7	112.1	107.48	105.39	69.38	74.43	39.89	47	92.14	41.92
76.38	130.36	79.04	109.04	105.01	106.79	68.27	75.22	41.45	50.05	91.43	45.26
75.31	130.34	79.88	110.67	108.57	107.06	68.6	75.41	43.54	48.12	91.07	43.25
73.07	129.11	78.09	110.61	105.52	105.87	69.63	70.36	41.4	47.56	92.4	43.95
77.26	131.15	76.73	111.32	106.17	107.22	69.77	71.16	42.48	48.47	90.2	41.65
72.27	129.97	79.19	109.93	107.96	105.69	70.66	74.52	41	48.02	88.87	40.49
74.57	133.47	77.96	108.24	108.43	106.95	68.11	74.13	41.01	48.95	90.19	41.6
73.86	131.27	78.12	107.89	104.49	106.64	68.86	71.84	42.12	48.33	90.94	40.96
71.15	129.35	76.73	106.88	105.73	105.58	67.75	72.43	42.59	48.16	89.36	41.06
76.12	133.02	76.87	111.59	106.78	110.54	69.32	71.32	42.65	51.52	96.45	41.69
75.4	132.12	74.5	108.7	109.64	105.22	68.8	72.43	43.73	50.18	92.94	42.11
71.84	129.4	70.66	106.45	105.53	105.37	68.77	72.65	41.54	47.68	92.35	40.84
72.44	133.08	73.04	109.1	109.25	109.45	70.5	72.89	44.94	51.03	92.95	41.31
73.75	134.61	72.77	112.59	109.04	108.2	71.67	73.13	44.14	48.68	95.79	41.2
72.42	136.62	74.73	110.17	111.3	108.97	68.86	74.47	44.52	50.21	93.82	42.77
72.16	135.05	73.25	110.52	108.71	107.96	69.54	74.08	43.34	48.73	92.54	41.37
72.95	132.2	73.38	109.46	108.18	107.13	71.57	72.8	42.36	49.61	92.71	41.9
70.4	134.95	74.44	108.58	106.89	106.93	69.94	73.85	43.95	48.05	91.14	41.09
75.13	135.92	75.45	108.68	109.67	109.19	68.88	73.21	43.71	49.39	91.94	42.6
70.65	132.81	73.46	110.9	106.81	108.01	69.27	70.58	42.12	50.31	91.1	43.13
74.25	136.07	78.01	114.7	110.7	111.55	70.6	73.09	41.61	48.67	94.64	43.17
74.7	134.64	78.95	111.85	108.31	108.61	71.73	74.97	42.05	50.12	94.09	43.02
72.81	130.84	75.9	108.02	105.41	103.92	71.05	73.5	41.27	49.12	88.57	43.31
72.63	127.71	73.91	106.22	105.63	104.54	69.35	70.92	43.37	48.93	90.75	40.95
76.59	135.91	80.61	113.45	109.59	109.56	72.24	74.38	45.24	50.28	94.39	41.5
74.14	130.39	76.44	109.26	103.61	108.26	68.88	74.58	43.18	49.92	90.85	41.61
72.87	133.26	75.58	107.94	103.23	104.76	70	75.9	42.03	49.16	89.73	44.39
72.29	131.68	76.1	107.22	106.04	107.29	68.11	75.43	41.43	49.09	87.41	39.92
70.37	129.49	74.61	108.57	104.87	104.02	66.96	71.66	40.96	47.61	88.84	40.95
72.69	132.86	77.78	112.81	105.5	107.04	71.61	73.78	40.85	49.79	90.69	42.2
72.52	132.78	73.48	108.94	107.47	107.25	68.4	75.4	40.94	46.95	91.78	41.37
73.03	131.15	73.58	108.33	103.91	102.86	70.87	71.88	43.32	48.39	92.99	38.38
72.6	132.34	75.64	108.81	103.12	108.04	69.62	72.03	40.38	50.24	92.52	39.49
74.87	136.87	76.79	108.22	108.63	106.6	69.07	73.42	43.03	50.49	91.43	40.81
73.72	138.79	75.07	110.61	112.54	110.62	71.49	73.06	43.06	47.56	92.05	40.24
72.57	134.38	75.3	106.99	106.96	105.06	68.38	72.48	42.09	47.6	95.68	40.72
70.19	131.58	72.98	108.86	108.55	105.84	69.29	71.13	42.93	47.5	91.89	40.94
72.05	134.05	73.57	110.46	104.35	105.95	67.52	73.03	42.98	46.52	93.64	42.06
72.76	132.62	73.72	109.44	109.67	110.91	68.46	73.18	41.45	47.53	95.2	41.59
69.26	129.41	72.99	107.77	104.15	105.72	67.62	71.92	44.23	47.82	91.76	39.9
72.44	131.69	74.24	109.41	107.7	109.05	69.12	75.75	42.84	48.88	92.36	41.25
70.47	134.35	73.13	109.86	109.09	110.23	68.63	69.5	42.49	48.56	92.73	40.31
69.67	131.77	72.71	107.06	105.41	103.33	66.37	69.85	40.33	45.2	87.96	38.61
70.07	130	71.69	105.55	102.93	103.47	65.89	73.1	40.92	46.03	89.42	40.09
69.57	133.28	70.63	108.48	106.57	105.02	70.54	71.73	43.42	48.94	93.1	39.87
71.05	133.62	73.95	109.22	108.71	106.67	69.59	72.37	43.88	49.81	92.02	41.1
72.42	135.71	73.46	109.03	105.69	105.19	67.37	74.53	43.85	48.98	92.2	42.68
70.6	134.44	72.1	108.58	106.85	104.97	68.03	72.22	43.03	50.63	89.69	38.88
74.55	134.59	76.37	109.75	108.39	105.55	72	74.64	43.79	49.18	94.66	42.52
76.46	138.16	75.93	111.71	109.53	111.16	69.61	74.53	43.62	51.67	94.51	40.2
72.97	130.6	71.57	111.25	104.05	107.36	69.6	72.77	40.14	48.85	90.58	41.25
72.44	128.31	71.03	108.68	105.05	105.62	69.43	72.87	45.24	49.96	90.38	41.45
75.32	134.49	72.89	108.62	108.1	107.29	72.14	72.13	43.47	51.17	90.67	45.71
73.17	135.86	77.1	110.01	107.55	108.92	68.78	72.81	41.61	50.77	93.31	42.18
71.59	128.33	69.37	101.3	101.32	105.9	68.27	70.81	39.79	47.84	90.97	40.04
70.92	133.2	74.67	107.16	108.69	106.83	72.12	75.86	43.73	49.22	95.22	42.4
73.87	129.87	74.16	104.87	104.51	102.23	67.31	71.53	41.55	48.15	89.28	41.07
73.85	132.57	72.61	109.62	106.51	107.65	69.64	72.35	43.16	49.32	91.14	39.88
75.9	129.42	73.65	105.77	107.85	105.65	69.85	73.44	42.74	49.66	90.13	41.09
71.26	138.55	72.21	109.33	105.16	107.84	69.37	73.03	42.59	47.53	93.47	41.04
70.74	131.71	72.67	104.56	101.47	105.19	69.15	70.57	40.51	44.71	88.3	40.8
71.22	132.8	76.68	107.73	107.85	110.28	70.21	72.58	44.09	50.44	92.43	41.84
68.91	131.5	69.88	106.12	104.01	103.49	66.74	69.56	41.98	45.98	90.4	40.65
74.5	138.7	75.8	112.64	105.2	106.5	73.19	71.29	42.87	51.74	94.48	42.21
73.34	133.23	72.74	109.52	108.41	103.7	70.19	71.88	41.07	46.78	90.25	39.4
73.11	132.29	72.51	105.17	103.96	103.84	71.5	74.37	38.26	48.91	89.93	38.82
72.01	133.33	71.16	106.16	105.41	106.58	70.48	71.87	41.73	45.63	95.31	36.4
68.8	133.49	72.04	106.82	104.75	104.68	65.8	72.15	43.29	48.51	92.55	39.93
73.25	137.1	75.73	111.08	108.51	106.23	71.42	75.48	41.48	50.46	93.28	41.19
69.84	128.57	71.89	107.11	104.64	104.19	68.48	72.4	43.32	48.95	93.17	40.11
72.6	130.36	73.36	107.73	107.6	105.52	66.71	76.31	43.07	46.76	91.13	37.25
71.22	134.35	72.51	106.62	104.92	104.83	70.74	72.65	46.13	46.53	90.52	40.33
70.52	131.07	72.25	106.03	104.59	107.69	68.18	70.77	43.81	48.77	92.37	40.53
73.38	133.08	74.54	110.2	107.23	110.34	69.88	74.29	40.81	48.3	97.69	39.95
71.92	134.21	75.17	107.77	106.62	107.61	69.98	73.08	42.87	48.79	94.44	40.37
76.5	132.8	75.29	108.15	111.68	110.09	72.81	73.59	44.69	47.17	98.58	43.65
68.1	128	71.53	105.47	104.52	104.26	68.79	70.04	44.02	50.42	93.62	41.37
74.75	138.52	75.59	113.26	113.8	109	69.97	76.16	43.47	50.75	94.4	42.83
75.19	133.7	78.75	110.08	109.56	110.81	71.13	74.19	46.17	52.32	94.07	42.1
75.36	137.29	76.13	110.09	109.17	110.39	71.69	76.35	42.78	48.12	94.79	42.95
73.71	134.84	74.15	107.87	104.34	106.34	68.05	74.39	41.61	50.14	92.82	41.75
75.54	135.06	76.52	109.49	110.59	109.09	71.33	77.23	45.21	48.43	93.91	42.67
72.57	126.57	70.53	102.76	101.79	99.53	68.99	72.49	42.45	48.38	89.52	41.82
72.27	135.19	70.2	107.61	106.14	105.76	67.42	74.41	40.76	50.22	94.33	41.34
70.71	134.26	71.22	113.38	107.28	108.64	70.94	73.56	40.76	50.26	94.45	43.7
73.72	132.49	70.88	109.16	104.71	106.72	70.87	72.17	41.16	47.11	92.21	42.61
69.47	130.24	72.01	108.17	106.95	106.9	67.53	70.99	44.82	48.64	93.38	41.31
75.59	139.85	70.84	109.53	105.81	107.76	67.09	73.56	42.96	49.93	93.2	35.87
72.9	129.43	70.66	109.14	108.22	108.75	68.73	74.9	44.03	48.4	96.52	40.52
73.4	133.64	73.41	109.9	107.54	105.6	73.4	72.2	41.29	50.04	90.04	40.43
77.47	136.02	74.57	112.9	109.09	107.79	70.98	75.11	44.94	52.05	93.56	41.42
74.46	140.63	73.68	111.52	113.14	109.22	72.03	74.66	44.52	49.58	101.82	43.28
70.45	131.93	69	108.17	104.77	105.25	65	72.32	42.92	46.12	93.67	37.37
74.17	133.73	73.26	110.62	106.65	110.06	72.78	73.57	45.57	52.43	92.74	44.77
74.58	138.76	76.93	109.77	110.02	109.49	70.28	76.43	43.98	52.2	96.36	42.8
72.77	136.41	70.65	107.3	106.97	108.21	71.25	73.51	47.25	53.85	94.68	44.23
71.14	128.41	69.51	104.02	105.88	106.9	67.48	70.47	41.98	47.53	89.82	42.67
71.54	133.5	69.1	112.3	110.28	107.38	69.51	70.51	43.12	48.88	93.47	38.28
70.01	134.36	67.85	109.92	109.75	112	71.65	74.79	45.54	51.39	96.57	40.47
68.42	127.64	68.91	104.83	105.53	105.89	66.22	71.29	43.28	49.82	90.85	39.06
71.42	143.28	68.02	117.83	113.94	115.86	73.08	75.71	46.73	47.15	99.63	42.98
67.99	126.56	63.4	103.46	107.64	105.93	68.03	69.04	41.89	45.81	90.88	39.81
72.77	132.04	71.93	105.5	105.07	107.46	69.53	73.63	40.28	45.66	92.51	42.02
72.76	136.22	68.01	106.51	107.72	106.71	71.78	77.05	44.63	52.97	94.9	42.28
67.25	136.3	67.46	108.8	112.56	108.64	71.91	73.97	42.98	49.8	95.26	38.95
67.56	139.47	68.02	111.46	111.9	108.29	69.51	77.71	44.66	50.05	93.7	44.14
66.2	131.62	67.09	107.2	107.29	106.7	68.18	73.98	44.36	45.38	92.64	37.35
69.86	135.18	67.3	106.01	110.74	107.66	70.87	74.44	44.04	48.97	97.73	43.13
71.55	137.71	69.98	111.38	115.09	111.23	71.84	75.71	46.74	51.94	102.96	42.96
68.96	138.41	66.23	109.39	112.22	109.78	72.58	73.28	44.36	46.87	94.22	40.46
71.18	144.23	65.65	113.25	116.6	113.26	74.55	75.19	48.16	49.03	99.27	40.59
65.91	134.22	63.15	105.66	108.26	105.61	72.38	73.63	45.52	47.31	93.35	40.52
70.87	138.37	66.81	108.56	112.27	108.24	71.93	75.46	44.57	50.19	95.8	39.76
68.44	135.81	68.22	108.86	114.13	114.08	69.85	70.66	46.88	52.2	101.01	39.71
68.83	134.5	66.43	105.01	113.36	109.48	73.74	72.31	48.19	50.28	100.93	40.2
68.11	138.65	66.24	107.28	113.73	111.07	70.24	73.9	46.49	50.2	96.4	38.72
67.19	140.89	66.26	108.69	116.09	110.97	71.66	73.96	44.79	50.6	102.25	39.35
69.3	139.23	61.82	108.85	114.68	110.16	72.13	72.72	43.76	53.41	99.82	38.47
64.09	134.76	61.06	105.42	116.55	108.75	70.87	73.28	45.13	48.52	97.15	37.23
66.18	141.99	61.05	109.62	116.39	112.29	73.42	75.49	44.49	47.74	102.63	37.44
65.05	138.7	58.47	107.19	117.38	110.43	73.36	73.46	44.84	50.07	102.14	37.5
62.98	139.88	54.21	105.45	119.81	110.17	73.42	72.42	45.09	48.55	104.44	34.37
61.91	144.32	54.65	108.67	126.26	114.86	73.81	72.84	46.11	48.81	107.02	34.28
60.95	144.35	53.1	108.31	125.23	115.19	73.74	73.08	45.06	48.72	108.66	33.64
60.77	145.96	53.19	108.34	125	116.64	73.41	72.14	45.33	48.33	108.75	34.52
60.53	144.11	53.31	110.22	124.7	116.91	72.93	73.21	46.3	51.01	108.21	35.47
61.19	145.15	54.18	111.27	123.28	115.93	74.31	72.8	47.17	51.24	109.07	38
61.4	143.79	53.73	109.65	121.35	114.01	73.87	72.78	46.95	52.04	109.11	39.58
62.37	147.2	55.53	112.31	121.8	117.01	74.26	74.27	47.73	53.05	109.58	41.26
62.24	146.97	55.66	114.11	122.72	117.07	75.31	75.45	48.8	54.04	111.4	44.56
62.52	143.52	55.41	112.45	120.81	117.05	75.52	74.08	48.1	54.22	110.65	44.34
63.32	147.48	57.02	116.61	123.23	117.61	76.15	75.52	49.22	54.58	114.14	45.88
62.91	144.77	57.17	116.48	122.76	118.13	74.93	76.24	50.93	55.59	112.52	45.92
63.01	145.49	57.49	113.98	121.39	116.88	74.61	76.87	49.4	53.95	110.74	43.87
66.42	144.2	58.24	113.99	120.21	116.96	76.27	75.11	50.34	52.91	109.26	44.77
64.85	141.72	58.49	111.21	119.06	113.99	75.37	73.85	48.82	54.07	109.6	45.29
63.1	138.69	57.72	108.52	117.29	110.93	73.61	73.46	47.25	48.28	102.95	39.37
65.46	140.86	59.87	110.42	119.97	113.58	73.81	74.04	48.25	52.25	105.01	41.19
66.9	145.66	57.62	112.77	122.14	119.13	73.66	75.9	47.95	49.87	107.81	39.43
65.11	143.13	57.95	110.83	122.91	114.07	73.42	72.43	46.57	49.81	106.77	39.58
62.36	140.78	55.14	108.22	119.9	110.54	73.42	70.81	46.55	49.38	104.8	37.1
63.73	143.18	54.36	111.11	119.78	114.37	74.02	73.06	48.12	49.38	105.52	37.62
62.66	141.91	56.68	107.48	119.96	111.84	72.8	72.97	45.93	52.15	105.69	39.06
64.02	146.22	59.4	113.58	122.29	116.42	75.42	75.03	48.97	53.67	109.01	41.62
63.99	148.26	59.21	114.98	122.22	118.52	76.92	75.92	48.78	54.53	110.36	44.74
64.04	143.27	59.41	112.69	118.32	115.64	75.99	73.81	49.47	52.79	107.04	44.2
65.7	145.81	59.73	114.83	119.89	118.64	76.03	73.21	48.08	57.09	110.14	45.3
64.35	141.88	60.22	113.02	118.42	116.86	76.63	75.55	48.18	53.69	110.48	46.63
65.69	137.44	62.68	111.96	115.55	114.79	74	73.69	49.47	54.98	105.07	46.23
65.94	141.96	61.81	110.52	113.67	110.45	71.56	71.92	43.56	51.42	103.79	42.62
65.77	141.88	63.8	112.23	117.23	113.1	74.47	74.98	47.89	54.17	108.74	42.06
64.5	141.13	61.86	110.47	113.17	109.64	75.69	72.28	46.17	50.52	101.78	48.5
68.65	143.61	70.12	110.98	120.94	113.72	77.37	76.82	46.47	54.4	102.66	42.92
70.01	140.2	64.51	114.99	114.99	119.57	74.52	78.71	45.57	52.13	106.38	42.28
66.88	139.1	63.05	110.05	110.11	110.12	75.34	73.66	48.41	50.77	99.96	41.38
69.19	139.5	69.55	105.59	115.06	109.95	68.81	72.41	44.48	52.16	99.81	42.86
68.58	138.28	66.65	114.04	110.9	110.85	72.84	77.02	48.29	51.41	101.08	43.07
67.72	139.45	63.65	110.51	114.71	109.8	72.08	75.24	47.91	52.32	101.53	41.75
70.07	141.62	64.18	109.97	113.93	110.59	74.19	74.5	49.18	51.78	98.61	41.33
66.18	138.96	59.56	105.55	114.47	108.58	70.66	73.98	44.44	46.81	98.45	39.93
66.12	142.53	60.34	108.97	116.37	113.46	72.34	75.38	42.15	51.48	101.58	37.79
65.4	139.87	59.47	106.47	115.49	110.01	72.15	71.44	45.52	49.07	98.18	37.79
64.79	141.62	57.92	105.62	115.82	109.12	71.38	71.43	45.17	47.74	101.93	35.28
65.01	137.75	56.76	108.33	115.55	112.15	71.12	72.09	45.52	52.07	101.96	37.64
63.66	136.83	57.55	107.83	116.09	111.37	74.27	70.61	44.36	50.88	99.99	41.49
65.39	143.4	58.03	112.08	118.32	110.74	73.07	74.58	48.22	51.71	104.74	41.41
64.8	141.08	60.24	110.66	117.03	112.21	72.98	71.92	47.9	50.58	105.95	42.56
64.22	138.54	59.45	107.81	112.77	111.4	70.28	71.11	46.5	51.31	102.44	41.46
68.54	144.69	63.83	112.89	115.67	115.39	74.39	75.15	48.07	54.54	108.83	44.01
68.38	148.21	63.49	115.82	118.96	113.15	73.95	76.54	49.85	55.33	109.38	47.73
65.31	139.32	62.36	106.94	112.26	111.38	74.21	74.81	46.29	50.59	104.93	44.92
69.34	142.85	63.89	111.61	116.43	114.32	75.36	76.72	48.15	55.04	107.43	49.06
70.52	139.52	65.18	115.64	118.63	110.88	73.97	74.71	48.8	52.82	101.44	49.08
66.88	136.67	68.1	114.39	112.06	108.43	75.44	76.82	46.86	52.56	105.3	44.19
72.21	149.97	71.07	119.65	115.13	118.32	76.9	80.25	50.01	58.16	106.73	47.03
72.39	137.2	70.45	110.54	112.74	112.04	69.73	74.05	45.52	53.03	97.37	45.46
68.13	134.79	74.3	113.57	109.98	112.11	73.78	76.53	51.37	53.51	102.56	43.91
70.41	129.9	65.98	108.88	108.97	108.99	69.54	74.28	47.39	53.11	97.29	44.44
72.87	136.5	73.14	115.34	110.19	109.02	72.58	76.62	47.37	53.93	101.47	42.76
74.61	140.09	72.78	121.09	113.97	116.83	74.18	75.76	51.79	49.97	105.29	48
76.45	138.99	72.07	108.71	112.84	110.17	74.9	80.47	47.89	47.28	102.94	45.89
76.18	141.55	66.22	108.2	114.93	111.14	70.06	76.38	51.32	51.62	100.4	42.25
71.9	149.6	70.55	113.42	122.06	106.46	70.95	69.94	44.16	50	96.87	36.92
68.72	134.19	70.16	103.52	110.04	106.33	72.09	68.89	39.96	51.08	95.86	36.88
63.67	130.57	67.31	106.07	107.58	105.4	68.14	69.76	45.27	51.15	97	45.26
73.71	140.79	70.3	112.33	109.57	109.32	69.43	72.04	42.68	53	104.09	38.61
71.55	144.37	72.48	112.44	116.36	112.85	75.4	71.91	45.31	52.16	105.59	49.28
71.23	135.77	69.32	107.55	105.71	109.63	67.51	74.29	38.02	49.69	95.04	39.38
75.41	152.4	71.17	116.93	115.49	117.2	76.59	77.76	42.76	51.61	103.01	48.33
73.74	147.11	71.41	113.45	116.86	112.01	70.37	78.5	44.69	51.68	103.73	44.62
79.03	138.56	76.84	117.04	112.64	112.06	69.72	78.22	50.31	51.32	101.66	50.4
70.87	144.3	75.28	115.1	110.71	108.17	70.42	75.48	42.93	53.72	99.13	45.53
75.78	140.2	65.82	120.55	113.51	112.78	69.82	80.61	53.12	48.64	101.11	45.38
66.26	136.48	68.67	109.4	107.41	104.53	64.88	69.62	50.15	37.24	95.42	40.48
75.72	137.2	79.26	115.34	109.73	109.41	66.41	73.42	50.08	49.39	93.84	50.27
80	128.88	80.56	104.28	104.6	107.61	69.37	79.86	47.49	51.19	89.14	46.87
77.57	134.15	72.34	107.81	115.28	112.33	69.41	73.67	46.96	47.4	100.21	44.88
84.58	155.36	80.8	112.46	114.55	110.28	72	77.18	48.03	50.36	99.73	47.68
83.19	137.98	81.58	116.54	97.27	108.49	70.05	77	39.14	48.27	90.04	48.59
84.61	140.1	80.42	119.41	123.05	107.1	77.07	79.49	49.33	49.79	89.51	45.5
78.56	130.56	78.44	101.52	101.44	96.51	71.06	69.02	44.8	44.25	90.07	39.38
78.03	131.8	84.48	106.99	97.58	108.96	73.58	72.62	48.92	47.57	94.34	46.63
69.36	123.76	78.39	102.7	95.32	99.59	65.42	66.75	32.15	54.38	81.3	46.5
88.12	134.45	78.82	112.02	116.88	119.23	66.12	81	43.34	58.73	101.77	51.45
79.46	134.61	77.62	110.05	102.22	107.78	70.12	70.19	49.64	48.84	94.11	44.69
80.45	131.83	81.93	112.59	105.49	105.28	69.59	77.06	48.73	50.23	101.67	48.87
75.79	141.88	82.07	115.69	106.26	113.38	60.41	61.24	43.26	44.26	91.77	50.32
85.8	130.65	75.44	104.58	99.12	99.88	60.54	73.2	43.88	58.4	95.83	46.71
86.25	140.02	82.93	116.89	102.22	117.52	75.93	84.92	43.09	48.89	94.68	44.92
82.28	121.48	78.16	103.92	104.18	105.21	65	79.29	45.45	48.77	97.89	37.91
83.82	140.62	81.89	113.97	107.08	117.47	68.58	79.86	54.73	50.46	97.43	48.77
75.16	127.35	79.97	101.64	101.54	101.06	60.02	68.69	45.38	49.44	79.8	47.66
79.85	128.04	89.2	108.52	101.93	107.89	67.36	82.49	48.92	48.35	93.13	51.55
75.33	130.1	70.16	97.15	102.97	109.2	68.79	65.45	45.35	36.16	85.7	49.73
80.84	151.76	92.88	118.42	118.4	117.07	68.52	90.09	50.71	49.19	100.31	37.66
85.09	122.94	84.29	103.69	104.33	107.19	69.42	68.27	40.96	49.47	92.74	45.82
71.43	129.54	77.68	120.49	101.13	106.36	67.37	77.94	50.38	54.72	100.48	42.52
87.18	132.8	65.4	118.92	108.61	112.04	79.73	73.38	49.78	49.76	94.11	56.94
75.95	132.58	74.91	121.04	111.16	104.49	73.01	73.68	39.76	53.94	93.16	48.12
75.38	134.21	87.99	111.23	94.75	119.63	66.53	81.22	39.75	45.75	95.59	43.91
76.83	122.92	80.99	111.28	101.72	109.09	64.18	80.43	34.66	40.05	94.04	43.47
72.48	133.4	85.74	109.04	105.23	116.02	65.94	75.45	32.77	43.9	97.2	48.92
75.51	131.74	74.36	108.32	110.8	111.93	67.57	62.32	39.56	42.25	85.58	41.5
83.98	125.55	79.61	108.76	103.67	109.81	73.76	77.31	48.43	56.37	95.09	54.22
71.98	149.54	80.09	111.84	117.73	106.3	72.22	76.18	39.64	48.91	96.67	48.46
77.35	130.73	77.49	114.38	101.52	110.79	70.44	70.62	42.15	49.14	93.55	43.22
78.78	132.21	75.88	112.87	101.28	105.21	75.32	72.36	43.34	46.36	83.98	35.64
76.21	119.77	72.58	100.53	91.68	97.97	53.99	68.86	43.27	36.79	85.38	38.58
71	135.89	83.49	104.08	106.96	111.35	76.61	75.14	55.88	57.92	94.16	53.47
69.88	133.65	75.58	102.95	90.22	97.13	67.73	72.42	47.95	52.53	90.65	42.37
93.08	150.23	85.95	122.32	111.04	130.61	79.68	88.04	54.4	73.05	105.95	50.66
82.17	138.22	84	109.5	120.83	119.45	75.09	82.17	43.88	60.28	109.42	45.15
65.65	124.69	73.06	104.2	103.54	102.08	55.73	66.92	38.23	48.12	92.17	44.82
77.21	124.98	65.48	109.14	103.44	104.55	60.2	72.28	41.56	51.92	87.76	40.25
86.91	150.23	87.68	122.81	113.85	124.74	83.11	91.8	49.73	68.53	113.91	55.42
77.45	122.05	68.8	115.73	108.03	103.1	67.19	72.13	31.51	40.96	88.79	40.96
75.05	143.95	78.53	116.73	100.96	120.3	72.46	64.15	51.39	59.16	89.9	48.63
86.58	138.91	80.64	108.06	106.8	111.36	71.44	72.67	47.14	50.95	100.53	53.33
74.51	137.41	91.46	110.1	122.9	119.71	73.93	73.9	46.13	62.15	86.9	49.7
80.74	143.42	72.86	118.11	110.56	115.12	58.72	76.62	41.89	44.03	80.52	39.66
60.61	118.98	71.11	86.3	92.54	88	54.74	67.42	44.28	58.07	78.02	39.3
80.63	137.36	80.93	110.16	104.16	111.89	72.72	80.02	35.14	58.53	97.64	54.39
69.92	119.01	75.86	108.65	88.34	104.53	56.95	63.69	50.73	42.52	85.13	41.98
81.13	145.97	76.22	128.86	110.76	105.85	70.99	84.55	46.54	64.93	105.28	50.17
74.49	145.24	90.46	112.19	113.28	104.03	69.42	76.48	40.91	58.56	97.98	52.93
89.63	119.08	80.8	110.79	87.74	110.34	61.24	75.36	41.61	39.7	94.59	46.96
86.18	143.06	88.93	109.97	102.71	112.93	71.24	82.37	49.05	44.35	91.99	35.78
73.1	135.41	76.93	115.17	103.24	106.06	72	78.77	52.31	51.6	98.52	49.27
88.23	156.28	88.68	122.33	113.65	118.03	73.56	75.77	54.68	53.2	105.33	40.88
76.19	140.48	79.47	125.76	109.79	116.14	62.02	83.15	54.65	49.52	99.82	41.63
64.68	100.13	66.73	98.03	89.14	92.67	58.68	58.97	37.78	46.3	70.53	35.22
72.05	120.87	76.63	111.82	84.27	95.3	63	76	36.49	48.57	97.02	53.45
77.9	123.18	64.67	109.15	107.22	104.36	51.1	75.24	41.62	48.91	96.67	47.15
89.52	132.63	80.24	102.93	101.07	111.5	68.76	88.32	50.88	47.42	104.3	60.32
71.36	125.14	66.7	104.76	107.41	95.73	59.65	69.82	51.24	50.31	87.6	29.67
97.76	137.07	74.27	109.41	103	138.53	72.38	74.63	51.24	40.98	101.8	59.01
