"Clinopodium_vulgare_L__P_1"	"Clinopodium_vulgare_L__P_2"	"Clinopodium_vulgare_L__P_3"	"Clinopodium_vulgare_L__P_4"	"Hypericum_perforatum_L__P_1"	"Hypericum_perforatum_L__P_2"	"Hypericum_perforatum_L__P_3"	"Hypericum_perforatum_L__P_4"	"Galium_verum_L__P_1"	"Galium_verum_L__P_2"	"Trifolium_pratense_L__P_1"	"Trifolium_pratense_L__P_2"	"Trifolium_pratense_L__P_3"	"Leucanthemum_vulgare_L__P_1"	"Leucanthemum_vulgare_L__P_2"	"Leucanthemum_vulgare_L__P_3"	"Leucanthemum_vulgare_L__P_4"	"Leucanthemum_vulgare_L__P_5"	"Achillea_millefolium_L__P_1"	"Achillea_millefolium_L__P_2"	"Achillea_millefolium_L__P_3"	"Ranunculus_repens_L__P_1"	"Jasione_montana_L__P_1"	"Jasione_montana_L__P_2"	"Eupatorium_cannabinum_L__P_1"	"Eupatorium_cannabinum_L__P_2"	"Erica_tetralix_L__P_1"	"Erica_tetralix_L__P_2"	"Ulex_europaeus_L__P_1"	"Ulex_europaeus_L__P_2"	"Achillea_millefolium_L__P_4"	"Achillea_millefolium_L__P_5"	"Reynoutria_japonica_L__P_1"	"Reynoutria_japonica_L__P_2"	"Reynoutria_japonica_L__P_3"	"Reynoutria_japonica_L__P_4"	"Reynoutria_japonica_L__P_5"	"Reynoutria_japonica_L__P_6"	"Reynoutria_japonica_L__P_7"	"Reynoutria_japonica_L__P_8"	"Reynoutria_japonica_L__P_9"	"Reynoutria_japonica_L__P_10"	"Reynoutria_japonica_L__P_11"	"Thymus_praecox_L__P_1"	"Thymus_praecox_L__P_2"	"Trifolium_pratense_L__P_4"	"Trifolium_pratense_L__P_5"	"Centaurea_nigra_L__P_1"	"Centaurea_nigra_L__P_2"	"Centaurea_nigra_L__P_3"	"Centaurea_nigra_L__P_4"	"Rhinanthus_angustifolius_L__P_1"	"Rhinanthus_angustifolius_L__P_2"	"Prunella_vulgaris_L__P_1"
41.18	66.07	21.91	44.03	7.96	28.24	10.2	41.53	41.38	58.69	41	6.54	82.16	28.61	50.12	65.9	60.94	28.57	28.83	62.34	64.05	22.79	27.05	25.76	14.34	33.07	47.36	32.75	42.66	36.76	8.36	13.54	17.15	-1.04	17.99	2.57	6.58	64.99	27.45	14.66	28.84	11.18	45.28	42.37	12.29	20.1	28.28	18.98	53.99	22.62	14.72	6.95	34.71	6.85
29.65	62.56	18.11	42	10.23	37.84	2.63	26.89	38.05	40.27	34.5	5.85	83.26	28.52	36.8	81.67	51.34	24.99	28.03	52.69	48.68	31.5	31.82	18.8	13.13	29.03	47.07	31.43	42.69	44.28	14.8	17.71	11.74	5.34	13.55	2.79	3.56	45.18	29.11	12.51	18.68	3.59	41.42	39.85	7.83	17.14	11.55	4.37	39.76	20.03	10.71	5.46	30.61	9.93
34.3	57.24	13.5	33.89	14.25	35.09	1.99	36.24	38.24	62.64	39.73	3.65	74.61	37.13	47.01	75.01	52.23	24.18	29.81	59.13	51.99	27.35	30.09	18.51	19.67	37.91	50.89	23.3	53.22	34.29	16.83	11.26	16.05	7.82	17.27	17.49	25.45	53.82	25.74	28.89	20.67	5.33	37.77	39.01	16.39	19.13	20.67	15.08	42.82	31.26	11.46	1.74	26.81	2.38
40.23	69.97	14.48	51.15	3.77	44.98	4.38	33.52	48.95	46.81	47.33	11.62	86.29	35.4	44.72	84.53	50.65	33.02	26.15	66.96	54.69	32.31	30.44	32.94	21.81	41.17	57.76	39.36	54.12	43.82	16.61	22.75	12.73	3.6	23.96	5.8	11.98	66.81	29.9	20.4	37.75	11.84	46.03	50.47	19.81	18.34	28.12	28.37	34.24	26.12	14.28	13.51	31.18	18.65
42.57	64.22	15.77	45.99	6.05	34.02	-6.92	48.07	44.86	48.69	42.7	14.77	82.76	39.7	46.78	75.88	55.7	27.19	29.38	47.52	60.18	17.85	35.81	13.51	15.34	38.3	46.75	19.22	64.09	36.61	10.8	7.78	17.68	5.79	5.4	12.64	13.84	54.77	30.66	23.95	29.48	3.16	38.79	41.59	15.86	16.85	26.73	14.68	40.04	27.5	10.57	10.67	29.89	4.61
31.58	66.66	17.96	44.4	10.54	42.64	-2.79	39.58	41.61	47.62	41.47	-0.74	80.01	30.68	36.72	77.18	62.56	29.87	28.27	55.17	46.75	26.62	27.09	21.2	32.1	41.11	39.17	31.5	51.75	38.47	13.1	16	19.4	11.54	8.21	1.09	13.01	44.87	29.11	21.88	33.31	0.72	43.67	43.88	16.19	21.24	21.31	19.31	34.96	27.85	8.39	7.4	20.08	17.44
20.18	63.99	6.16	35.92	1.14	31.85	-1.52	33.5	43.28	45.1	33.29	2.76	78.84	29.66	46.08	72.71	52.87	18.25	28.84	52.58	52.84	15.92	28.03	20.33	23.04	31.71	47.24	19.77	46.24	40.84	9.47	12.31	14.47	8.25	5.53	-6.48	11.61	51.22	29.55	12.06	33.42	3.07	33.24	43.79	11.86	16.36	19.16	9.65	30.48	22.17	0.43	-1.16	19.09	-0.38
35.32	63.15	14.57	44.58	11.62	39.99	-0.66	39.21	44.57	49.82	47.39	9.51	78.91	29.42	47.53	84.55	59.37	32.42	25.45	62.94	56.46	25.67	40.26	19.83	25.49	35.89	37.95	28.15	62.19	45.27	15.49	20.06	21.46	6.26	13.1	-1.97	16.06	57.35	33.5	17.01	30.15	7.77	34.42	44.36	18.54	12.71	19.78	17.08	40.22	31.51	9.91	4.33	29.42	21.02
42.21	63.35	20.37	49.55	12.32	36.42	1.08	41.31	40.7	50.83	42.88	12.34	90.37	46.08	55.46	79.73	61.29	28.82	25.3	69.39	63.26	33.82	31.14	25.06	18.96	40.05	45.74	24.67	49.93	45.89	17.39	25.96	21.81	8.46	11.92	5.62	8.38	51.86	27.52	11.96	30.24	5.71	44.6	45.88	16.23	17.25	16.08	17.18	48.79	28.43	13.48	8.65	34.4	8.1
29.27	57.93	18.38	44.37	4.03	32.26	3.55	53.94	48.93	49.83	40.76	11.55	78.43	36.72	44.52	71.21	57.09	23.7	22.56	48.7	50.35	24.47	25.72	25.71	21.06	40.16	40.08	16.68	45.91	46.26	9.98	11.72	11.64	4.56	11.98	8.89	14.6	51.48	25.33	11.55	29.22	2.11	43.41	42.78	16.85	7.36	12.53	13.24	42.45	24.31	3.2	7.38	24.13	5.12
39.11	66.14	15.59	38.17	8.1	28.56	-6.86	47.14	44.21	50.06	44.8	12.37	80.63	37.83	36.04	78.71	58.88	30.85	34.06	54.59	55.1	22.85	29.56	23.51	14.75	42.79	45.88	20.24	59.73	30.86	3.28	12.55	17.36	3.84	11.76	0.01	5.88	57.29	17.47	25.28	23.7	4.84	37.81	48.32	10.46	20.44	15.12	24.94	38.34	21.29	16.12	3.48	43.23	7.95
34.95	64.55	13.18	37.02	8.98	33.2	-4.52	38.59	44.02	52.36	35.15	8.55	77.24	32.41	51.85	63.34	55.6	26.73	23.58	60.3	48.11	30.49	37.06	17.01	21.97	38.79	45.86	18.97	59.91	40.52	8.53	22.57	12.02	0.38	22.6	2.26	10.92	60.07	28.32	16.76	24.5	1.76	39.47	39.83	6.26	19.98	15.23	16	33.93	21.75	11.55	-1.84	19.01	8.99
28.18	50.34	11.97	39.54	4.09	40.87	-3.42	39.94	45.49	51.16	39.07	-1.83	76.28	24.63	48.98	69.4	56.05	21.82	25.75	60.49	53.09	10.98	23.37	9.68	16.75	34.78	42.43	23.21	58.28	41.7	6.37	10.56	14.06	8.63	10.02	-2.11	9.61	51.12	23.78	10.07	21.28	4.99	28.92	42.34	-5.94	11.43	10.12	9.57	36.7	27.11	18.52	5.26	20.31	9.39
32.53	65.58	22.35	50.58	-3.81	30.68	-2	55.7	48.66	51.85	42.85	6.13	88.15	30.21	54.83	75.5	54.29	27.73	24.62	54.59	62.09	28.26	26.09	14.6	20.5	35.4	46.18	32.09	56.66	41.48	-0.24	11.98	2.84	-1.65	13.92	-3.82	10.79	54.85	32.44	15.88	37.34	-12.76	24.36	37.21	10.45	10.12	6.02	15.78	42.67	25.03	15.26	2.48	20.56	10.38
34.71	66.71	19.61	49.85	10.11	34.11	-3.12	44.75	45	44.89	37.55	12.1	85.95	42.53	49.43	76.31	58.27	31	23.8	59.62	53.81	32.89	28.8	23.05	20.32	37.58	50.79	26.91	59.61	56.61	11.42	21.06	16.22	0.41	13.22	9.52	9.85	63.56	24.7	15.72	23.82	8.97	41.28	53.81	14.13	16.93	12.57	28.1	45.18	26.08	9.55	10.3	29.49	12.17
34.05	60.8	4.81	37.31	11.88	36.26	-6.33	32.3	37.39	51.18	37.24	-4.5	84.2	34.09	52.81	72.48	49.04	22.72	20.07	47.21	59.09	24.77	28.97	16.66	17.62	25.05	51.52	13.81	50.59	30.75	4.56	17.09	21.45	2.94	14.27	-3.47	11.15	50.78	22.82	10.39	23.47	-9.96	22.29	35.91	3.76	8.5	13.39	8.69	38.83	9.7	11.18	4.33	22.95	-4.16
36.79	69.98	21.31	47.71	15.35	35.85	7.59	48.92	47.78	57.19	40.67	17.13	89.64	34.59	51	81.78	57.11	33.94	27.83	53.24	65.9	31.95	40.85	23.06	24.88	41.39	46.6	29.04	51.46	41	22.55	20.83	13.69	13.95	12.42	17.02	19.55	56.23	32.88	28.79	31.29	5.62	45.99	46.2	13.5	27.93	25.92	28.09	42.35	30.72	12.14	11.08	33.99	24.17
32.6	66.01	16.22	40.52	13.49	34.96	4.17	35.6	47.74	45.63	45.97	7.18	79.29	41.03	49.52	71.52	50.62	31.77	34.91	56.68	63.1	24.03	30.44	18.23	25.28	32.45	40.11	36.31	53.1	36.39	10.14	9.8	14.63	11.39	16.38	7.08	12.88	52.44	18.23	22.07	22.65	7.47	40.04	43.6	14.23	17.14	13.78	14.99	43.5	31.46	19.38	10.09	29.28	8.73
32.54	63.23	5.32	43.58	4.63	37.22	0.62	43.66	43.76	47.63	34.02	-1.02	95.9	33.37	41.89	80.43	51.18	29.43	25.46	67.98	61.35	14.62	42.12	17.99	7.86	35.91	42.65	22.43	53.69	41.85	13.41	10.97	15.93	5.14	14.99	5.24	-3.99	56.09	30.06	11.4	27.52	-1.21	38.93	39.71	5.86	19.45	14.38	16.98	34.37	20.73	1.72	5.55	17.33	6.15
39.76	59.02	11.02	41.74	9.8	34.61	-5.28	38.39	38.71	49.09	27.46	9.67	76.3	42.51	43.28	69.5	49.4	25.77	24.39	50.21	59.32	24.84	31.45	16.84	9.29	25.55	37.04	20.26	41.27	37.5	-3.48	9.61	19.93	3.49	8.55	-4.27	12.89	45.09	25.86	20.31	21.69	-4.79	26.17	38.58	6.84	14.78	7.86	14.25	32.5	22.43	7.25	-0.66	27.21	7.87
42.71	77.59	22.97	43.67	9.46	33.7	8.91	47.58	47.66	55.55	40	8.18	75.09	42.13	48.89	81.58	55.32	31.18	23.67	56.82	56.22	31.1	32.65	22.5	25.56	30.96	44.86	28.11	59.11	44.71	6.85	23.79	26.63	6.61	22.29	4.23	18.82	54.59	40.79	27.39	27.37	4.25	37.26	47.69	25.21	14.31	23.45	25.54	33.54	28.25	20.7	11.8	27.92	18.31
37.33	58.6	12.52	34.4	-2.55	34.1	0.24	33.98	35.44	38.46	26.38	4.13	81.44	37.36	36.8	74.41	52.35	31.38	23.53	41.15	49.6	36.43	28.98	15.32	5.99	30.82	38.93	18.38	46.43	36.36	1.46	10.65	7.2	-1.77	1.93	-4.09	4.98	48.21	23.04	18.03	15.35	0.11	27.78	36.43	8.28	7.97	14.79	8.87	31.43	10.74	-0.61	4.46	31.02	12.23
34.64	60.54	5.71	40.75	4.52	27.95	-3.98	40.99	41.35	57.52	40.07	5.76	87.34	33.98	54.42	78.55	61.59	31.16	28.76	56.26	50.3	16.27	30.14	17.74	10.45	30.05	54.04	29.61	43.34	43.21	-0.94	11.23	15.47	7.71	13.86	1.48	10.48	48.03	25.2	20.92	30.16	-5.78	36.55	35.92	1.74	20.81	15.43	13.03	31.48	22.5	9.21	8.45	37.62	3.58
44	64.19	26.02	44.89	19.28	42.14	6.19	55.26	52.85	62.43	51.16	20.44	83.28	45.74	50.14	78.34	59.87	31.2	19.48	60.96	55.44	34.82	33.84	17.05	23.72	44.86	57.51	27.93	56.62	49.62	22.34	23.3	29.69	17.35	22.12	15.5	17.21	55.06	30.57	28.55	41.54	12.32	40.38	45.98	13.52	15.38	23.26	18.02	51.08	28.06	5.71	17.32	27.9	22.56
32.54	59.77	6.55	34.49	-0.81	37.75	-1.25	53.9	47.93	49.23	30.6	0.79	89.86	44.36	44.19	69.31	54.96	22.73	27.73	63.3	61.74	16.75	26.15	23.32	11.51	32.45	47.89	30.29	54.49	47.97	10.72	31.77	15.16	13.95	10.55	-6.47	14.03	59.65	29.88	25.78	25.09	2.85	32.63	44.31	18.36	16.05	18.45	17.47	47.78	24.8	3.52	-1.03	19.46	15.63
22.92	61.65	7.27	35.61	10.08	32.06	-2.8	36.02	41.55	49.78	27.03	8.84	76.57	35.81	32.74	62.13	51.24	23.26	20.7	54.42	47.94	27.46	31.73	19.35	16.61	38.16	43.19	31.38	43.09	34.94	11.06	14.38	18.5	10.7	9.3	5.11	16.64	47.99	17.68	23.6	23.36	2.89	36.7	44.16	15.11	13.79	15.04	18.97	36.1	16.76	17.57	-5.69	19.95	10.65
30.61	72.67	22.57	45.26	8.78	39.76	2.68	39.81	57.03	56.03	50.8	12.95	80.01	39.08	49.15	82	53.27	21.91	34.43	64.11	57.95	17.12	33.94	20.94	24.9	42.3	53.17	32.23	57.27	36.77	12.6	32.13	22.22	5.28	24.12	15.43	9.01	65.24	37.83	25.95	26.98	5.87	37.84	44.72	23.07	16.18	24.62	16.03	49.65	27.67	17.81	6.22	24.63	11.56
39.35	68	16.05	45.65	9.73	40.89	3.79	43.82	39.47	44.71	35.21	11.57	93.89	31.56	50.58	75.24	54.59	23.29	20.26	55.04	59.42	20.49	32.27	14.65	22.2	33.34	56.14	31.36	54.78	44.78	15.25	8.87	19.81	14.57	16.06	3.63	7.08	55.37	26.01	21.12	28.1	4.47	35.16	53.91	9.64	20.61	22.82	17.16	48.12	26.99	4.23	3.18	33.21	9.25
33.76	65.8	16.83	33.99	-4.67	35.07	-12.43	52.24	36.48	36.92	42.05	-12.86	98.93	41.16	57.51	77.08	52.42	21.5	13.49	63.94	47.99	24.47	19.6	6.11	7.9	24.29	46.47	23.13	57.61	38.44	0.21	11.93	4.17	0.29	0.01	-7.65	5.26	47.49	23.9	4.36	30.06	-10.11	39.02	38.9	9.67	7.2	13.79	17.74	36.01	15.57	-6.75	2.44	21.56	-2.46
33.71	56.7	23.3	44.41	1.86	39.14	-12.57	38.7	42.96	45.58	40.5	2.84	83.17	24.21	47.84	78.96	55.75	25.85	29.56	48.98	57.57	26.58	26.27	22.9	11.26	26.27	54.29	24.74	59.7	45.56	7.7	17.19	26.32	8.81	20.27	11.7	10.57	58.35	27.63	12.86	20.6	4.67	35.64	41.87	21.15	11.08	16.19	14.13	39.45	32.1	17.41	13.5	28.3	15.8
28.9	60.37	19.34	43.15	1.38	28.48	0.24	32.46	44.51	40.87	32.65	-2.29	80.15	26.76	41.29	75.94	45.61	29.37	24.49	54.55	41.89	19.57	20.95	5.53	6.71	28.42	39.09	23.27	51.81	43.99	6.68	16.11	15.95	-2.49	4.5	-10.59	14.45	48.45	15.97	11.29	21.54	-8.65	35.73	38.28	15.26	17.61	7.08	17.46	27.66	20.69	13.92	6.55	21.31	2.19
26.72	67.64	15.13	43.84	-1.76	34.31	-2.88	43.15	45.1	48.29	31.68	7.65	85.52	26.49	50.09	73.9	54.97	27.55	23.94	44.94	54.35	26.03	29.34	11.83	11.72	26.55	43.54	28.99	46.29	42.52	3.99	16.55	19.25	8.29	15.31	0.77	14.8	54.25	29.08	25.92	26.07	4.25	40.76	45.64	12.69	18.8	13.97	13.57	35.22	32.62	11.87	11.04	29.21	10.68
34.14	77.35	22.76	53.51	19.67	45.5	12.65	52.78	42.21	57.7	38.81	10.78	82.4	39.18	48.97	73.92	67.57	29.99	29.53	66.49	58.39	35.48	28.88	24.18	24.56	37.4	54.34	37.87	50.17	47.26	19.59	19.23	26.39	11.86	25.79	9.48	11.62	68.08	36.6	21.37	33.21	19.92	43.93	53.78	16.17	20.64	23.49	21.6	46.04	40.89	25.26	25.99	34.17	21.59
40.53	65.02	22.82	45.89	12.6	44.6	-0.48	46.16	42.02	55.55	37.74	9.86	82.35	42.15	51.21	73.04	56.45	27.59	25.67	60.7	51.66	28.14	34.79	24	35.19	32.92	50.21	31.88	59.38	45.86	18.07	22.81	22.53	15.01	14.67	12.73	15.84	50.74	31.47	27.99	26.51	2.65	43.24	46.95	10.52	29.63	18.21	16.77	40.64	34.5	19.67	2.6	23.96	16.69
41.06	75.88	21.13	39.97	13.78	25.85	3.38	42.44	45.38	44.83	45.17	7.78	80.28	43.12	50.72	75.2	56.41	34.88	21.74	62.09	49.7	22.1	31.58	25.04	19.6	31.51	44.82	32.86	57.27	46.85	23.1	17.28	17.12	11.36	20.24	9.33	16.1	57.27	33.46	18.77	39.13	10.18	38.96	47.44	14.53	23.79	17.91	21.77	38.4	31.12	15.52	8.99	41.7	14.01
32.35	56.17	16.62	42.33	6.54	38.79	9.2	50.11	44.11	46.61	42.05	-2.93	78.69	34.31	44.55	66.18	63.68	36.05	24.12	61.33	61.13	26.03	32.35	24.11	16.52	30.94	50.82	28.41	44.11	43.4	19.98	14.08	17.19	9.5	15.66	15.66	8.39	53.84	29.08	18.59	30.3	3.66	48.24	32.71	12.62	19.24	15.89	11.24	34.77	27.81	12.49	6.28	31.49	16.13
35.16	59	20.78	36.77	7.44	27.88	5.39	44.49	47.08	51.82	34.36	1.84	81.62	29.25	46.68	81.19	54.63	27.03	29.08	61.23	55.16	25.93	26.02	15.93	26.23	39.62	47.04	33.13	55.13	42.66	13.61	17.09	12.94	6.88	5.16	4.15	23.6	52.17	25.32	17.86	29.87	5.42	36.58	45.78	14.94	24.1	14.94	20.59	39.04	30.07	3.08	6.77	25.35	14.87
33.98	71.08	9.67	43.62	17.13	35.72	2.4	42.4	40.73	51.58	39.87	7.64	87.19	30.41	55.52	78.75	62.46	32.45	27.51	62.25	66.67	20.7	33.26	25.02	18.68	30.22	35.09	24.3	49.45	37.97	14.49	18.69	15.32	15.91	18.72	3.36	15.51	44.02	33.34	18.92	25.69	-0.45	41.9	51.32	13.04	20.18	16.17	23.94	31.87	26.53	10.27	8.52	41.69	6.98
37.37	76.68	15.8	35.14	1.56	32.81	-3	44.28	48.35	44.02	42.85	3.28	77.21	39.42	46.88	73.19	62.1	32.17	26.19	57.27	60.21	32.9	34.77	14.1	24.21	22.13	49.36	34.52	59.05	30.63	12.42	16.51	21.53	1.7	0.73	2.19	10.54	50.38	30.88	17.72	29.04	1.89	38.51	43.59	23.2	12.75	20.85	19.17	41.3	19.84	13.24	4.75	31.81	23.94
38.5	68.36	22.33	39.82	8.06	40.74	1.43	49.13	49.59	53.33	39.76	3.8	75.99	38.16	46.66	73.02	59.2	36.99	31.89	63.07	59.17	27.97	36.1	17.67	27.5	31.74	49.93	38.35	55.46	50.61	8.51	28.03	23.51	2.86	14.45	9.48	18.95	62.61	29.7	24.11	33.19	8	48.14	45.94	21.45	19.2	20.02	24.85	42.23	28.19	22.14	20.8	31.84	24.99
32.67	65.18	16.41	33.76	5.97	37.24	1.53	44.93	54.11	46.36	39.32	3.42	81.23	34.63	54.19	75.64	51.03	26.06	27.93	59.59	45.69	22.76	36.85	11.82	20.33	21.24	49	29.12	57.17	45.14	6.61	12.69	29.02	8.45	9.02	10.87	16.18	64.02	23.82	11.23	32.69	8.8	43.78	45.69	19.65	21.35	21.74	21.04	48.73	17.93	14.36	5.2	32.79	6.22
33.59	62.85	15.83	39.8	8.44	29.98	-11.5	44.2	56.3	44.27	27.98	5.71	82.31	41.54	51.46	71.02	67.53	36.66	41.02	58.81	48.58	24.91	38.34	16.41	6.72	29.42	44.09	40.34	38.05	36.5	14.77	20.98	17.98	5.59	11.59	-8	4.67	59.81	24.09	18.8	35.37	5.03	39.01	44.41	14.68	1.11	13.77	20.38	30.47	19.49	5.28	10.8	30.04	15.28
34.12	62.97	22.97	45.53	16.53	35.42	11.96	46.03	45.75	50.13	43.13	11.56	78.7	47.21	52.13	62.74	64.52	33.31	30.83	56.03	53.63	23.76	28.03	30.59	31.31	45.42	51.44	35.51	61.82	50.41	15.21	26.4	31.53	6.09	15.05	1.11	19.01	54.49	25.9	19.49	21.96	6.92	39.78	45.92	14.47	24.02	18.36	19.7	44	29.41	23.59	16.19	45.31	21.45
39.29	67.12	23.06	49.62	16.24	45.4	20.53	43.87	49.42	52.33	41.03	22.06	84.02	43.75	56.26	63.72	51.09	31.01	34.35	63.83	53.74	26.64	40.66	19.74	25.13	34.73	53.69	39.22	58.87	48.54	13.63	25.85	19.13	13.42	25.42	5.28	15.9	64.94	29.39	24.73	33.9	19.7	36.23	45.27	20.93	29.15	24.64	32.87	38.28	25.4	17.81	14.44	33.65	20.87
34.68	66.21	18.71	46.83	13.62	34.81	8.41	51.22	50.44	50.26	39.45	8.77	82.61	33.76	45.01	75.49	61.82	33.25	29.65	69.4	61.48	28.77	38.14	23.5	14.99	30.82	59.37	44.42	54.53	52.21	17.47	21.37	24.19	13.53	21.16	1.18	8.97	51.31	36.72	21.99	24.56	9.3	39.79	41.58	15.58	14.73	13.62	15.13	42.19	29.47	10.33	15.93	32.19	15.05
31.42	56.95	17.08	42.12	14.35	35.72	12.44	40.6	44.61	53.16	34.54	11.03	77.14	31.38	48.59	63.1	57.15	28.14	34.11	53.39	48.49	26.24	37.24	21.46	21.38	34.82	45.1	30.3	44.21	41.1	6.49	19.36	13.4	7.72	18.07	9.04	18.46	56.86	25.13	25.96	24.96	7.94	36.14	47.44	14.54	18.02	21.88	28.7	32.83	32.91	16.46	11.82	31.58	14.29
36.57	62.18	21.87	44	12.03	38.8	3.96	34.36	43.48	46.36	44.39	2.05	85.88	38.32	50.71	74.04	48.9	31.19	17.47	53.26	51.71	30.59	37.92	25.6	16.4	33.51	51.95	26.87	53.78	46.95	3.97	13.56	12.89	11.79	16.58	5.83	13.14	47.52	20	21.91	17.64	2.41	37.03	42.16	9.42	19.66	15.39	28.92	35.35	23.94	10.63	6.91	30.56	3.38
28.69	65.1	10.38	35.11	5.13	26.82	0.22	34.87	34.81	37.6	36.08	0.85	74.25	24.05	40.88	65.84	50.8	26.53	26.77	56.54	50.7	16.08	29.36	26.02	11.61	27.8	46.86	25.57	39.63	36.1	8.99	12.14	11.98	5.64	14.39	0.82	6.23	48.53	21.13	16.87	21.89	3.51	40.34	32.91	14.54	11.74	16.7	13.68	27.62	23.41	12.86	12.43	24.79	10.11
42.48	70.53	18.37	42.31	4.02	36.8	6.01	45.54	51.49	48.29	36.79	10.05	84.86	31.8	43.47	66.45	58.52	33.01	33.51	59.1	50.48	26.86	35.5	18.57	21.46	38.68	53.88	35.5	51.08	46.76	3.54	25.95	23.6	10.85	15.41	5.32	17.68	53.16	30.46	23.6	32	7.62	34.47	47.58	21.84	16.88	18.8	14.47	39.69	29.14	8.94	11.3	38.16	8.04
38.77	57.87	23.33	39.21	12.81	33.92	4.38	42.91	46.43	55.35	46.51	11.04	77.32	32.97	48.88	70.06	55.02	31.67	24.2	58.3	49.63	21.66	35.59	19.75	29.08	29.69	50.97	30.75	47.95	40.96	16.45	18.34	21.45	10.01	11.34	10.54	22.41	48.82	32.68	19.06	31.44	12.28	44.21	40.02	19.63	19.77	10.02	19.05	34.5	26.83	18.92	1.56	22.7	8.97
36.68	56.49	8.39	35.54	-3.37	38.87	1.69	45.61	46.51	45.45	38.13	1.07	78.62	32.58	42.16	61.06	64.38	17	28.88	54.77	51.32	29.52	30.56	14.28	16.1	31.38	41.54	31.74	46.88	40.8	9.74	10.95	19.35	-1.03	13.85	0.45	14.29	56.17	24.45	16.17	25.58	-0.42	31.82	40.79	10.84	11.59	15.56	17.64	30.02	19.65	8.43	8.07	30.45	5.69
39.3	63.95	20.62	42.36	12.23	40.44	3.95	45.22	42.71	49.73	42.01	4.56	88.78	42.92	56.15	82.2	48.8	30.17	41.83	59.18	56.9	35.56	35.06	24.5	23.26	30.39	55.54	34.63	55.36	45.98	15.03	24.05	20.17	13.73	14.45	12.72	19.12	62.34	45.41	23.75	37.67	14.32	35.64	57.4	20.99	16.69	20.35	24.61	41.43	29.45	19.86	16.57	32.29	16.55
34.91	59.35	18.82	48.71	14.76	36.51	0.56	38.23	43.65	53.18	39.73	-0.81	82.78	40.48	45.75	70.52	56.34	33.85	26.42	53.56	54.28	31.53	26.62	24.3	24.84	22.26	43.05	24.37	59.6	34.97	8.86	27.16	20.2	11.38	24.03	5.98	17.77	55.04	29.5	20.2	23.76	8.66	34.07	39.67	17.5	19.27	10.34	19.56	40.01	28.64	20.26	6.29	27.07	16.32
46.46	74.94	19.06	45.96	12.9	49.92	5.63	57.6	52.82	50.02	43.5	5.13	91.19	54.6	61.62	89.22	68.62	40.28	31.88	68.73	55.56	41.51	41.68	24	22.36	32.57	54.87	41.59	61.39	48.39	12.9	23.83	28.22	15.82	18.22	16.06	25.24	58.78	40.36	36.63	41.31	8.44	48.09	48.15	25.4	31.82	26.8	20.26	43.19	25.68	27.58	16.95	33.91	20.79
39.19	58.4	20.11	32.33	4.4	37.5	5.92	45.96	41.51	46.71	37.22	3.17	79.17	39.28	49.1	77.75	55.28	21.5	27.78	55.38	54.28	26.3	31.67	12.87	9.86	30.76	47.95	33.33	52.86	33.47	10.32	19.54	12.29	16.78	11.42	7.38	13.16	52.87	28.4	19.6	28.63	5.38	35.78	39.52	14.14	22.02	16.79	16.04	30.45	19.54	16.18	-0.8	21.4	15.41
35.94	62.42	4.55	31.86	2.62	31.66	-0.65	44.65	46.39	45.5	32.09	1.63	84.07	33.44	36.84	66.97	57.94	31.09	29.44	47.85	53.51	25.23	23.72	10.48	19	30.52	42.74	25.38	52.18	38.83	8.4	18.71	20.44	8.39	12.37	4.42	11.28	53.13	26.54	20.94	19.98	-4.82	40.14	39.26	5.8	18.97	8.48	21.3	34.46	20.89	10.23	12.77	27.08	13.98
38.26	61.69	24.93	32.97	11.18	31.11	1.73	41.96	41.39	39.93	33.77	9.4	74.4	31.44	43.91	71.92	51.53	19.81	27.03	48.39	49.78	23.19	21.83	6.33	17.27	22.12	46.91	21.9	48.46	38.48	9.38	15.26	20.01	3.96	19.97	-3.6	8.94	49.33	23.35	9.55	22.58	1.18	36.25	39.91	12.62	18.83	15.08	13.58	35.13	24.2	14.73	10.06	24.67	7.73
32.46	52.73	11.92	45.61	7.96	38.86	11.13	34.2	42.16	44.39	31.64	6.13	73.22	34.6	46.39	73.32	51.01	31.12	31.74	50.25	44.3	20.46	29.34	14.17	21.44	24.84	42.65	28.41	46.66	38.21	7.23	14.55	21.57	15.7	17.36	8.02	16.83	47.6	24.31	17.59	30.49	17.91	39.68	34.3	12.93	22.21	17.83	25.53	34.81	19	12.41	5.2	26.92	16.91
31.09	64.48	7.18	44.19	7.34	31.14	-2.37	33.77	43.9	44.6	38.97	3.91	76.29	24.8	40.52	59.23	53.57	27.13	31.31	56.41	54.13	27.49	23.55	16.22	18.14	30.66	48.82	34.24	45.63	48.03	6.98	8.95	18.64	7.25	4.38	6.75	11.35	44.7	25.85	21.08	26.16	-3.42	37.63	30.14	4.53	15.75	16.1	19.99	41.33	22.24	13.74	2.7	30.26	4.91
38.02	62.76	23.01	38.06	11.04	42.76	10.61	40.39	40.53	53.33	37.52	18.7	82.21	38.81	47.35	76.12	59.11	27.89	34.04	55.84	51.65	29.13	25.49	27.62	12.86	32.86	52.28	31.75	48.18	43.12	19.3	23.68	22.29	18.74	16.26	15.78	17.57	48.6	27.07	24.43	28.54	12.15	46.64	42.56	15.99	24.34	20.4	20.35	30.97	34.02	23.31	14.85	35.99	16.97
