"Centaurea_nigra_K__P_1"	"Centaurea_nigra_K__P_2"	"Centaurea_nigra_K__P_3"	"Centaurea_nigra_K__P_4"	"Hypochaeris_radicata_K__P_1"	"Hypochaeris_radicata_K__P_2"	"Hypochaeris_radicata_K__P_3"	"Hypochaeris_radicata_K__P_4"	"Scabiosa_columbaria_K__P_1"	"Scabiosa_columbaria_K__P_2"	"Oenothera_erythrosepala_K__P_1"	"Oenothera_erythrosepala_K__P_2"	"Oenothera_erythrosepala_K__P_3"	"Origanum_vulgare_K__P_1"	"Origanum_vulgare_K__P_2"	"Hypericum_maculatum_K__P_1"	"Buddleja_davidii_K__P_1"	"Buddleja_davidii_K__P_2"	"Buddleja_davidii_K__P_3"	"Buddleja_davidii_K__P_4"	"Geranium_robertianum_K__P_1"	"Daucus_carota_K__P_1"	"Daucus_carota_K__P_2"	"Daucus_carota_K__P_3"	"Aegopodium_podagraria_K__P_1"	"Aegopodium_podagraria_K__P_2"
21.45	40.4	37.85	32.57	9.79	5.57	41.44	16.89	15.95	39.24	29.62	27.48	24.14	49.42	23.11	56.99	36.17	51.83	69.37	37.45	64.54	36.27	44.42	50.76	8.41	33.44
34.02	39.99	47.71	40.24	19.84	12.26	42.61	23.5	27.45	43.83	38.85	44.88	32.21	62.29	33.5	64.32	34.36	64.61	73.5	43.92	56.79	49.31	43.08	65.79	28.73	51.08
26.21	39.68	39.91	28.22	-2.52	3.75	33.82	9.54	18.24	36.69	29.09	36.3	28.76	43.63	25.81	51.16	28.46	51.74	67.04	45.87	62.53	21.62	32.02	43.18	14.16	39.57
28.68	32.18	38.83	38.44	10.34	13.33	34.92	21.05	22.86	34.74	33.06	26.33	28.46	45.39	30.06	52.28	40.13	44.95	54.65	37.31	61.77	46.18	40.03	51.77	19.4	37.7
17.61	34.25	32.41	26.37	9.53	17.29	38.39	17.03	20.42	28.03	34.51	33.08	33.99	53.23	28.64	49.74	28.86	52.61	63.05	44.06	52.83	32.97	37.18	62.48	17.78	35.3
21.72	32.34	33.63	34.13	8.63	-1.02	27.04	12.94	24.35	39.07	36.93	35.63	20.78	51.82	28.63	44.63	25.23	33.1	57.96	32.9	53.73	35.36	34.62	49.1	19.58	35.18
22.16	27.22	45.06	25.04	10.69	0.64	47.09	19.57	16.4	31.96	45.84	30.1	17.19	43.41	24.6	43.63	31.16	32.6	58.24	45.39	58.04	38.38	40.01	53.82	6.44	31.94
27.94	36.3	47.4	36.46	12.09	14.3	42.39	22.9	14.61	36	44.35	38.16	35.65	45.77	32.44	55.08	26.91	54.99	55.49	36.01	59.83	32.67	49.28	65.52	17.52	40.44
16.54	40.98	40.96	38.55	7.06	14.81	40.59	16.72	21.34	39.41	30.27	29.42	19.32	51.73	27.67	48.07	29.67	54.93	57.98	40.07	43.9	27.74	39.15	60.95	13.63	41.61
22.95	35.68	39.38	19.62	4.33	3.57	32.35	12.95	15.44	26.56	27.57	29.26	20.62	44.18	21.65	40.74	21.64	39.88	54.95	36.61	48.72	27.2	31.15	57.22	10.62	36.44
20.12	42.4	47.08	29.41	7.79	6.42	28.26	23.19	20.39	31.2	42.49	32.76	24.8	45.86	29.54	56.37	27.81	41	61.44	41.72	53.51	47.73	41.12	49.51	14.75	32.98
13.17	32.78	35.94	33.63	6.72	2.71	30.74	12.68	20.3	31.03	26.45	33.08	14.71	42.97	17.28	43.03	23.44	35.04	54.34	41.42	53.33	30.97	37.87	45.87	16.95	25.11
29.09	40.27	41.56	33.86	7.99	8.44	43.95	6.23	22.97	22.7	42.26	31.05	33.67	41.44	25.04	49.61	25.03	44.92	59.77	43.5	52.57	30.95	43.88	53.6	14.97	41.71
16.35	34.64	45.87	34.89	16.63	9.61	31.91	12.41	21.22	22.68	29.68	30.83	25.36	29.66	29.06	39.52	24.48	46.29	52.82	33.76	52.9	28.52	34.43	44.19	14.02	28.8
17.41	29.74	28.83	25.33	7.39	14.47	37.59	9.75	21.01	40.15	33.5	27.26	27.05	33.69	20.97	48.58	19.47	31.36	51.05	40.23	60.87	30.7	25.96	47.89	13.69	39.99
16.36	25.83	39.49	24.53	0.5	1.42	24.49	5.5	22.16	22.57	29.43	20.91	16.15	38.34	23.42	40.49	12.73	27.31	48.73	40.57	50.05	26.03	30.03	43.87	10.84	31.28
16.21	32.75	30.69	19.16	5.94	7.15	27.7	6.77	23.95	31.65	25.87	22.21	20.96	43.89	24.38	39.81	22.34	27.56	44.9	32.6	48	24.86	35.34	41.21	14.13	35.35
9.72	26.82	33.32	20.96	2.17	0.34	30.17	8.03	12.1	22.73	24.88	19.97	12.97	42.12	22.67	41.88	20.06	35.05	43.8	39.82	43.17	27.06	26.2	43.18	4.52	22.24
6.77	22.06	37.72	13.15	0.04	0.58	27.07	7.15	11.94	28	20.83	27.43	18.52	36.61	11.78	36.85	11.54	26.68	38.65	33.53	40.87	27.59	20.96	47.47	4.47	31.07
14.03	22.17	29.93	12.69	6.74	3.22	25.02	2.14	13.42	23.89	30.92	21.29	13.36	34.59	20.56	30.55	14.55	27.11	31.78	32.78	36.44	18.64	24.67	42.5	1.88	23.52
10.36	21.25	31.04	18.29	3.27	3.41	18.59	12.42	6.99	19.45	14.84	14.38	7.72	31.57	13.02	31.2	14.31	23.74	33.25	28.34	29.19	18.99	21.64	32.86	11.21	27.25
14.38	22.49	31.46	17.81	1.25	2.94	20.91	9.93	13.24	21.14	30.77	22.22	11	30.46	16.84	32.23	20.3	24.5	30.52	25.41	32.43	19.25	16.82	28.77	11.02	23.45
14.68	16.55	26.04	12.58	2.5	-0.7	14.42	4.97	8.38	21.18	16.67	9.39	11.17	30.54	9.52	29.48	14.47	18.8	28.18	18.78	24.55	14.22	17.88	27.87	3.07	15.01
12.68	21.55	27.07	14.35	7.22	6.39	21.81	11.31	18.29	25.21	17.2	20.56	12.89	29.82	12.18	29.54	16.7	25.34	33.08	22.83	24.31	18.36	22.4	27.16	13.12	17.4
4.55	16.16	22.59	9.53	7.86	4.59	17.95	7.29	11.98	16.7	14.74	11.58	11.07	26.71	10.37	23.1	14.42	17.08	21.2	15.09	20.93	13.12	12.16	19.59	8.82	12.46
3.8	11.47	17.72	6.93	1.37	0	12.39	2.33	6.77	11.34	10.22	4.31	3.47	20.05	6.61	22.18	10.93	8.91	13.75	10.83	12.66	9.52	10.24	13.99	2.1	7.35
4.19	12.61	19	3.75	-0.48	0.41	10.75	2.43	8.64	10.33	8.95	7.62	4.59	20.89	7.17	21.2	9.01	9.26	10.93	11.3	11.03	9.84	9.83	11.64	3.57	8.51
4.98	11.12	20.42	5.27	1.06	2.34	12.31	3.05	8.6	11.79	10.22	7.02	6.57	20.15	6.93	20.11	9.92	8.4	12.13	11.52	11.42	8.94	9.98	12.34	5.03	9.05
1.22	11.71	18.07	2.6	1.38	0.27	11.34	1.63	7.25	11.48	8.25	8.18	3.27	19.16	6.66	18.49	6.11	8.52	13.45	10.72	9.74	8.99	7.94	11.57	2.14	6.25
1.26	10.21	15.98	3.92	-2.36	0.47	12.63	2.24	8.03	10.9	8.71	7.43	3.27	19.25	5.08	19.27	8.86	8.37	15.3	12.26	9.15	7.38	9.79	10.39	3.09	8.18
3.35	12.65	19.4	4.42	0.84	1.82	12.83	2.4	9.87	14.91	11.16	6.26	6.89	19.55	8.07	20.67	10.09	11.14	18.15	11.85	12.63	7.95	10.04	13.28	4.28	9.46
3.24	12.25	20.04	8.61	2.28	2.49	14.78	4.78	9.37	13.71	14.48	9.18	8.49	22.14	10.06	21.51	9.48	13.76	17.28	12.53	15.45	10.9	10.25	15.34	4.56	12.39
7.19	15.05	21.9	6.24	5.57	2.58	13.12	6.1	11.1	14.17	12.67	9.91	9.07	22.38	10.94	24.25	10.8	13.73	18.75	16.11	16.36	13.19	13.6	17	6.97	10.45
7.54	14.2	22.94	8.51	4.39	1.97	16.28	6.21	12.63	17.14	15.4	11.97	9.87	24.82	10.17	24.28	15.51	14.53	17.22	14.03	16.43	12.71	11.21	16.56	8.04	13.73
6.41	18.27	24.91	8.71	4.85	6.26	17.63	8.59	13.81	17.38	15.92	13.45	11.56	26.05	13.32	27.1	15.33	17.82	20.14	16.42	18.42	13.01	16.2	20.93	9.48	13.16
1.16	11.58	20.04	4.22	-1.69	-0.97	10.24	1.69	6.9	12	9.76	8.09	6.93	22.72	5.64	21.01	9.65	10.4	16.17	13.96	15.16	9.83	10.08	12.82	5.38	6.03
5.86	15.57	23.86	8.2	3.1	1.61	17.8	3.97	11.92	18.39	15.34	11.74	6.91	23.88	9.3	24.64	13.27	12.76	20.57	18.82	17.69	11.5	16.41	16.1	6.36	11.72
5.62	16.92	23.58	9.6	2.27	3.02	15.07	6.32	8.59	17.12	11.59	11.19	10.46	24.51	9.91	24.58	14.06	13.45	20.8	14.24	15.55	11.49	14.04	18.19	6.88	13.43
3.51	13.52	20.46	7.16	1.92	1.28	15.16	4.59	8.2	12.68	11.69	10.19	7.94	22.38	7.94	23.45	10.46	13.6	15.79	13.79	14.26	7.56	10.68	14.78	4.16	7.99
3.39	11.78	18.23	5.47	1.11	-0.37	12.89	1.8	8.36	11.51	9.68	8.59	6.87	20.02	7.56	20.99	10.34	9.9	14.46	9.58	10.75	10.93	8.76	12.74	3.47	7.47
4.51	11.38	19.91	6.77	3.1	2.01	14.73	5.27	10.01	14.55	10.64	9.27	7.16	21.28	8.06	22.77	11.29	12.1	15.66	11.83	13.44	11.15	11.04	12.83	6.39	10.38
3.67	11.19	18.19	4.49	1.93	2.47	13.26	3.54	9.08	10.22	10.36	8.49	6.33	20.44	8.44	19.45	10.18	7.86	14.07	12.74	10.49	8.87	8.82	12.03	4.52	8.28
2.6	11.91	17.75	4.31	2.03	-0.22	11.1	3.19	7.75	11.77	8.99	6.98	4.01	18.75	5.3	19.57	8.84	7.12	13.02	10.25	11.45	7.09	10.25	11.1	2.52	7.4
5.04	14.21	18.48	5.17	2.98	2.99	14.64	4.42	11.04	13.66	9.96	10.25	7.13	21.3	7.6	22.02	11.63	9.46	15.6	11.32	10.97	10.06	9.92	12.55	6.18	9.88
2.1	13.16	19.18	4.76	2.65	2.53	13.43	5.28	9.49	12.71	10.98	9.2	7.4	19.85	7.49	20.83	11.31	10.35	13.4	12.79	11.23	9.93	10.77	13.12	6.15	9.03
4.49	12.59	17.72	4.72	2.74	2.01	12.4	5.67	8.56	13.69	11.45	9.47	7.96	20.49	9.09	21.56	10.34	8.63	14.75	12.05	10.99	9.81	9.94	12.39	4.73	8.2
2.62	11.84	19.16	4.7	1.83	2.01	12.07	2.8	9.94	11.17	11.1	6.72	5.76	19.99	6.64	19.66	9.62	9.5	12.62	11.98	10.74	9.4	9.25	12.04	4.38	8.65
3.24	11.5	18.93	3.82	2.07	1.71	13.4	4.81	8.44	13.63	10.94	8.88	5.05	19.86	7.16	19.8	8.87	8.7	11.32	13.61	11.17	7.71	9.11	11.93	4.78	7.23
2.59	9.66	18.86	3.27	0.32	1.19	10.83	2.67	9.73	11.35	9.81	7.92	5.25	19.92	5.73	21.08	9.17	7.05	11.71	11.71	10.5	7.36	9.29	10.22	4.23	6.14
3.11	11.13	18.32	3.81	2.5	0.62	11.57	4.35	8.74	12.18	9.71	6.73	6.16	19.07	7.03	19.9	8.51	7.52	12.15	11.3	9.29	8.64	9.43	11.54	3.97	8.47
2.85	11.6	18.78	4.39	1.8	2.39	11.28	4.66	9.97	12.58	10.52	9.18	6.74	20.38	6.44	19.51	10.46	8.27	12.48	11.32	9.33	9.69	9.79	11.06	5.13	9.26
3.61	11.86	16.9	3.87	1.36	1.75	12.86	2.73	7.65	12.38	9.52	7.08	5.43	19.44	6.27	21.03	9.95	7.13	12.72	11.13	9.08	8.52	9.03	11.14	4.44	7.78
2.29	11.58	16.92	4.21	1.89	1.65	11.91	4.05	7.03	11.98	9.29	7.27	5.62	18.6	7.54	19.32	8.19	8	12.6	10.57	10.06	8.61	8.23	10.73	4.15	8
1.86	10.68	16.23	3.41	1.21	1.4	10.68	2.95	7.18	10.2	8.3	6.99	4.66	19.46	4.63	19.47	8.42	5.53	10.17	9.04	8.28	7.97	7	9.7	4.94	6.79
3.47	10.53	17.28	3.62	2.88	1.48	10.33	3.75	9.04	11.87	8.2	7.14	5.83	19.88	6.44	19.57	9.59	7.09	11	9.38	7.75	8.25	7.32	10.69	5.33	6.33
2.15	9.84	15.92	3.01	1.16	1.23	9.94	2.59	7.61	10.09	8.38	7.03	4.7	17.85	5.74	19.84	8.58	6.36	10.41	8.41	7.46	7.56	7.99	8.39	3.85	6.54
1.55	8.62	15.73	1.91	0.97	0.11	9.42	2.22	7.04	9.83	7.6	5.48	3.93	17.47	4.09	17.8	7.24	4.22	8	7.46	6.47	6.53	6.74	7.6	3.12	5.11
2.16	9.34	15.74	2.9	1.49	1.05	9.54	2.83	7.71	9.5	7.8	5.86	4.97	16.89	5.18	18.46	7.54	4.95	8.09	7.96	6.56	6.41	6.7	7.38	3.41	5.18
1.8	8.19	15.09	2.34	1.09	0.89	9.23	2.7	7.43	9.47	7.3	5.72	4.53	17.05	4.88	18.16	8.06	4.08	7.94	7.84	5.66	7.2	6.16	6.74	3.39	4.8
1.28	8.33	14.37	1.65	1.02	0.7	8.98	2.48	7.01	9.08	7.09	5.03	4.92	16.8	4.05	17.9	6.97	3.65	7.15	7.54	4.85	6.32	5.45	6.4	3.25	4.33
1.13	8.13	14.78	1.83	1.04	0.52	8.91	2.49	6.48	8.82	6.97	5.24	4.63	16.6	4.08	17.58	7.04	3.82	6.5	6.96	4.88	6.24	5.51	6.33	3.56	4.34
0.78	7.65	14.19	1.08	0.79	0.24	8.09	1.86	6.66	8.23	6.13	4.55	3.56	15.75	3.59	16.64	6.37	2.84	6.01	6.52	3.91	5.63	4.95	5.58	2.98	3.55
0.79	7.87	14.17	1.24	1.02	0.75	8.33	2.56	6.41	8.55	6.45	4.48	4.41	16	4	17.15	6.74	3.14	6.05	6.73	4.21	5.42	5.29	5.53	3.22	4.28
0.78	8.03	13.86	1.25	1.07	0.3	8.36	2.15	6.83	8.96	6.52	4.49	4.15	15.73	4.04	17.02	6.73	3.23	6.16	6.55	3.81	5.57	5.27	5.26	2.99	4.16
0.58	7.89	14.21	0.84	0.69	0.17	8.57	2.17	6.66	8.96	6.43	4.49	4.06	16.16	3.87	16.63	6.5	3.06	6.23	6.46	3.95	5.23	5.34	5.53	2.95	4.27
0.76	8.09	14.68	1.1	0.88	0.91	8.97	2.1	7.64	9.52	6.6	4.42	4.28	16.14	4.13	16.61	6.85	3.36	6.78	7.5	4.5	5.86	5.79	6.08	2.93	4.5
1.51	8.94	14.7	2.04	1.65	1.22	9.82	2.72	7.53	10.25	7.46	5.97	4.94	17.21	4.7	18.18	7.66	4.32	7.93	7.67	5.5	6.28	6.5	6.82	3.56	5.41
1.09	8.57	14.93	1.24	1.1	0.5	9.14	2.34	7.39	9.33	7.12	5.1	4.06	17.07	3.98	17.71	7.26	3.44	7.31	7.44	4.8	5.72	5.51	6.49	3.2	4.58
1.33	8.59	15.25	1.72	1.44	0.53	10.02	2.72	7.96	9.93	6.95	5.38	5.14	16.52	4.38	18.18	8.1	4.21	7.81	7.54	5.72	6.38	6.46	7.25	3.34	4.73
1.3	8.53	14.63	1.48	1.15	0.85	9.2	2.64	7.51	9.79	6.93	5.4	4.21	16.65	4.62	18.21	7.31	3.84	7.67	7.46	5.84	5.99	5.74	6.93	2.94	4.96
0.78	8.05	14.04	1.31	1.28	0.41	8.76	2.15	7.1	9.18	6.47	4.62	4.22	16.03	4.36	17.99	7.04	3.58	6.86	7.23	4.82	6.26	5.63	6.09	3.09	4.33
0.83	7.66	13.81	1.43	0.91	0.61	8.15	2.29	6.75	8.51	6.1	4.71	3.99	15.78	4.06	17.6	6.56	2.78	6.02	6.73	3.94	5.84	5.11	5.57	3.01	4.27
0.66	7.33	13.72	0.92	0.78	0.49	7.92	1.97	6.16	8.19	5.79	4.18	3.38	15.01	3.82	17.14	6.36	2.55	5.3	6.22	3.48	5.23	4.65	5.04	2.93	3.65
0.39	7.15	13.44	0.66	0.72	0.43	7.75	1.91	6.11	7.75	5.62	3.91	3.39	14.89	3.66	16.98	6.05	2.47	5.14	6.05	3.11	5.03	4.54	4.81	2.73	3.51
0.36	7.11	13.1	0.49	0.82	0.38	7.71	1.88	6.05	7.87	5.63	3.9	3.28	14.93	3.43	16.85	6.02	2.24	5.01	5.91	2.95	4.82	4.56	4.64	2.58	3.51
0.52	7.16	13.29	0.69	0.92	0.51	7.96	2.08	6.42	8.08	5.6	3.82	3.34	14.87	3.53	16.97	6.25	2.47	5.16	5.88	3.18	4.93	4.7	4.52	2.93	3.44
0.56	7.45	13.63	0.78	1.04	0.51	8.22	2.07	6.81	8.33	5.49	3.89	3.53	15.09	3.61	16.94	6.13	2.41	5.24	5.98	3.17	4.84	4.8	4.62	2.9	3.61
0.53	7.25	13.27	0.9	1.06	0.37	8.13	2.07	6.78	8.39	5.64	3.84	3.45	15.27	3.62	17.07	6.23	2.5	5.39	6.1	3.35	5.25	4.96	4.97	3.01	3.6
0.88	7.64	13.97	1.03	1.04	0.89	8.45	2.41	6.99	8.93	5.96	4.11	3.64	15.57	3.92	17.64	6.64	3.19	5.73	6.56	3.75	5.37	5.37	5.14	3.24	4
0.8	7.74	13.79	1.07	0.97	0.61	8.53	2.12	6.9	9.02	6.21	4.15	3.61	15.45	3.99	17.54	6.79	2.93	6.14	6.46	3.63	5.29	5.32	4.94	2.94	3.89
0.8	7.65	14.1	0.99	1.02	0.65	8.63	2.4	7.43	8.85	6.3	4.05	3.76	16.04	3.89	17.85	7.06	3.31	6.32	6.76	4.19	5.66	5.33	5.45	3.22	4.39
1.44	8.39	14.58	1.68	1.49	0.8	9.29	2.7	7.37	9.75	6.38	4.58	4.12	16.44	4.33	18.44	6.96	3.52	6.75	7.02	4.87	5.96	6.49	6.57	3.43	4.83
1.27	9.1	14.82	1.52	1.19	0.88	9.2	2.84	7.47	9.6	6.78	4.79	4.45	16.25	4.87	18.58	7.32	4.05	7.52	7.64	5.11	6.28	6.03	6.72	4.05	4.71
1.5	8.36	14.59	1.39	1.19	0.94	9.14	2.56	7.22	9.26	6.44	4.81	3.56	16.5	4.14	18.39	7.44	4.06	7.32	7.42	5.14	6.1	6.14	6.43	3.18	4.67
1.45	8.62	14.58	1.61	1.6	0.98	9.55	2.49	7.2	9.34	6.76	4.78	4.24	16.17	4.59	19.07	7.17	4.1	7.43	7.34	5.13	6.21	5.94	6.5	3.53	5.25
1.15	8.13	13.87	1.31	1.22	0.44	8.44	2.28	7.07	9.05	6.37	4.32	3.56	15.86	4.06	18.78	7.02	3.59	6.53	7.17	4.36	5.94	5.5	6.44	3.17	4.14
1.11	7.61	13.99	1.29	1.3	0.86	8.28	2.47	6.34	8.84	6.14	4.35	3.58	15.46	4.45	18.52	6.78	3.26	6.6	7.34	4.17	5.77	5.34	5.95	3.17	4.32
1	7.65	14.11	1.39	1.14	0.83	8.43	2.27	6.67	8.38	5.88	4.28	3.54	15.36	4.26	18.57	6.62	3.2	5.92	6.79	3.87	5.31	5.43	5.8	3.06	3.97
0.88	7.63	13.46	1.2	0.88	0.8	8.54	2.29	6.76	8.44	5.65	3.8	3.18	15.14	3.95	17.83	6.71	3.01	6.15	6.39	3.86	5.35	5.33	5.33	2.97	3.91
0.95	7.6	13.82	1.31	1.14	0.94	8.48	2.26	6.95	9.04	5.7	3.88	3.66	15.74	3.96	18.24	6.82	3.34	6.15	6.78	3.96	5.45	5.35	5.33	3.33	4.32
0.73	7.84	14.37	1.33	1.29	0.43	9.11	2.33	7.19	9.18	5.72	4.32	3.63	15.89	4.27	18.09	6.75	3.54	6.7	6.95	4.22	5.43	5.41	5.62	3.31	4.57
1.14	8.73	14.26	1.82	0.92	0.88	9.53	2.88	7.44	9.2	6.29	4.26	3.7	16.24	4.51	18.6	7.4	4.22	7.41	7.83	4.67	5.8	5.99	6.13	3.18	4.73
1.7	9.11	14.64	1.93	1.76	1.2	10.04	2.93	7.67	9.71	6.64	5.17	4.09	16.87	4.78	19	8	4.62	7.85	7.59	5.28	6.46	6.52	6.52	3.37	5.03
1.54	9.13	14.98	2.02	1.49	0.93	9.45	2.64	7.25	9.98	6.79	4.7	4.12	16.37	4.82	19.08	7.51	4.55	8.15	7.76	5.45	6.43	7.04	7.51	3.73	5.03
1.64	8.55	14.89	2.13	1.78	1.32	9.39	3.19	7.59	9.95	7.13	5.03	4	16.23	4.84	19.19	7.64	4.97	8.11	8.09	5.93	6.57	6.85	7.57	3.51	5.71
1.92	8.49	14.64	2.32	1.49	0.63	9.8	2.95	7.32	9.68	6.46	5.04	4.03	16.43	5.18	19.1	7.93	4.67	7.62	8.21	5.62	6.64	6.1	7.62	4.07	5.17
1.16	8.42	14.73	2.02	1.47	0.1	9.64	2.67	7.14	9.25	6.41	5	3.52	16.24	4.72	18.53	7.2	4.7	7.66	7.74	5.33	6.84	6.33	6.95	3.65	5.17
1.7	8.91	14.85	2.4	1.28	0.65	9.84	2.88	7.4	9.94	6.68	4.89	3.85	16.82	5.13	18.59	7.59	4.88	7.89	8.11	5.61	6.58	6.22	6.83	3.75	4.87
1.78	8.23	14.33	1.82	1.64	1.23	9.93	3.05	7.53	9.26	6.63	4.86	4.15	15.88	4.87	18.55	6.88	4.25	8.1	7.91	5.47	6.28	6.36	7.14	4.06	5.21
1.02	8.15	14.46	1.37	1.33	0.58	8.88	2.58	7.14	9.66	6.23	4.18	3.5	15.61	4.54	18.23	7.23	4.02	7.69	7.59	5.08	5.98	6.03	6.43	3.27	4.59
1.18	8	13.96	1.53	1.43	0.57	9.24	2.79	6.85	9.14	6.21	4.24	3.38	15.3	4.47	18.33	7	4.08	7.04	7.25	4.93	6.32	5.84	6.68	3.11	4.8
0.94	8.18	13.94	1.62	1.4	1.07	9.25	2.74	7.19	8.94	6.37	4.44	3.64	15.44	4.32	17.71	7.31	3.9	6.67	6.77	4.95	5.69	6.01	6.24	3.4	4.4
0.83	7.97	13.92	1.69	1.19	0.71	9.21	2.55	6.95	8.73	6.04	3.81	3.3	15.36	4.09	17.92	7.02	3.67	6.52	7.05	4.25	5.57	5.76	5.94	2.88	4.66
0.76	7.49	13.37	1.07	1.15	0.56	8.84	2.18	7.09	8.83	5.86	3.5	3.29	14.93	4.13	17.29	6.82	3.17	6.49	6.75	3.76	5.22	5.45	5.36	3.12	4.15
0.86	7.86	13.53	1.21	1.38	0.67	8.57	2.5	6.48	8.85	5.6	3.68	3.19	15.25	4.09	17.03	6.62	2.95	6.11	6.33	4.18	5.34	5.27	5.61	3.19	4.13
0.71	7.39	13.12	1.03	0.9	0.31	8.12	2.32	6.33	7.73	5.06	3.11	2.57	14.4	3.64	16.23	6.32	2.53	5.53	6.05	3.35	4.82	4.8	4.83	2.73	3.72
0.74	7.24	13.04	0.74	1.21	0.55	7.93	2.26	6.3	7.62	4.89	3.18	2.7	14.23	3.77	16.39	6.03	2.52	5.17	5.96	3.19	5.09	4.58	4.7	2.98	3.36
0.56	7.01	12.55	0.69	1.12	0.45	7.78	2.07	6.12	7.36	4.75	2.91	2.51	14.04	3.45	15.82	5.93	2.18	4.98	5.69	2.95	4.7	4.48	4.46	2.67	3.36
0.45	6.65	12.52	0.57	1.1	0.41	7.77	2.07	6.01	7.26	4.57	2.83	2.42	13.87	3.42	15.59	5.82	2.04	4.72	5.69	2.8	4.53	4.3	4.19	2.69	3.29
0.36	6.82	12.54	0.64	1.03	0.49	7.95	1.98	6.14	7.5	4.6	2.78	2.44	13.86	3.29	15.29	5.97	2.11	4.68	5.6	2.72	4.55	4.62	4.16	2.76	3.3
0.54	7.04	12.83	0.71	1.1	0.38	8.3	2.12	6.62	8.02	4.67	2.82	2.65	14.05	3.48	15.26	5.94	2.37	5.09	5.73	2.89	4.51	4.83	4.19	2.83	3.65
0.64	7.26	12.99	0.72	1.28	0.48	8.59	2.18	7.03	8.47	5.04	3.07	2.65	14.48	3.6	15.39	6.21	2.58	5.53	6.02	3.26	4.69	5.16	4.56	3.13	3.89
0.91	7.63	13.46	0.97	1.38	0.72	9.09	2.24	7.16	8.82	5.33	3.52	2.92	14.97	4	15.92	6.65	2.98	6	6.39	3.7	5.09	5.45	5.12	3.16	4.31
0.8	7.62	13.79	1.05	1.43	0.68	9.17	2.69	7.25	8.55	5.6	3.62	2.88	15.11	4.05	15.94	6.69	3.08	6.06	6.52	3.83	5.27	5.59	5.37	3.25	4.23
0.93	7.58	13.53	1	1.35	0.52	8.46	2.44	6.97	8.4	5.47	3.6	3.05	14.95	3.89	16.07	6.54	3.22	6.16	6.3	3.8	5.27	5.31	5.05	3.25	4
1.21	7.96	13.56	1.42	1.44	0.36	9.19	2.42	7.07	8.58	5.57	3.72	3.11	15.15	4.14	16.16	6.88	3.26	6.38	6.7	3.97	5.39	5.7	5.55	3.38	4.18
0.93	7.86	13.65	1.48	1.4	0.83	9.32	2.74	7.19	8.79	5.65	3.77	3.15	15.17	4.07	16.27	6.65	3.52	6.37	6.7	4.06	5.5	5.51	5.54	3.54	4.17
0.95	7.75	13.19	1.38	1.32	0.34	8.85	2.27	6.65	8.35	5.43	3.43	2.61	14.66	3.8	15.63	6.49	3.05	6.29	6.4	3.82	5.42	5.16	5.15	3.01	4.3
0.87	8.05	13.79	1.55	1.48	0.74	9.48	2.54	6.92	8.79	5.67	3.68	3.01	15.01	4.34	16.4	6.96	3.37	6.45	6.87	4.23	5.43	5.77	5.7	2.95	4.34
0.82	7.99	14.02	1.35	1.31	0.41	9.3	2.66	6.68	9.08	6	3.57	2.87	15.35	3.88	15.91	7.01	3.5	6.74	6.55	4.25	5.63	5.78	5.66	3.22	4.29
1.75	8.36	13.99	1.99	1.96	0.95	9.54	2.92	6.91	8.89	6.05	4.18	3.22	15.25	4.24	16.55	7.19	4.19	7.04	7.27	4.88	5.9	6.31	6.08	3.76	4.8
0.81	8.06	13.59	1.81	1.44	0.63	9	2.38	7.49	8.74	5.66	3.86	3.22	15.65	3.89	16.13	6.98	3.85	7.1	7.07	4.5	5.89	6	5.73	3.16	4.6
0.91	7.89	13.75	1.76	1.44	0.4	8.83	2.69	7.23	8.65	5.6	3.85	2.95	15.06	4.1	15.84	7.04	3.38	6.77	6.9	4.1	5.57	5.97	5.54	3.23	4.03
0.71	7.96	13.7	1.27	1.28	0.21	8.95	2.53	6.77	8.41	5.6	3.36	3.21	15	3.96	15.7	6.68	3.4	6.24	7.01	4.02	5.39	5.23	5.31	2.79	4.23
0.87	7.59	13.42	1.33	1.45	0.61	8.92	2.5	6.79	8.49	5.12	3.77	3.1	14.84	4.08	15.88	6.46	3.56	6.21	6.52	4.15	5.57	5.52	5.43	3.23	4.13
1.1	7.62	13.39	1.24	1.27	0.79	8.81	2.71	6.58	8.55	5.63	3.7	3.03	14.57	4.3	15.5	6.52	3.23	6.02	6.96	3.96	5.73	5.54	5.68	3.23	4.18
0.84	7.7	13.03	1.25	1.3	0.67	8.4	2.51	6.55	7.88	5.46	3.56	2.96	14.25	3.94	15.34	6.32	3.08	5.85	6.45	3.64	4.97	5.16	5.24	2.99	4.16
0.65	7.26	13	0.99	1	0.6	8.44	2.08	6.78	7.9	5.17	3.26	2.55	14.17	3.92	15.14	6.38	2.74	5.44	6.53	3.4	4.83	5.02	4.89	2.71	3.73
0.81	7.64	13.36	1	1.15	0.35	8.6	2.24	6.93	8.18	5.48	3.22	2.84	14.25	3.7	15.41	6.31	2.88	5.85	6.41	3.86	5.09	5.2	5.03	3.07	3.97
0.83	7.44	13.07	1.1	0.98	0.41	8.56	2.26	6.88	8.03	5.09	3.27	2.9	14.14	3.79	14.79	6.18	3.01	5.75	6.59	3.8	4.9	5.24	5.01	2.91	4
