"Rubus_caesius_F_1"	"Taraxacum_officinale_F_1"	"Corylus_avellana_F_1"	"Impatiens_glandulifera_F_1"	"Buddleja_davidii_F_1"	"Buddleja_davidii_F_2"	"Buddleja_davidii_F_3"	"Reynoutria_japonica_F_1"	"Reynoutria_japonica_F_2"	"Taraxacum_officinale_F_2"	"Prunus_cerasifera_F_1"	"Eupatorium_cannabinum_F_1"	"Fraxinus_excelsior_F_1"	"Plantago_major_F_1"	"Impatiens_glandulifera_F_2"	"Rosa_canina_F_1"	"Rubus_caesius_F_2"	"Hedera_helix_F_1"	"Hedera_helix_F_2"	"Corylus_avellana_F_2"	"Plantago_major_F_2"	"Cornus_sanguinea_F_1"	"Prunus_cerasifera_F_2"	"Juglans_regia_F_1"	"Prunus_spinoza_F_1"	"Wavelength"
2.95	0.33	1.03	2.81	3.61	2.43	1.28	5.16	4.5	5.59	0.96	1.04	5.77	4.23	2.66	3.48	4.48	0.29	1.79	1.05	4.89	2.16	1.47	0.36	0.19	338.676
2.98	0.35	1.35	3.03	3.69	2.72	1.21	5.15	4.33	5.78	1.35	1.14	5.46	4.5	3.1	3.47	4.77	0.6	2.09	1.5	5.15	2.2	2.12	0.53	0.54	339.045
2.98	0.31	1.01	2.94	3.4	2.61	0.97	4.91	4.5	5.58	0.95	1.13	6.03	4.39	2.87	3.63	4.65	-0.03	1.59	1.21	5.14	2.18	1.92	0.24	0.07	339.414
3.06	0.31	1.27	2.73	3.74	2.52	1.3	4.67	4.51	5.58	1.25	0.97	5.88	4.35	3.06	3.35	4.74	0.4	1.73	1.21	5.19	2.43	1.72	0.72	0.42	339.783
2.49	-0.41	0.68	2.4	2.99	1.91	0.67	4.59	3.91	5.13	0.36	0.31	4.92	3.73	2.25	2.79	4.42	0.17	1.37	0.98	4.66	1.67	1.3	0.15	-0.5	340.152
2.82	0.19	0.87	2.42	3.31	2.4	0.84	4.46	4.09	5.6	0.7	1.02	5.47	3.92	2.62	3.33	4.39	0.32	1.48	1.17	4.93	1.89	1.64	0.41	-0.02	340.521
2.69	0.14	1.31	2.76	3.42	2.2	1.07	4.54	4.12	5.5	0.82	0.98	5.32	4.3	2.65	3	4.53	0.43	1.8	1.47	5.05	1.92	1.63	0.6	0.12	340.889
3.11	0.43	1.57	3.06	3.7	2.65	1.17	4.93	4.58	5.74	1.18	1.2	5.67	4.27	2.94	3.42	4.69	0.48	1.71	1.67	5.09	2.51	1.96	0.78	0.63	341.258
2.39	0.01	0.67	2.46	3.3	1.95	0.86	4.12	3.88	5.1	0.45	0.56	4.93	3.62	2.45	2.78	4.3	-0.02	1.2	0.87	4.44	1.59	1.3	0.28	0	341.627
3.29	0.95	1.65	3.93	4.12	2.98	1.62	5.32	5.01	5.97	1.8	1.8	6.39	4.52	3.43	3.73	5.29	0.7	2.19	2.15	5.58	2.71	2.4	1.28	0.89	341.996
2.9	0.36	1.32	3.07	3.56	2.53	1.16	4.78	4.56	5.73	1.44	1.27	5.48	4.25	2.94	3.48	4.67	0.65	1.85	1.61	4.93	1.99	1.94	0.61	0.41	342.364
2.83	0.24	1.08	2.69	3.19	1.88	0.91	4.45	4.46	5.14	0.62	0.79	5.42	3.94	2.61	3.06	4.53	-0.01	1.58	1.35	4.68	1.96	1.73	0.37	0.1	342.733
3.77	1.38	2.04	3.76	4.03	3.32	1.96	5.35	4.97	6.12	1.75	1.73	6.09	5.18	3.39	4.24	5.64	1.04	2.4	2.13	5.97	2.74	2.4	1.34	1.26	343.102
3.24	0.44	1.71	3.09	3.95	2.56	1.59	5.15	4.64	6.04	1.26	1.22	5.95	4.62	3.2	3.67	4.72	0.63	1.84	1.66	4.98	2.51	2.41	0.84	0.61	343.47
3.1	0.69	1.35	3.34	3.74	2.65	1.32	5.12	4.39	5.42	1.05	1.33	5.6	4.36	2.82	3.33	4.71	0.43	1.78	1.91	5.05	2.24	2.19	0.71	0.72	343.839
3.06	0.22	1.45	2.79	3.55	2.29	1.24	4.64	4.63	5.22	0.95	0.96	5.71	4.18	2.72	3.29	4.61	0.33	1.82	1.52	4.7	2.09	2.03	0.65	0.26	344.207
3	0.77	1.65	3.36	3.82	2.97	1.52	5.23	4.73	5.68	1.52	1.27	5.83	4.3	2.87	3.41	4.77	0.78	2.13	1.56	5.33	2.52	2.19	1.1	0.76	344.576
3.06	0.29	1.55	2.87	3.72	2.44	1.25	4.7	4.34	5.89	1.21	1.34	5.7	4.33	2.95	3.38	4.62	0.21	1.75	1.53	5.16	2.19	1.97	0.67	0.47	344.944
3.04	0.62	1.61	3.05	3.71	2.57	1.57	5.1	4.73	5.97	1.24	1.33	5.85	4.41	3.01	3.69	4.79	0.6	2.28	1.78	5.45	2.63	2.16	1.32	0.61	345.312
2.65	0.06	1.05	2.64	3.46	2.35	1.18	4.53	4.27	5.42	0.69	0.68	5.7	3.81	2.57	3.05	4.81	0.03	1.65	1.31	4.65	1.83	1.34	0.33	0.06	345.681
2.78	0.17	1.21	2.84	3.7	2.3	1.03	4.58	4.06	5.49	0.93	0.89	5.58	4.06	2.78	3.22	4.31	0.07	1.46	1.27	4.66	2.14	1.71	0.5	0.15	346.049
3.2	0.62	1.27	2.64	3.57	2.75	1.31	4.79	4.43	5.5	1.11	0.95	5.82	4.38	2.75	3.5	4.71	0.18	1.77	1.42	5.04	2.17	1.89	0.7	0.43	346.417
3.04	0.51	1.7	3.12	3.99	2.69	1.34	5.08	4.81	5.77	1.15	1.21	5.7	4.58	3.01	3.85	4.98	0.55	1.9	1.44	5.25	2.18	2.15	1.1	0.73	346.786
3.08	0.22	1.35	2.86	3.64	2.4	1.29	4.66	4.5	5.49	1.22	1.15	5.93	4.28	2.74	3.18	4.5	-0.03	1.59	1.01	5.18	2.14	2.04	0.16	0.21	347.154
2.5	-0.26	0.48	2.51	2.8	2.16	0.7	4.43	3.89	5.33	0.42	0.51	5.12	3.86	2.13	2.77	4.2	-0.09	1.28	0.92	4.55	1.62	1.2	0.06	-0.34	347.522
3.19	0.33	1.43	2.66	3.4	2.24	1.02	4.81	4.2	5.38	0.78	0.76	5.69	3.98	2.6	3.11	4.76	0.4	1.75	1.21	4.9	2.3	1.7	0.4	-0.01	347.89
3.08	0.61	1.23	2.96	3.94	2.32	1.29	4.53	4.57	5.72	1.23	1.09	5.51	4.09	2.96	3.69	4.42	0.33	1.96	1.67	5.5	2.27	1.98	0.74	0.42	348.258
2.45	-0.19	0.86	1.99	3.1	1.8	0.73	4.39	3.98	5.22	0.5	0.46	5.04	3.64	2.3	2.98	4.13	-0.26	1.21	1.14	4.53	1.5	1.13	0.19	-0.21	348.626
3.42	0.42	1.52	3.05	3.77	2.67	1.16	4.92	4.21	5.71	1.01	1.16	5.62	4.24	2.9	3.22	4.53	0.44	1.88	1.42	5.16	2.19	2.07	0.84	0.52	348.994
2.75	0.3	1.02	2.9	3.38	2.24	1.15	4.3	4.15	5.63	0.9	1	5.32	3.73	2.93	3.26	4.34	0.23	1.75	0.98	4.73	1.68	1.84	0.41	0.07	349.362
2.97	0.44	1.41	2.81	3.81	2.38	1.37	4.98	4.63	5.96	1.4	1.11	5.67	4.55	2.9	3.5	4.97	0.71	1.84	1.59	4.98	2.22	2.07	0.82	0.5	349.73
3.14	0.34	1.26	3	3.65	2.29	1.23	4.74	4.84	5.93	1.29	1.42	5.84	4.62	2.98	3.55	4.87	0.75	1.59	1.53	5.23	2.31	2.01	0.76	0.7	350.098
2.68	0.33	0.88	2.71	3.31	2.17	0.85	4.79	4.21	5.45	0.71	0.97	5.43	4.06	2.76	3.06	4.26	0.06	1.55	1.22	4.72	2.07	1.64	0.54	0.06	350.466
3.18	0.38	1.18	2.85	3.82	2.12	1.09	4.83	4.62	5.65	1.06	1.17	5.67	4.3	2.73	3.59	4.77	0.28	1.67	1.52	5.03	2.03	1.72	0.7	0.73	350.833
3.05	0.33	1.17	2.89	3.5	2.28	1.33	4.84	4.38	5.87	1.32	1.12	5.74	4.42	2.81	3.17	5.01	0.52	1.94	1.54	5.2	2.12	1.96	0.49	0.53	351.201
2.97	0.39	1.64	2.88	3.49	2.48	1.26	4.77	4.89	5.95	1.15	0.95	5.79	4.22	2.98	3.41	4.87	0.41	1.78	1.6	5.04	2.38	2.06	0.65	0.47	351.569
2.77	0.03	0.92	2.66	3.42	2.08	0.97	4.53	4.26	5.27	0.71	0.86	5.53	3.99	2.42	3.56	4.35	0.4	1.71	1.33	4.55	2.03	1.66	0.55	0.09	351.936
2.64	-0.01	1.09	2.44	3.36	2.06	0.89	4.28	3.97	5.16	0.39	0.89	5.41	3.88	2.59	3.17	4.48	-0.13	1.33	1.31	5.02	1.78	1.43	0.52	0.31	352.304
2.56	-0.49	0.7	2.1	3.07	1.61	0.84	4.16	3.64	4.82	0.53	0.18	4.81	3.66	2.08	2.79	3.82	-0.33	1.11	0.8	4.5	1.83	1.44	0.31	-0.1	352.672
2.41	-0.09	0.92	2.45	3.15	1.77	0.59	4.36	3.87	5.01	0.39	0.65	4.78	3.51	2.42	2.78	4.17	-0.28	1.1	0.84	4.39	1.62	1.28	0.26	-0.15	353.039
3.15	0.43	1.65	2.98	3.56	2.31	1.11	4.79	4.35	5.84	1.26	0.98	5.78	4.4	2.9	3.34	4.83	0.75	1.85	1.53	5.03	2.33	1.86	0.94	0.44	353.407
3.36	0.52	1.48	3	4.08	2.67	1.26	4.84	4.56	5.6	1.36	1.27	5.7	4.49	3.16	3.22	4.47	0.64	1.98	1.75	5.1	2.36	2.08	0.98	0.66	353.774
3.25	0.57	1.84	3.2	3.93	2.75	1.44	4.81	4.49	5.86	1.44	1.47	6.08	4.66	2.8	3.77	5.19	0.67	2.27	1.62	5.4	2.27	2.42	0.89	0.64	354.142
3.25	0.57	1.61	3.09	3.83	2.56	1.22	5.07	4.47	5.85	1.34	1	5.58	4.57	2.6	3.57	4.77	0.51	1.9	1.42	5.48	2.16	2.03	0.89	0.72	354.509
3.12	0.57	1.43	2.77	3.57	2.58	1.09	4.87	4.26	5.84	0.96	0.91	5.51	4.37	2.65	3.49	4.6	0.42	1.94	1.68	5.13	2.37	2.07	0.76	0.05	354.876
2.84	0.17	1.18	2.51	3.65	2.19	0.95	4.57	4.24	5.39	0.87	0.85	5.43	4.04	2.55	3.08	4.41	-0.01	1.57	1.1	4.92	1.95	1.9	0.43	0.31	355.244
2.83	0.09	1.29	2.54	3.62	2.34	0.76	4.78	3.99	5.16	0.61	0.64	5.1	4.06	2.24	3.1	4.29	0.04	1.26	1.29	4.77	1.81	1.65	0.55	-0.07	355.611
3.23	0.3	1.53	2.85	3.5	2.53	1.22	4.82	4.55	5.58	0.96	1.04	5.62	4.2	2.82	3.4	4.54	0.61	2	1.82	5.13	2.12	1.78	0.81	0.31	355.978
2.52	0.03	0.88	2.51	3.22	2.23	0.7	4.38	3.8	5.3	0.78	0.58	5.25	3.61	2.29	2.97	4.32	0.06	1.06	1.25	4.61	2.14	1.69	0.45	0.06	356.345
3.23	0.78	1.8	3.01	3.79	2.67	1.24	4.88	4.38	5.72	1.22	1.31	5.86	4.3	2.73	3.44	4.81	0.63	1.89	1.63	5.34	2.48	2.06	0.98	0.72	356.712
2.78	0.26	1.25	2.55	3.28	2.23	0.83	4.56	4.01	5.32	0.83	0.71	5.05	3.76	2.32	3	4.47	0.25	1.29	1.08	4.69	2.02	1.65	0.42	0.11	357.08
3.25	0.64	1.5	3.22	3.86	2.41	1.22	4.81	4.4	5.56	1.28	1.4	5.66	4.31	2.77	3.51	4.86	0.57	2.01	1.68	5.12	2.32	2.25	0.83	0.69	357.447
3.08	0.39	1.47	3.11	3.62	2.52	1.36	4.68	4.39	5.78	0.93	1.22	5.78	4.2	2.68	3.21	4.7	0.3	1.86	1.51	5.23	2.34	2.08	1.04	0.66	357.814
3.32	0.49	1.51	2.97	3.82	2.42	1.48	5.04	4.6	5.61	1.33	1.19	5.71	4.52	2.76	3.4	4.8	0.5	1.89	1.74	5.16	2.3	2.08	1.12	0.49	358.181
3.04	0.48	1.17	2.92	3.6	2.43	1.17	4.59	4.24	5.41	0.93	0.7	5.57	4.09	2.38	2.92	4.3	0.44	1.74	1.28	4.72	2.27	1.68	0.59	0.18	358.548
2.79	-0.03	1.15	2.47	3.55	1.96	0.75	4.19	4.05	5.26	0.58	0.39	5.4	4.15	2.25	3.03	4.28	0.17	1.59	1.08	4.27	1.75	1.63	0.41	0	358.915
2.86	0.37	1.54	2.79	3.62	2.59	0.93	4.62	4.29	5.7	0.99	0.88	5.52	4.25	2.65	3.31	4.4	0.47	1.85	1.49	5.16	2.06	1.72	0.43	0.18	359.281
2.85	0.27	1.28	2.58	3.76	2.23	0.88	4.68	3.8	5.34	0.88	0.83	4.84	3.79	2.21	3.05	4.29	0.21	1.67	1.28	4.59	2.04	1.68	0.51	0.25	359.648
2.89	0.63	1.33	2.8	3.72	2.45	1.09	4.66	4.2	5.44	0.86	1.03	5.26	3.74	2.36	3.03	4.46	0.18	1.86	1.39	4.88	2.15	1.78	0.72	0.38	360.015
3.01	0.58	1.47	2.76	3.57	2.31	0.97	4.5	4.19	5.66	1.04	0.94	5.49	3.9	2.57	3.21	4.29	0.44	1.86	1.58	4.97	2.23	1.74	0.57	0.43	360.382
2.68	0.11	1.32	2.65	3.33	2.01	0.81	4.37	4.07	5.03	0.88	0.77	5.15	3.76	2.07	2.89	4.02	0.27	1.42	1.17	4.77	1.85	1.62	0.52	0.16	360.748
2.92	0.46	1.52	2.81	3.76	2.38	1.06	4.51	4.14	5.59	0.88	1.21	5.35	4.03	2.27	3.11	4.51	0.53	1.77	1.37	4.92	2.14	1.84	0.65	0.5	361.115
3.06	0.54	1.53	3	3.63	2.51	1.02	4.74	4.31	5.37	1.04	1.04	5.32	4.04	2.25	3.11	4.32	0.63	1.77	1.41	4.89	2.27	1.95	0.83	0.52	361.482
2.86	0.35	1.2	2.85	3.61	2.26	0.93	4.66	4.12	5.42	1.01	1.01	5.36	3.78	2.44	3.27	4.25	0.47	1.76	1.35	4.79	2.15	1.75	0.45	0.38	361.848
2.76	0.34	1.18	2.82	3.68	2.26	1.01	4.6	4.4	5.25	0.87	0.86	5.61	4.03	2.24	3.11	4.52	0.29	1.54	1.34	4.93	2.09	1.68	0.46	0.25	362.215
2.51	-0.02	1.05	2.46	3.39	1.97	0.94	4.37	4.02	5.15	0.64	0.5	5.38	3.9	2.33	3.04	4.17	-0.09	1.46	1.09	4.79	1.62	1.56	0.21	0.08	362.581
2.99	0.3	1.37	2.88	3.75	2.56	1.11	4.74	4.47	5.7	1.14	1.08	5.53	4.11	2.61	3.31	4.46	0.41	1.79	1.47	5.09	2.23	1.86	0.73	0.57	362.948
3.56	1	1.71	3.07	4.18	2.83	1.44	5.23	4.75	6.15	1.22	1.33	6.01	4.46	2.74	3.42	4.84	0.92	2.05	2.17	5.28	2.43	2.21	1.06	0.82	363.314
3.24	0.74	1.37	2.92	4.07	2.64	1.13	4.93	4.29	5.79	1.06	1.26	5.79	4.21	2.84	3.37	4.71	0.68	1.85	1.5	5.28	2.39	1.85	0.88	0.38	363.681
2.96	0.52	1.24	2.73	3.58	2.33	0.94	4.69	4.13	5.74	0.92	1.04	5.54	4.23	2.76	3.13	4.49	0.48	1.77	1.4	4.88	2.16	1.87	0.79	0.47	364.047
3.01	0.62	1.51	2.91	3.65	2.73	1.34	5.14	4.28	5.55	0.92	1.16	5.74	4.12	2.76	3.5	4.5	0.49	1.9	1.62	5.03	2.3	1.85	0.95	0.55	364.413
2.67	0.25	1.03	2.46	3.55	2.12	0.86	4.39	3.89	5.42	0.77	0.58	5.47	4.02	2.41	2.65	4.22	0.28	1.47	1.2	4.42	2.11	1.36	0.64	0.17	364.78
2.76	0.3	1.07	2.67	3.39	2.16	0.85	4.38	4.22	5.47	0.75	0.76	5.38	4.07	2.38	2.8	4.35	0.36	1.48	1.18	4.76	1.73	1.76	0.56	0.25	365.146
3.08	0.68	1.51	2.98	3.91	2.49	1.15	4.89	4.43	6.11	1.16	1.23	5.68	4.36	2.53	3.26	4.58	0.68	1.96	1.52	5.27	2.2	2.05	0.9	0.57	365.512
2.95	0.26	0.96	2.39	3.55	2.08	0.76	4.42	4.18	5.65	0.74	0.84	5.52	3.85	2.41	2.83	4.37	0.05	1.64	1.31	4.84	1.85	1.62	0.5	0.02	365.878
2.48	0.08	0.92	2.28	3.36	2.08	0.75	4.53	3.64	5.35	0.43	0.74	5.34	4.03	2.18	2.76	4.14	0.2	1.31	1.09	4.37	1.7	1.48	0.29	0.06	366.244
2.46	0.49	1.07	2.53	3.58	2.11	1.07	4.44	4.18	5.51	0.88	0.96	5.4	3.99	2.45	3.02	4.2	0.53	1.79	1.16	4.87	1.99	1.78	0.48	0.12	366.61
2.56	0.03	0.71	2.42	3.36	2.13	0.63	4.38	3.88	5.43	0.55	0.71	5.21	3.86	2.22	2.83	4.2	-0.17	1.59	0.98	4.5	1.85	1.54	0.34	-0.18	366.976
2.78	0.24	1.07	2.57	3.29	2.07	0.89	4.38	4.27	5.64	0.79	0.76	5.7	4.06	2.24	3.09	4.24	-0.01	1.52	1.18	4.52	1.95	1.9	0.34	-0.1	367.342
2.5	0.06	0.79	2.39	3.3	1.89	0.65	4.74	3.75	5.37	0.45	0.47	5.05	3.81	2.25	2.59	4.15	-0.07	1.19	0.93	4.67	1.79	1.62	0.34	0.06	367.708
2.54	0.18	0.83	2.2	3.31	2.06	0.64	4.47	3.62	5.61	0.67	0.52	5.3	3.72	1.97	2.62	3.96	-0.05	1.26	0.98	4.75	1.53	1.34	0.15	-0.09	368.074
2.66	0.3	0.63	2.36	3.14	1.7	0.59	4.33	3.74	5.63	0.39	0.56	5.21	3.75	2.13	2.79	4.1	-0.08	1.12	0.92	4.45	1.8	1.45	0.03	-0.27	368.44
3.18	0.76	1.62	2.78	4.17	2.39	1.06	5.01	4.51	6.03	1.32	1.32	5.63	4.43	2.6	3.56	4.78	0.52	1.78	1.56	5.08	2.23	2.14	0.52	0.51	368.806
2.93	0.74	1.44	2.55	3.8	2.25	1.22	4.53	4.42	5.94	0.88	0.96	5.64	4.23	2.51	3.14	4.36	0.01	1.73	1.2	4.92	1.9	2.01	0.42	0.24	369.172
2.75	0.35	1.28	2.56	3.4	2.04	0.67	4.64	3.8	5.32	0.58	0.81	5.3	4.12	2.34	2.74	4.44	0.11	1.18	0.96	4.63	1.54	1.52	0.18	0.17	369.537
3.13	0.93	1.59	3.1	3.97	2.65	1.4	5.17	4.52	6.17	1.48	1.39	6.05	4.33	2.86	3.6	4.88	0.69	1.85	1.72	5.19	2.38	2.34	0.94	0.83	369.903
2.65	0.48	1.03	2.6	3.3	2.12	0.68	4.49	4.18	5.67	0.89	0.36	5.24	4.01	2.28	2.8	4.24	0.11	1.54	1.14	4.58	1.78	1.49	0.26	-0.03	370.269
3	0.77	1.57	2.99	3.96	2.64	1.21	4.64	4.55	6.28	1.01	0.83	5.69	4.18	2.4	3.39	4.59	0.52	1.87	1.65	4.87	2.18	1.99	0.82	0.6	370.634
3.11	0.79	1.32	2.89	3.89	2.32	1.18	4.66	4.32	6.2	1.09	1.03	5.9	4.24	2.54	3.34	4.46	0.44	1.78	1.34	5.01	2.38	1.97	0.63	0.62	371
3.1	0.72	1.64	2.86	4.04	2.5	1.27	4.95	4.77	6.37	1.15	1.2	6	4.57	2.71	3.16	4.6	0.59	1.89	1.57	5.27	2.25	2.18	0.87	0.58	371.366
3.01	0.96	1.8	3.16	4.13	2.76	1.32	4.91	4.55	6.31	1.37	1.3	5.93	4.48	2.77	3.47	4.78	0.54	1.78	1.73	5.4	2.46	1.89	0.85	0.51	371.731
2.89	0.63	1.18	2.85	3.74	2.18	1.25	4.78	4.16	6.11	0.89	1.06	5.88	4.05	2.57	3.04	4.51	0.38	1.69	1.11	5	2.32	1.75	0.47	0.41	372.097
3.57	1.1	1.7	3.32	4.05	2.71	1.37	5.21	4.86	6.71	1.39	1.38	6.21	4.68	3.14	3.52	4.84	0.7	2.15	1.83	5.65	2.66	2.24	1.25	0.65	372.462
3.11	0.92	1.42	3.07	3.96	2.84	1.44	5.01	4.77	6.49	1.19	1.25	6.06	4.42	2.94	3.65	4.79	0.9	2.14	1.7	5.25	2.36	2.1	1.21	0.78	372.827
2.8	0.87	1.47	3.04	4.11	2.57	1.22	5	4.58	6.14	1.16	1.13	6.02	4.35	3	3.34	4.87	0.68	1.81	1.75	5.36	2.27	1.94	0.92	0.64	373.193
2.99	1.01	1.37	2.89	4.02	2.57	1.1	5.13	4.58	6.27	1.07	1.2	5.97	4.6	2.76	3.42	4.59	0.51	1.72	1.37	5.03	2.29	1.93	0.92	0.4	373.558
2.75	0.5	1.03	2.77	3.74	2.43	1.1	4.48	4.29	6.28	0.63	0.69	5.52	4.01	2.34	3.21	4.43	0.37	1.51	1.39	4.72	1.49	1.72	0.65	0.29	373.923
3.2	0.9	1.23	3.01	3.71	2.28	0.99	4.81	4.35	6.34	1.05	0.96	5.93	4.33	2.55	3.09	4.42	0.55	1.68	1.35	4.82	2.22	1.91	0.78	0.17	374.288
2.44	0.45	0.56	1.98	3.4	1.75	0.67	4.28	3.92	5.78	0.47	0.43	5.04	3.71	1.89	2.65	3.75	0.02	1.25	0.8	4.31	1.56	1.38	0.15	-0.42	374.654
3.01	1.11	1.43	2.78	3.85	2.79	1.12	4.75	4.24	6.41	1.08	1.19	5.82	4.41	2.34	3.26	4.47	0.62	1.81	1.45	5.34	2.16	2.1	0.87	0.35	375.019
3.02	0.88	1.26	2.78	3.79	2.36	1.09	4.54	4.49	6.39	1.1	0.81	5.62	4.03	2.49	3.35	4.29	0.57	1.92	1.42	4.97	2.18	1.82	0.8	0.22	375.384
3.19	1.28	1.6	3.26	4.3	3.07	1.37	5.22	4.57	6.75	1.19	1.09	5.91	4.5	2.85	3.42	4.71	0.95	2.13	2.02	5.21	2.4	2.36	1.12	0.68	375.749
3.07	0.86	1.26	2.65	3.57	2.25	1	4.48	4.3	6.21	0.86	0.8	5.5	4.15	2.13	2.96	4.39	0.35	1.61	1.35	4.85	1.92	1.76	0.31	0.08	376.114
3.12	1.08	1.76	3.11	4.13	2.63	1.39	5.26	4.37	6.77	1.05	1.37	5.99	4.31	2.62	3.3	4.76	0.93	2.01	1.59	5.6	2.29	2.06	0.8	0.67	376.479
2.47	0.88	1.05	2.65	3.52	2.19	0.75	4.42	4.12	6.04	0.82	0.68	5.51	3.95	2.14	2.84	4.11	0.18	1.39	1.25	4.67	1.8	1.71	0.33	0.17	376.844
2.73	0.66	1.04	2.56	3.67	2	0.91	4.52	4.12	6.18	0.77	0.77	5.52	3.91	2.08	2.92	4.1	0.16	1.47	1.27	4.89	2.12	1.61	0.47	0.19	377.209
3.04	0.92	1.27	2.91	3.79	2.54	1.1	4.5	4.14	6.19	0.78	0.79	5.59	4.04	2.28	3	4.3	0.46	1.5	1.35	5.11	1.89	1.73	0.74	0.35	377.574
2.73	0.81	1.24	2.59	3.68	2.19	0.89	4.5	4	6.37	0.82	0.79	5.8	4.07	2.47	2.89	4.33	0.37	1.46	1.36	4.79	2	1.76	0.61	0.19	377.939
3.15	1.23	1.47	2.79	3.81	2.57	1.23	4.81	4.33	6.85	1.03	1.22	6.03	4.35	2.77	3.37	4.47	0.81	1.82	1.76	5.09	2.39	2.04	0.91	0.59	378.303
2.98	1.26	1.56	2.64	3.79	2.47	1.27	4.7	4.27	6.63	1.14	1.3	6.24	4.55	2.78	3.31	4.43	0.65	1.86	1.6	5.02	2.2	1.83	1	0.31	378.668
2.56	0.88	1.17	2.5	3.84	2.46	1	4.63	4.17	6.58	0.68	1.05	5.63	4.13	2.24	3	4.24	0.27	1.52	1.24	4.95	1.9	1.55	0.39	0.17	379.033
2.6	0.96	0.89	2.29	3.75	2.14	0.69	4.58	4.08	6.32	0.61	0.66	5.62	3.99	2.01	2.93	4.09	0.1	1.58	0.89	4.77	1.88	1.61	0.34	-0.06	379.397
3.14	1.25	1.31	2.78	3.81	2.73	0.99	4.54	4.24	6.92	0.86	1.19	5.88	4.28	2.18	3.17	4.42	0.42	1.72	1.63	4.95	2.21	1.89	0.62	0.39	379.762
2.62	1.05	1.15	2.49	3.81	2.37	1.02	4.44	4.38	6.56	0.84	0.98	5.68	4.22	2.24	2.93	4.51	0.34	1.84	1.15	4.97	1.93	1.57	0.6	0.01	380.127
2.9	1.11	1.31	2.63	3.63	2.51	0.95	4.64	4.23	6.79	0.94	0.99	5.72	4.4	2.34	2.94	4.39	0.41	1.5	1.22	5.04	1.91	1.86	0.7	0.27	380.491
3.11	1.55	1.8	3	4.11	2.75	1.55	4.92	4.71	7.21	1.28	1.27	6.32	4.72	2.68	3.48	4.84	0.57	2.1	1.77	5.39	2.43	2.13	1.03	0.68	380.856
2.83	1.38	1.28	3.05	3.78	2.39	1.14	4.65	4.08	6.81	0.91	0.99	5.76	4.5	2.43	3.07	4.39	0.53	1.54	1.39	5.03	2.02	2	0.72	0.37	381.22
3.43	1.97	2.05	3.4	4.38	2.99	1.54	5.42	4.92	7.25	1.66	1.65	6.8	5.02	3.15	3.73	5.01	1.02	2.36	2.19	5.63	2.49	2.44	1.38	1.05	381.584
2.33	1.08	1.03	2.32	3.73	2.36	0.85	4.43	4.09	6.72	0.72	0.47	5.75	4.11	2.26	2.92	4.35	0.12	1.51	1.19	4.98	1.9	1.66	0.37	0.28	381.949
3.14	1.55	1.38	2.82	4.09	2.82	1.43	4.95	4.38	7.25	1.23	1.15	5.96	4.65	2.63	3.2	4.52	0.83	2.03	1.51	5.31	2.21	1.86	0.83	0.66	382.313
2.71	1.3	0.86	2.68	3.74	2.55	0.93	4.73	4.05	6.86	0.83	0.9	5.97	4.3	2.26	2.77	4.46	0.37	1.51	1.33	5.09	1.92	1.66	0.68	0.18	382.677
3.22	1.58	1.67	2.71	3.9	2.9	1.38	5.06	4.57	7.17	1.07	1.16	6.32	4.59	2.81	3.52	4.56	0.98	1.91	1.58	5.16	2.24	1.77	0.9	0.57	383.042
3.33	1.61	1.72	2.92	4.16	2.91	1.49	4.81	4.48	7.33	1.23	1.32	6.29	4.68	2.64	3.45	4.52	0.63	1.95	1.67	5.47	2.53	2.01	1.16	0.85	383.406
3	1.43	1.4	2.56	3.71	2.62	1.14	4.78	4.12	7.06	0.97	0.94	6.05	4.27	2.33	2.91	4.34	0.59	1.52	1.25	5.03	2.11	1.95	0.66	0.28	383.77
2.83	1.36	1.34	2.42	3.54	2.21	1.07	4.61	4.18	7.15	0.59	0.62	5.89	4.17	2.28	2.99	4.36	0.43	1.65	1.4	4.96	1.88	1.83	0.47	0.22	384.134
3.12	1.71	1.33	2.84	4.17	2.83	1.37	4.86	4.35	7.44	1.18	1.21	6.41	4.62	2.63	3.36	4.39	0.63	1.81	1.58	5.41	2.35	2.23	1.07	0.45	384.498
2.83	1.5	1.14	2.74	3.9	2.48	1.09	4.72	4.2	7.18	0.9	0.9	6.01	4.46	2.38	3.11	4.19	0.51	1.49	1.49	4.96	1.95	1.82	0.69	0.42	384.862
3.02	1.65	1.32	2.56	3.86	2.66	1.11	4.67	4.53	7.21	1	0.97	6.38	4.35	2.52	3.55	4.47	0.6	1.85	1.3	5.34	2.23	2.01	0.69	0.28	385.226
2.7	1.34	1.09	2.48	3.73	2.36	0.91	4.66	3.97	6.95	0.76	0.76	5.94	4.24	1.97	3.15	4.33	0.32	1.37	1.26	5.2	1.88	1.56	0.58	-0.01	385.59
2.96	1.61	1.25	2.71	4.04	2.57	1.22	4.71	4.01	7.52	0.93	0.88	6.08	4.38	2.29	2.95	4.37	0.39	1.47	1.18	5.24	1.88	1.83	0.76	0.05	385.954
