"Rubus_caesius_F_1"	"Taraxacum_officinale_F_1"	"Corylus_avellana_F_1"	"Impatiens_glandulifera_F_1"	"Buddleja_davidii_F_1"	"Buddleja_davidii_F_2"	"Buddleja_davidii_F_3"	"Reynoutria_japonica_F_1"	"Reynoutria_japonica_F_2"	"Taraxacum_officinale_F_2"	"Prunus_cerasifera_F_1"	"Eupatorium_cannabinum_F_1"	"Fraxinus_excelsior_F_1"	"Plantago_major_F_1"	"Impatiens_glandulifera_F_2"	"Rosa_canina_F_1"	"Rubus_caesius_F_2"	"Hedera_helix_F_1"	"Hedera_helix_F_2"	"Corylus_avellana_F_2"	"Plantago_major_F_2"	"Cornus_sanguinea_F_1"	"Prunus_cerasifera_F_2"	"Juglans_regia_F_1"	"Prunus_spinoza_F_1"	"Wavelength"
12.25	11.1	4.56	12.18	10.41	12.35	9.18	13.18	14.84	16.98	11.38	12.86	9.95	18.52	16.03	17.19	19.3	9.61	12.12	8.27	9.33	8.09	6.63	7.76	6.15	224.714
14.04	8.98	5.38	11.24	11.06	11.49	8.96	11.7	15.81	19.43	11.6	12.78	15.18	18.59	20.82	17.97	15.2	8.18	13.55	10.41	11.28	6.82	8.6	6.39	7.98	225.095
13.52	9.56	6.75	12.89	11.38	11.15	16.12	13.92	11.91	14	11.7	8.72	16.06	17.45	15.6	15.77	14.21	8.51	12.52	10.43	11.7	8.66	6.74	7.67	6.63	225.475
9.21	5.92	4.42	8.18	8.54	5.51	7.32	9.31	8.77	12.25	4.8	5.89	8.35	12.93	12.98	10.94	10.67	1.94	5.23	3.38	6.96	2.97	4.26	5.28	5.12	225.856
7.74	4.46	1.55	5.66	5.92	7.75	6.87	10.37	9.59	11.99	8.82	7.06	8.22	10.97	10.94	10.11	10.69	1.41	9.05	3.53	5.83	4.83	5.71	4.76	4.65	226.236
9.68	6.28	2.9	10.14	5.99	7.64	6.94	9.61	9.25	11.66	7.58	5.38	9.87	10.61	10.94	8.54	10.49	3.95	8.26	5.85	6.79	7.58	4.66	3.8	1.99	226.617
10.01	6.29	5.11	8.35	5.82	6.8	6.28	8.7	8.8	10.97	5.8	7.42	9.29	9.54	9.22	7.95	10.55	5.04	7.51	5.01	6.54	5.2	6.04	4.41	4.97	226.997
6.1	2	2.61	5.75	4.74	3.76	3.2	6.71	6.28	8.63	3.89	3.39	6.22	6.4	6.99	5.41	6.75	2.9	3.66	4.15	3.7	2.27	3.15	2.48	3.12	227.377
5.82	1.26	1.95	5.35	4.57	2.59	2.91	5.8	5.74	7.18	3.13	2.94	6.44	5.56	5.37	4.9	6.03	1.51	2.98	2.29	5.11	3.74	3.17	1.82	1.9	227.757
4.59	1.77	1.93	4.7	3.96	3.3	2.03	4.96	5.36	6.43	2.06	1.91	5.31	4.49	4.07	4.54	4.74	1.13	2.17	2.38	5.16	2.55	2.28	0.63	1.03	228.138
4.99	1.63	2.49	5.82	3.93	3.65	2.61	5.82	5.97	7.16	2.67	2.4	6.09	5.39	5	4.66	5.63	1.66	3.47	2.23	5.32	2.74	3	1.74	1.7	228.518
4.74	1.79	2.12	5.05	3.54	2.95	2.01	5.66	5.26	7.05	2.02	1.9	5.44	5.15	3.94	4.61	5.91	1.17	2.88	2.29	5.15	2.7	2.7	1.61	0.77	228.898
4.87	1.03	1.51	4.35	2.6	3.6	2.3	5.21	5.26	6.5	1.81	1.33	5.6	5.16	3.87	4.01	5.46	0.42	2.53	2.75	4.86	2.12	2.32	1.21	1.18	229.278
5.99	3.36	3.54	6.39	4.92	4.98	4.07	7.79	7.12	8.83	3.99	3.87	7.67	7.64	6.55	6.47	7.22	2.62	5.18	4.69	7.44	4.07	4.01	2.59	2.99	229.658
4.16	1.56	2.19	4.68	3.08	3.97	1.99	5.55	5.31	7.22	2.25	1.44	5.78	4.82	4.53	5.46	6.99	1.69	2.75	2.29	5.95	1.99	1.9	1.45	1.17	230.038
5.94	2.68	3.52	6.13	4.82	5.11	3.79	7.04	6.11	8.55	3.87	2.71	6.16	6.59	5.6	5.68	6.92	2.3	4.16	3.18	6.12	4.66	4.28	3.01	1.69	230.418
5.83	3.16	3.11	6.7	4.59	3.9	3.76	7.21	6.41	7.91	4.6	3.66	6.96	6.3	6.09	5.64	7.71	2.8	4.38	3.68	6.01	3.51	3.51	2.75	2.09	230.798
6.85	3.63	3.79	7.6	5.69	5.98	4.77	8.06	7.08	9.29	4.47	4.3	8.48	7.67	7.9	8.23	8.24	3.17	4.81	4.72	7.14	4.92	4.27	3.69	2.76	231.178
4.89	-0.06	1.34	4.54	2.69	2.59	1.59	5.71	6.33	7.44	1.01	1.72	5.84	5.21	4.19	4.98	6.56	0.01	1.62	1.85	4.78	1.21	2.04	0.64	0.48	231.558
7.82	4.1	5.64	8.5	6.02	7.03	6.36	8.34	9.26	10.93	5.32	5.74	7.78	8.6	8.47	6.99	9.28	4.61	6.35	5.06	8.04	5.2	6.52	4.8	4.24	231.938
7.56	3.9	4.39	6.93	4.7	5.76	4.95	8.19	8.94	9.58	5.41	4.21	8.21	7.44	8.46	7.79	9.16	2.65	5.14	3.53	7.7	4.47	4.75	3.67	3.15	232.318
7.57	4.54	4.7	8.2	7.32	6.65	5.45	7.75	8.63	10.35	3.71	5.16	8.15	8.46	8.88	8.03	8.45	3.43	5.13	4.17	9.11	5.39	4.32	4.16	2.37	232.697
4.51	1.87	1.93	5.47	3.9	3.66	2.52	6.77	5.46	7.88	2.47	2.34	6.11	5.79	6.26	4.99	6.29	0.33	3.32	1.35	5.26	2.11	2.18	1.22	1.19	233.077
7.32	4.08	3.51	6.96	5.99	6.51	3.85	7.76	7.05	9.78	4.5	5.31	7.68	7.95	6.79	7.03	8.16	3.21	4.94	3.4	7.1	4.53	5.24	3.92	2.91	233.457
4.01	0.5	0	5	2.69	2.22	1.71	4.92	4.45	6.13	1	0.56	4.73	4.75	4.17	4.06	5.42	0.26	1.34	1.5	4.51	1.6	0.97	0.37	-0.41	233.836
5.44	2.27	2.1	5.21	3.48	3.98	3.87	6.28	5.91	7.7	2.95	2.21	5.91	5.86	5.65	5.01	6.78	1.65	3.06	2.24	6.19	2.61	4.02	1.04	1.65	234.216
7.24	3.29	4.13	6.47	6.3	5.22	4.04	7.96	7.14	9.63	4.5	4.31	8.49	7.18	7.21	7.67	9.22	3.5	5.44	4.17	7.63	4.14	4.8	4.01	3.94	234.596
6	1.96	2.5	5.04	3.58	4.21	3.03	6.73	5.31	7.26	2.96	3.09	6.9	5.99	5.85	5.51	6.91	2.29	3.94	2.39	6.39	3.32	3.13	1.8	1.89	234.975
6.27	3.34	3.27	7.51	4.55	4.18	4.39	6.99	6.71	8.58	3.53	3.42	7.07	6.74	6.61	6.35	7.72	2.91	4.25	2.88	6.91	3.75	3.89	2.57	2.4	235.355
4.72	1.41	1.5	4.9	3.69	4.41	3.26	6.31	6.17	7.47	1.58	2.33	5.75	5.26	4.07	5.04	6.17	1.72	3.26	3.02	5.13	2.13	2.83	1.35	0.66	235.734
6.7	2.09	2.22	6.41	4.58	4.08	3.79	7.49	6.76	8.37	2.85	3.05	7.65	6.39	6.63	6.16	8.22	2.54	4.45	3.33	6.8	4.09	4.22	2.56	0.98	236.114
5.08	1.93	1.75	5.81	3.58	3.93	3.84	6.16	6.62	7.82	3.32	2.21	6.88	6.05	5.46	6.05	6.77	1.5	4.09	2.94	5.69	3.34	2.49	2.35	2.07	236.493
5.51	1.7	2.55	5.56	4.07	4.05	3.3	6.53	6.42	6.9	3.6	2.31	6.42	5.64	5.11	4.61	7.51	1.23	3.03	3.1	6.35	2.68	2.67	1.45	1.56	236.873
4.79	2.44	1.75	5.75	4.51	3.09	2.68	5.65	6.08	7.32	2.92	2.18	6.81	5.31	6.24	5	6.55	1.78	2.87	3.49	5.79	2.76	2.31	1.85	1.75	237.252
4.13	1.27	2	4.98	2.58	3.46	2.29	5.73	5.3	7.38	3.06	1.89	6.92	5.8	4.18	4.97	6.48	1.72	1.95	2.07	5.35	3.33	2.96	1.2	0.44	237.631
6.26	3.27	2.59	5.93	5.22	4.05	3.55	8.53	6.44	10.01	3.55	3.31	7.5	5.46	6.32	6.78	7.8	2.34	3.58	3.27	6.69	4.96	4.57	2.99	2.96	238.01
5.31	1.73	2.12	5.19	3.76	2.47	2.65	4.85	5.77	7.79	2.22	2.06	5.89	5.63	4.88	5.43	6.64	1.28	3.08	2.12	5.81	2.18	3.08	0.27	1.31	238.39
5.34	2.56	2.28	5.86	3.95	4.91	3.31	6.88	6.14	8.78	3.04	2.89	7.21	6.1	5.81	6.48	7.04	2.61	3.93	3.03	6.5	3.66	4.03	1.56	2.07	238.769
3.88	1.76	0.97	4.21	3.14	3.11	2.57	6.46	5.26	6.46	2.03	1.55	5.63	5.23	5.05	4.42	6.17	0.99	2.31	2.05	5.29	2.16	2.18	0.87	0.36	239.148
5.27	2.42	2.57	5.47	4.06	3.52	3.5	6.6	5.93	7.64	3.03	2.89	6.61	5.93	5.17	5.36	6.59	1.67	3.45	2.92	6.46	3.95	3.49	1.54	1.88	239.527
5.06	1.24	2.49	5.82	4.07	4.2	3.16	6.04	5.94	6.87	2.65	2.8	6.22	5.52	4.8	5.55	6.21	1.48	3.51	2.54	6.15	2.69	3.2	1.83	1.52	239.906
4.67	1.58	1.94	4.79	3.61	3.47	1.93	6.11	5.64	7.44	1.84	1.9	5.82	5.51	4.21	4.79	5.42	1.34	2.96	2.21	6.17	3.18	2.28	1.27	1.06	240.285
4.03	0.86	1.6	4.85	3.51	2.95	1.98	5.55	5.63	6.72	2.05	1.58	5.67	4.52	3.73	4.67	5.6	0.69	2.3	2.11	5.46	2.41	2.31	1.46	0.9	240.664
4.2	1.05	1.69	4.61	3.8	2.92	1.74	5.69	5.35	6.31	1.86	1.82	5.58	4.48	3.51	4.29	5.39	0.85	2.54	2.2	5.53	2.67	2.41	1.38	0.52	241.043
4.66	1.32	2.22	5.25	3.77	3.54	2.43	6.39	5.94	6.94	2.38	2.22	6.47	4.78	4.12	4.82	5.96	1.42	3.07	2.56	6.18	3.38	2.79	1.92	1.42	241.422
3.85	0.91	1.57	4.46	3.36	2.95	1.6	5.39	5.01	6.16	1.36	1.53	5.33	4.32	3.21	4	5.41	0.67	2.22	1.96	5.45	2.44	2.32	1.16	0.57	241.801
3.91	0.93	1.78	4.4	3.56	2.63	1.6	5.62	5.05	6.06	1.64	1.76	5.66	4.35	3.5	4.13	5.25	0.96	2.33	2.14	5.67	2.42	2.36	1.02	0.72	242.18
4.59	1.62	2.57	5.37	4.22	3.6	2.37	6.44	5.92	7.17	2.3	2.2	6.52	4.92	4.28	4.96	6.13	1.68	3.21	2.77	6.51	3.33	3.29	1.95	1.71	242.559
4.46	1.35	2.25	5.07	4.01	3.56	2.32	6.49	5.62	6.92	1.85	2.2	6.63	4.79	4.15	4.78	5.96	1.19	3.09	2.83	6.46	2.96	2.94	1.78	1.45	242.938
4.84	1.5	2.49	5.36	4.4	4.03	2.86	6.82	6.19	7.69	2.17	2.67	6.78	5.52	4.53	5.14	6.29	1.69	3.62	2.61	6.85	3.19	3.06	1.77	1.5	243.316
5.31	2.1	3.05	5.86	4.92	4.34	3.4	7.51	6.65	8.35	2.89	2.89	7.43	5.7	4.94	5.68	7.02	2.2	3.82	3.43	7.18	3.7	3.82	2.13	1.57	243.695
5.27	1.82	2.83	5.42	4.75	4.14	3.22	7.04	6.63	8.17	3.17	2.83	6.88	5.77	5.02	5.49	6.76	1.92	3.69	3.35	6.53	3.67	3.61	1.94	1.79	244.074
4.56	1.42	2.54	5.33	3.99	3.68	2.58	6.57	5.86	6.96	2.52	2.43	6.97	5.35	3.97	5.37	6.51	1.96	3.57	2.64	6.15	3.53	2.66	1.98	1.08	244.452
4.66	1.56	1.95	4.92	3.85	3.25	2.36	6.31	5.62	7.27	1.72	2.01	6.45	4.83	4.06	5.13	6.03	1.27	3.03	2.46	5.65	3.24	2.7	1.77	1.29	244.831
4.55	1.45	2.4	4.88	3.94	3.61	2.24	6.27	5.42	7.18	2.01	1.86	6.24	4.7	4.06	4.67	6.08	1.23	2.87	2.34	6.23	2.57	3.19	1.67	1.36	245.21
4.43	1.31	2.06	5.02	3.77	3.18	2.14	5.85	5.46	6.58	2.03	2.09	6.01	4.5	3.73	4.28	5.63	1.29	2.67	2.44	5.64	2.73	2.59	1.44	1.42	245.588
4.29	1.14	2.17	4.59	3.67	3.18	1.96	5.75	5.13	6.21	1.76	1.89	5.81	4.47	3.44	4.29	5.23	1.32	2.61	2.15	5.74	2.86	2.75	1.61	1.12	245.967
3.74	0.93	1.92	4.35	3.26	2.86	1.67	5.37	4.92	5.87	1.42	1.49	5.56	3.91	3.04	3.81	4.97	0.93	2.35	1.86	5.5	2.44	2.31	1.24	0.95	246.345
3.86	1.06	1.98	4.48	3.58	3.06	1.83	5.62	4.94	6.14	1.63	1.54	5.74	4.16	3.29	4.12	5.22	1.16	2.36	2.22	5.71	2.69	2.51	1.36	1.1	246.723
3.82	0.92	1.79	4.31	3.49	2.99	1.64	5.65	5.23	6.12	1.45	1.47	5.83	4.32	3.33	4.1	5.24	1.07	2.41	2.16	5.79	2.7	2.56	1.25	0.92	247.102
3.98	0.96	1.84	4.47	3.55	3.05	1.62	5.93	5.35	6.15	1.71	1.6	6.01	4.33	3.42	4.28	5.36	1.1	2.43	2.1	5.97	2.85	2.58	1.33	0.92	247.48
3.78	0.79	1.89	4.6	3.46	3.17	1.68	5.8	5.25	6.29	1.7	1.67	6.19	4.57	3.52	4.26	5.41	0.97	2.67	2.11	5.91	2.92	2.68	1.41	0.95	247.859
4.31	1.14	1.86	4.8	3.76	3.16	2.01	6.15	5.79	6.68	1.71	1.8	6.32	4.7	3.89	4.48	5.59	1.19	2.44	2.24	6.1	3.08	2.83	1.51	1.2	248.237
4.31	1.37	2.24	5.01	3.98	3.58	1.93	6.45	5.54	6.81	2.02	2.18	6.3	4.93	3.65	4.83	5.75	1.35	2.74	2.45	6.15	3.23	3.04	1.55	1.23	248.615
4.51	1.07	1.94	4.7	3.89	3.43	2.1	5.88	5.96	7	2.19	2.27	6.63	5.14	4.34	4.63	5.87	1.41	3.16	2.48	6.32	3.15	3.26	1.56	1.29	248.993
4.53	1.26	2.27	5.01	3.96	3.68	2.85	6.25	6.07	7.28	2.33	2.35	6.98	5.28	4.47	5.31	6.4	1.36	3.33	2.67	6.73	3.39	3.15	1.69	1.13	249.371
5.37	2.36	2.89	6.23	4.7	4.47	3.68	6.96	7	8.42	3.23	3.36	7.31	5.92	5.2	5.9	7.56	2.12	3.82	3.32	7.48	4.38	4	2.74	2.35	249.75
5.2	1.72	2.46	5.71	4.2	4.18	2.94	6.87	6.54	7.99	2.87	2.7	7.45	5.59	5.41	5.41	6.68	1.92	3.42	3.26	7.05	3.41	3.31	2.15	1.67	250.128
4.22	1.11	1.39	4.82	3.51	2.96	2.21	5.8	5	6.99	1.3	1.89	6.13	4.42	3.99	4.23	5.4	0.92	2.38	2.06	6.15	2.97	2.38	1.04	0.61	250.506
4.9	1.67	2.24	5.21	4.33	3.81	2.68	6.51	5.89	7.51	2.59	2.51	7.25	5.04	4.6	5.43	5.92	1.52	3.13	2.94	6.61	3.36	2.82	2.06	2.03	250.884
4.18	0.72	1.72	4.33	3.28	3.15	1.79	5.56	5.18	6.44	1.74	1.64	5.82	4.41	3.58	4.4	5.69	1.13	2.25	1.92	5.66	2.6	2.52	1.21	0.95	251.262
4.1	1.3	2	4.75	3.58	3.26	1.8	5.87	5.49	6.54	1.89	1.8	6.46	4.64	3.68	4.27	5.49	0.97	2.55	2.03	5.91	2.86	2.55	1.43	0.78	251.64
3.94	0.98	1.99	4.53	3.63	3.27	2.15	6.05	5.49	6.63	1.83	1.98	6.1	4.47	3.81	4.29	5.51	1.26	2.54	2.33	5.96	2.9	2.63	1.3	1.08	252.018
4.09	1.15	1.96	4.56	3.62	3.5	2.21	6.32	5.63	6.82	1.99	2.23	6.81	4.98	4.01	4.61	6.07	1.07	2.98	2.31	6.37	3.23	3	1.55	1.35	252.395
4.03	0.88	1.53	4.49	3.56	3.19	1.75	6.13	5.56	6.81	1.86	1.83	6.73	4.81	4.02	4.68	5.77	0.76	2.77	2.32	6.25	2.91	3.02	1.25	0.93	252.773
5.5	2.37	3.21	5.79	4.93	4.44	3.36	7.44	7.05	8.27	3.24	3.09	7.96	6.61	5.23	5.89	7.25	2.16	4.37	3.81	7.65	4.3	3.92	2.42	2.19	253.151
5.02	1.32	2.23	5.42	4.02	3.74	2.5	6.49	6.1	7.36	2.46	2.66	6.85	5.09	5.14	5.36	6.98	1.48	3.15	2.72	6.66	3.44	2.84	1.63	1.16	253.529
4.96	1.44	2.21	5.06	4	4.01	2.4	6.58	5.96	7.66	2.87	2.85	6.88	5.33	4.86	5.43	5.99	1.6	3.5	2.61	6.32	3.78	3.65	1.54	1.1	253.907
5.19	2.3	2.77	5.64	4.61	4.14	3.84	6.53	6.69	8.65	3.32	2.75	7.25	5.62	5.11	5.79	7.03	2.1	3.95	3.4	6.69	3.8	3.9	2.31	2.11	254.284
4.76	1.24	2.06	5.05	3.31	3.61	2.49	6.59	5.91	6.95	2.15	2.5	6.85	5.71	4.8	5.19	6.38	1.06	2.89	2.28	6.31	3.14	2.52	1.57	1.24	254.662
4.85	2	2.64	5.44	4.28	3.75	3.44	7.32	6.18	7.84	2.99	2.75	7.34	6.03	5.41	5.22	7.28	1.56	3.21	3.29	6.93	3.55	3.61	2.17	1.85	255.04
5.49	2.22	2.63	5.79	4.65	3.96	3.44	7.33	6.75	8.19	3.39	3.26	7.94	6.79	6.02	6.13	7.39	2.55	3.92	3.71	6.94	3.75	3.63	2.35	2.09	255.417
4.24	1.5	1.81	4.41	3.62	3.22	2.61	6.04	5.35	7.29	1.93	2.1	6.05	4.94	4.49	4.87	5.81	1.04	2.97	2.05	5.58	2.61	2.91	1.66	0.92	255.795
4.9	2.02	2.4	5.39	4.22	4.15	2.98	6.38	6.15	7.97	2.48	2.58	7.15	5.58	5.26	5.18	6.71	2.01	3.63	3.29	6.28	3.63	3.14	2.29	2.23	256.172
4.41	1.67	1.92	5.24	4.31	3.71	2.91	6.47	5.83	7.43	2.52	2.48	7.06	5.4	4.78	5	6.01	1.58	3.45	2.66	6	3.27	3.14	1.97	1.58	256.55
4.75	1.23	2.07	4.71	4.19	3.28	2.78	6.18	6.02	7.16	1.96	2.38	6.39	4.85	4.27	4.26	6.13	1.59	2.7	2.31	6.05	2.95	2.69	1.53	1.16	256.927
3.94	1.01	1.83	4.41	3.61	3.06	2.08	5.86	5.56	7	1.93	1.91	6.19	4.67	4.18	4.21	6.01	1.28	2.45	2.04	5.74	2.83	3.04	1.58	1.01	257.304
4.27	1.48	2.33	4.88	4.04	3.74	2.45	6.36	5.64	7.03	2.13	2.4	6.67	5.18	4.46	4.67	6.23	1.46	2.97	2.66	5.96	3.05	3.11	1.57	1.1	257.682
3.61	0.61	1.29	3.78	3.06	2.57	1.58	5.29	4.9	5.87	1.22	1.19	5.69	4.24	3.25	3.73	4.92	0.4	1.99	1.63	5.28	2.31	2.07	0.89	0.62	258.059
4.19	1.13	2.13	4.56	3.82	3.28	2.11	5.64	5.24	6.24	1.92	1.88	5.7	4.51	3.73	4.15	5.29	1.15	2.4	2.19	5.74	2.89	2.64	1.31	1.27	258.436
4.15	1.22	1.85	4.26	3.53	3.28	1.91	5.47	4.96	6.1	1.71	1.67	5.73	4.12	3.6	4.17	5.03	1.11	2.48	2.18	5.55	2.71	2.67	1.28	1.07	258.814
3.76	1.01	1.86	4.02	3.4	2.94	1.67	5.46	4.87	5.98	1.53	1.42	5.66	3.97	3.09	3.91	4.97	1.09	2.37	2.17	5.43	2.63	2.52	1.31	0.93	259.191
3.58	0.82	1.73	4.04	3.29	2.72	1.44	5.23	4.72	5.83	1.38	1.41	5.5	3.82	2.91	3.84	4.87	0.87	2.16	1.88	5.46	2.45	2.4	1.23	0.86	259.568
3.73	0.81	1.98	4.25	3.4	2.9	1.71	5.45	5.09	5.95	1.45	1.37	5.82	3.98	3.15	4.13	5.17	0.96	2.39	2.1	5.86	2.81	2.57	1.25	0.96	259.945
3.85	0.97	1.96	4.49	3.67	3.06	1.82	5.67	5.32	6.3	1.75	1.69	6.19	4.3	3.56	4.28	5.4	1.11	2.63	2.19	6.17	2.98	2.76	1.43	1.07	260.322
4.03	0.91	1.96	4.57	3.75	3.17	2.07	5.85	5.59	6.31	1.76	1.73	6.39	4.74	3.73	4.49	5.61	1.05	2.61	2.4	6.37	2.99	2.92	1.48	1.05	260.699
4.61	1.37	2.51	4.77	4.09	3.72	2.4	6.42	6.15	7.17	2.14	2.14	6.87	4.91	4.43	4.97	6.24	1.69	3.13	2.87	6.88	3.51	3.23	1.6	1.41	261.076
4.73	1.59	2.28	5.08	4.25	3.7	2.23	6.61	5.99	6.95	2	2.45	6.68	5.15	4.15	4.72	6	1.34	3.17	2.51	6.45	3.41	3.01	1.55	1.36	261.453
4.34	1.59	2.29	4.55	3.95	3.29	2.05	6.38	5.57	6.6	2.04	2.08	6.66	4.97	4.2	4.6	6.25	1.3	2.79	2.48	6.47	3.37	3.33	1.81	1.3	261.83
4.68	1.66	2.38	5.04	4.32	3.63	2.63	6.55	5.71	7.1	2.41	2.32	6.74	5.43	4.42	5.17	6.29	1.71	3.47	2.69	6.84	3.37	3.29	1.83	1.66	262.207
4.39	1.35	2.05	4.67	4.18	3.39	2.28	6.21	5.71	7	2.27	2.01	6.47	5.08	4.2	4.79	5.97	1.14	3.2	2.38	6.28	3.09	3.19	1.6	1.12	262.584
4.36	1.15	2.15	4.4	3.71	3.45	2.55	6.35	5.43	7.08	1.97	1.82	6.63	5.27	4.24	4.53	6.03	1.49	3.17	2.51	6.42	3.18	2.66	1.85	1.3	262.961
4.35	1.49	2.35	5.23	4.21	3.4	2.39	6.18	5.63	7.18	1.94	2.02	6.57	4.82	4.27	4.81	6.15	1.38	3.18	2.39	6.57	3.13	2.91	1.69	1.1	263.338
4.54	1.96	2.52	5.31	4.36	4.02	2.71	6.73	6.61	7.56	3.06	2.68	7.2	5.52	4.88	5.26	6.32	1.48	3.47	2.87	7.18	3.45	3.45	1.93	1.63	263.715
4.85	1.55	2.71	4.49	4.31	3.53	2.73	6.47	5.83	7.1	2.4	2.41	6.78	5.14	4.74	5.19	6.17	1.29	3.34	3.19	6.42	3.47	3.44	1.85	1.39	264.091
4.78	1.53	1.75	4.72	3.77	3.28	2.7	6.18	5.86	6.79	2.2	2.44	6.73	5.43	3.99	5.02	6.28	1.2	2.99	2.37	6.32	2.95	2.87	1.32	1.49	264.468
4.85	1.97	2.71	5.32	4.68	4.27	2.71	6.72	6.19	7.33	2.8	2.87	6.83	5.61	4.76	5.65	6.75	2.08	3.69	3.15	6.5	3.63	3.76	2.11	2.06	264.845
4.76	1.68	2.01	5.12	4.14	3.76	2.87	6.34	5.89	7.03	2.38	2.59	6.68	5.15	4.39	4.91	6.44	1.64	3.36	2.61	6.61	3.35	3.52	2	1.43	265.221
3.8	1.2	2.01	4.28	3.58	3.13	2.12	5.73	5.13	6.42	1.76	2.12	6.01	4.42	3.85	4.38	5.55	1.07	2.61	2.07	5.9	2.65	2.39	1.42	0.84	265.598
4.4	1.62	2.39	4.96	4.15	3.51	2.41	5.98	5.71	6.65	2.29	2.22	6.31	4.87	4.33	4.75	5.95	1.58	2.96	2.5	6.03	3.05	2.95	1.61	1.01	265.974
4.37	1.27	2.05	4.31	3.6	3.25	2.03	5.65	5.41	6.44	1.8	2.15	6.01	4.75	3.78	4.28	5.48	1	2.6	2.26	6.02	2.78	2.89	1.43	1.06	266.351
4.11	1.27	2.05	4.71	3.8	3.29	2.08	5.74	5.27	6.3	2.13	1.99	6.08	4.61	3.87	4.36	5.39	1.18	2.6	2.46	6.13	3.08	2.82	1.58	1.39	266.727
4.17	1.33	2.19	4.71	3.66	3.35	2.21	5.99	5.53	6.69	2.06	2.06	6.21	4.71	4.07	4.52	5.85	1.33	2.66	2.31	6.24	2.9	2.79	1.61	1.29	267.104
4.37	1.76	2.19	4.65	3.87	3.59	2.41	6.18	5.54	6.84	2.24	2	6.39	4.96	4.14	4.61	5.99	1.28	2.9	2.31	6.36	3.12	3.38	1.86	1.38	267.48
4.34	1.63	2.39	4.77	4.05	3.38	2.23	6.27	5.62	6.66	2.23	2.34	6.49	5.26	4.12	4.42	6.01	1.25	2.91	2.55	6.46	3.21	3.02	1.68	1.43	267.856
4.35	1.42	2.42	4.72	3.88	3.7	2.53	6.34	5.86	6.62	2.22	2.22	6.78	5.12	4.08	4.52	6.06	1.33	2.87	2.61	6.48	3.07	3.22	1.86	1.34	268.233
4.43	1.76	2.53	4.9	4.47	3.9	2.59	6.36	5.81	7.02	2.51	2.2	6.58	5.37	4.77	4.86	6.22	1.55	3.19	3.11	6.63	3.33	3.15	1.78	1.71	268.609
4.31	1.68	2.41	4.64	3.92	3.65	2.37	6.2	5.75	6.48	2.04	2.39	6.35	5.05	4.29	4.57	6.09	1.53	2.81	2.66	6.12	3.07	3.23	1.81	1.4	268.985
4.16	0.99	2.31	4.48	3.68	3.16	1.9	5.79	5.42	6.3	1.91	2.09	6.02	4.64	3.91	4.45	5.64	1.14	2.63	2.16	6.21	2.87	2.73	1.22	1.09	269.362
3.99	1.03	1.74	4.53	3.82	3.3	1.76	5.8	5.36	6.35	1.92	1.73	5.96	4.5	3.84	4.26	5.35	0.88	2.7	2.39	6.11	2.45	2.87	1.51	1.23	269.738
4.32	1.38	2.09	4.38	3.6	3.3	2.04	5.89	5.39	6.36	2	2.19	6.2	4.75	3.86	4.41	5.77	1.23	2.7	2.34	6.11	3.17	2.55	1.54	1.07	270.114
4.3	1.66	2.19	4.62	3.93	3.61	2.02	5.93	5.58	6.63	2.22	2.05	6.21	4.43	3.73	4.46	5.54	1.28	2.6	2.37	6.13	3.19	3.08	1.76	1.5	270.49
4.16	1.33	2.07	4.55	3.88	3.34	2.11	5.62	5.37	6.38	1.91	2.02	5.94	4.58	3.55	4.26	5.51	1.4	2.79	2.17	5.98	2.96	2.84	1.57	1.32	270.866
4.02	1.37	2.28	4.54	3.91	3.19	1.91	5.61	5.1	6.34	1.95	2.07	6.04	4.39	3.65	4.21	5.56	1.23	2.63	2.27	6.1	2.98	2.77	1.6	1.24	271.242
4.22	1.19	2.21	4.52	3.78	3.38	2.19	5.78	5.36	6.5	1.86	1.8	6.02	4.45	3.93	4.2	5.54	1.22	2.73	2.33	6.31	2.8	2.65	1.63	1.15	271.618
4.39	1.48	2.2	4.59	4.03	3.43	2.17	5.87	5.78	6.4	2.08	2.08	6.23	4.67	4.1	4.65	5.54	1.47	2.99	2.63	6.19	3.27	3	1.85	1.41	271.994
3.98	1.05	1.9	4.54	3.8	3.09	2.16	5.79	5.27	6.47	1.82	1.88	6.06	4.69	3.63	4.17	5.61	1.06	2.7	2.3	6	2.93	2.94	1.59	1.24	272.37
4.26	1.24	2	4.54	3.89	3.18	1.88	5.71	5.42	6.44	1.97	2.15	6.24	4.62	3.81	4.34	5.56	1.17	2.54	2.35	6.03	2.86	2.94	1.54	1.36	272.746
4.35	1.24	2.16	4.42	3.97	3.45	2.06	5.94	5.46	6.31	1.91	2.03	6.06	4.69	3.97	4.43	5.79	1.37	2.68	2.55	6.44	2.96	2.93	1.58	1.24	273.122
3.96	0.93	1.73	4.39	3.87	3.07	1.88	5.56	5.33	6.13	1.79	1.65	6	4.26	3.82	4.21	5.53	0.95	2.69	1.84	6.15	2.85	2.64	1.51	0.87	273.497
3.68	0.72	1.41	3.81	3.5	2.88	1.59	5.56	5.03	5.76	1.46	1.73	6.02	4.11	3.45	4.03	5.34	0.82	1.98	1.8	5.62	2.52	2.6	0.95	0.69	273.873
